Uberon ID	Uberon name	is_a/part_of relations	Reason for removal
HBA:9701	HBA_9701		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
HBA:9702	HBA_9702		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
HBA:9708	HBA_9708		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
HBA:9709	HBA_9709		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
HBA:9710	HBA_9710		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
HBA:10142	HBA_10142		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
HBA:10145	HBA_10145		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
HBA:10147	HBA_10147		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
HBA:10150	HBA_10150		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
HBA:12891	HBA_12891		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
HBA:12892	HBA_12892		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
HBA:12893	HBA_12893		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
HBA:12894	HBA_12894		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
HBA:12895	HBA_12895		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
HBA:12896	HBA_12896		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
HBA:12897	HBA_12897		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
HBA:12898	HBA_12898		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
HBA:12899	HBA_12899		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
HBA:12900	HBA_12900		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
HBA:12901	HBA_12901		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
HBA:12902	HBA_12902		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
HBA:12903	HBA_12903		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
HBA:12905	HBA_12905		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
HBA:12906	HBA_12906		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
HBA:12907	HBA_12907		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
HBA:12908	HBA_12908		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
HBA:12909	HBA_12909		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
HBA:12910	HBA_12910		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
HBA:12911	HBA_12911		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
HBA:12912	HBA_12912		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
HBA:12913	HBA_12913		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
HBA:12914	HBA_12914		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
HBA:12915	HBA_12915		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
HBA:12916	HBA_12916		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
HBA:12917	HBA_12917		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
HBA:12919	HBA_12919		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
HBA:12921	HBA_12921		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
HBA:12923	HBA_12923		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
HBA:12925	HBA_12925		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
HBA:12926	HBA_12926		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
HBA:12929	HBA_12929		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
HBA:12930	HBA_12930		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
HBA:12931	HBA_12931		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
HBA:12933	HBA_12933		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
HBA:12934	HBA_12934		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
HBA:12935	HBA_12935		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
HBA:12936	HBA_12936		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
HBA:12937	HBA_12937		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
HBA:12938	HBA_12938		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
HBA:12939	HBA_12939		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
HBA:12940	HBA_12940		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
HBA:12942	HBA_12942		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
HBA:12943	HBA_12943		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
HBA:12944	HBA_12944		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
HBA:12945	HBA_12945		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
HBA:12946	HBA_12946		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
HBA:12947	HBA_12947		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
HBA:12948	HBA_12948		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
HBA:12949	HBA_12949		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
HBA:12952	HBA_12952		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
HBA:12953	HBA_12953		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
HBA:12958	HBA_12958		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
HBA:12961	HBA_12961		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
HBA:12965	HBA_12965		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
HBA:13002	HBA_13002		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
HBA:13003	HBA_13003		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
HBA:265504406	HBA_265504406		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
HBA:265504424	HBA_265504424		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
HBA:265504452	HBA_265504452		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
HBA:265504456	HBA_265504456		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
HBA:265504476	HBA_265504476		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
HBA:265504792	HBA_265504792		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
HBA:265504828	HBA_265504828		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
HBA:265504876	HBA_265504876		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
HBA:265504888	HBA_265504888		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
HBA:265504914	HBA_265504914		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
HBA:265504962	HBA_265504962		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
HBA:265504966	HBA_265504966		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
HBA:265504974	HBA_265504974		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
HBA:265505046	HBA_265505046		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
HBA:265505058	HBA_265505058		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
HBA:265505086	HBA_265505086		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
HBA:265505098	HBA_265505098		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
HBA:265505110	HBA_265505110		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
HBA:265505122	HBA_265505122		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
HBA:265505134	HBA_265505134		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
HBA:265505146	HBA_265505146		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
HBA:265505158	HBA_265505158		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
HBA:265505166	HBA_265505166		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
HBA:265505178	HBA_265505178		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
HBA:265505190	HBA_265505190		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
HBA:265505202	HBA_265505202		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
HBA:265505214	HBA_265505214		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
HBA:265505250	HBA_265505250		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
HBA:265505274	HBA_265505274		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
HBA:265505286	HBA_265505286		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
HBA:265505326	HBA_265505326		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
HBA:265505338	HBA_265505338		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
HBA:265505350	HBA_265505350		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
HBA:265505362	HBA_265505362		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
HBA:265505374	HBA_265505374		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
HBA:265505382	HBA_265505382		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
HBA:265505386	HBA_265505386		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
HBA:265505398	HBA_265505398		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
HBA:265505434	HBA_265505434		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
HBA:265505458	HBA_265505458		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
HBA:265505470	HBA_265505470		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
HBA:265505482	HBA_265505482		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
HBA:265505486	HBA_265505486		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
HBA:265505490	HBA_265505490		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
HBA:265505502	HBA_265505502		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
HBA:265505514	HBA_265505514		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
HBA:265505518	HBA_265505518		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
HBA:265505538	HBA_265505538		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
HBA:265505550	HBA_265505550		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
HBA:265505574	HBA_265505574		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
HBA:265505586	HBA_265505586		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
HBA:265505610	HBA_265505610		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
HBA:265505622	HBA_265505622		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
HBA:265505626	HBA_265505626		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
HBA:265505650	HBA_265505650		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
HBA:265505662	HBA_265505662		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
HBA:265505702	HBA_265505702		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
HBA:ENTITY	HBA_ENTITY		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
HsapDv:0000002	embryonic human stage (human)	is_a UBERON:0000067 embryo stage part	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
HsapDv:0000003	CS01	is_a CS:0 Carnegie stage	Removal of subgraph with root ID CS:0 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
HsapDv:0000005	Carnegie stage 02 (human)	part_of UBERON:0000107 cleavage stage - is_a CS:0 Carnegie stage - is_a UBERON:0000067 embryo stage part	Removal of subgraph with root ID CS:0 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
HsapDv:0000007	CS03	is_a CS:0 Carnegie stage - part_of UBERON:0000108 blastula stage - is_a UBERON:0000067 embryo stage part	Removal of subgraph with root ID CS:0 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
HsapDv:0000008	Carnegie stage 04 (human)	is_a CS:0 Carnegie stage - is_a UBERON:0000067 embryo stage part - part_of UBERON:0000108 blastula stage	Removal of subgraph with root ID CS:0 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
HsapDv:0000009	Carnegie stage 05 (human)	part_of UBERON:0000108 blastula stage - is_a UBERON:0000067 embryo stage part	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
HsapDv:0000011	Carnegie stage 06 (human)	part_of UBERON:0000109 gastrula stage - is_a UBERON:0000067 embryo stage part	Removal of subgraph with root ID FBdv:00007008 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
HsapDv:0000013	Carnegie stage 07 (human)	is_a UBERON:0000067 embryo stage part - part_of UBERON:0000110 neurula stage - is_a CS:0 Carnegie stage	Removal of subgraph with root ID CS:0 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
HsapDv:0000014	Carnegie stage 08 (human)	is_a UBERON:0000067 embryo stage part - part_of UBERON:0000110 neurula stage - is_a CS:0 Carnegie stage	Removal of subgraph with root ID CS:0 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
HsapDv:0000016	CS09	part_of UBERON:0000111 organogenesis stage - is_a UBERON:0000067 embryo stage part - is_a CS:0 Carnegie stage	Removal of subgraph with root ID CS:0 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
HsapDv:0000017	Carnegie stage 10 (human)	part_of UBERON:0000111 organogenesis stage - is_a CS:0 Carnegie stage - is_a UBERON:0000067 embryo stage part	Removal of subgraph with root ID CS:0 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
HsapDv:0000018	CS11	is_a UBERON:0000067 embryo stage part - part_of UBERON:0000111 organogenesis stage - is_a CS:0 Carnegie stage	Removal of subgraph with root ID CS:0 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
HsapDv:0000019	Carnegie stage 12 (human)	is_a UBERON:0000067 embryo stage part - is_a CS:0 Carnegie stage - part_of UBERON:0000111 organogenesis stage	Removal of subgraph with root ID CS:0 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
HsapDv:0000020	Carnegie stage 13 (human)	is_a UBERON:0000067 embryo stage part - is_a CS:0 Carnegie stage - part_of UBERON:0000111 organogenesis stage	Removal of subgraph with root ID CS:0 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
HsapDv:0000021	Carnegie stage 14 (human)	is_a CS:0 Carnegie stage - part_of UBERON:0000111 organogenesis stage - is_a UBERON:0000067 embryo stage part	Removal of subgraph with root ID CS:0 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
HsapDv:0000022	Carnegie stage 15 (human)	is_a CS:0 Carnegie stage - is_a UBERON:0000067 embryo stage part - part_of UBERON:0000111 organogenesis stage	Removal of subgraph with root ID CS:0 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
HsapDv:0000023	Carnegie stage 16 (human)	part_of UBERON:0000111 organogenesis stage - is_a CS:0 Carnegie stage - is_a UBERON:0000067 embryo stage part	Removal of subgraph with root ID CS:0 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
HsapDv:0000024	CS17	part_of UBERON:0000111 organogenesis stage - is_a UBERON:0000067 embryo stage part - is_a CS:0 Carnegie stage	Removal of subgraph with root ID CS:0 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
HsapDv:0000025	CS18	is_a UBERON:0000067 embryo stage part - part_of UBERON:0000111 organogenesis stage - is_a CS:0 Carnegie stage	Removal of subgraph with root ID CS:0 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
HsapDv:0000026	Carnegie stage 19 (human)	is_a UBERON:0000067 embryo stage part - is_a CS:0 Carnegie stage - part_of UBERON:0000111 organogenesis stage	Removal of subgraph with root ID CS:0 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
HsapDv:0000027	CS20	is_a UBERON:0000067 embryo stage part - part_of UBERON:0000111 organogenesis stage - is_a CS:0 Carnegie stage	Removal of subgraph with root ID CS:0 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
HsapDv:0000028	Carnegie stage 21 (human)	is_a UBERON:0000067 embryo stage part - part_of UBERON:0000111 organogenesis stage	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
HsapDv:0000029	Carnegie stage 22 (human)	part_of UBERON:0000111 organogenesis stage - is_a UBERON:0000067 embryo stage part	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
HsapDv:0000030	Carnegie stage 23 (human)	part_of UBERON:0000111 organogenesis stage - is_a UBERON:0000067 embryo stage part	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
HsapDv:0000031	CS05a	part_of HsapDv:0000009 Carnegie stage 05 (human) - is_a CS:0 Carnegie stage - is_a UBERON:0000067 embryo stage part	Removal of subgraph with root ID CS:0 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
HsapDv:0000032	CS05b	part_of HsapDv:0000009 Carnegie stage 05 (human) - is_a CS:0 Carnegie stage - is_a UBERON:0000067 embryo stage part	Removal of subgraph with root ID CS:0 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
HsapDv:0000033	CS05c	part_of HsapDv:0000009 Carnegie stage 05 (human) - is_a CS:0 Carnegie stage - is_a UBERON:0000067 embryo stage part	Removal of subgraph with root ID CS:0 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
HsapDv:0000034	CS06a	is_a CS:0 Carnegie stage - part_of HsapDv:0000011 Carnegie stage 06 (human) - is_a UBERON:0000067 embryo stage part	Removal of subgraph with root ID CS:0 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
HsapDv:0000035	CS06b	is_a CS:0 Carnegie stage - part_of HsapDv:0000011 Carnegie stage 06 (human) - is_a UBERON:0000067 embryo stage part	Removal of subgraph with root ID CS:0 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
HsapDv:0000046	9th week post-fertilization human stage (human)	part_of HsapDv:0000197 third LMP month human stage (human) - is_a UBERON:0000067 embryo stage part	Removal of subgraph with root ID FBdv:00007008 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
HsapDv:0000047	10th week post-fertilization human stage (human)	part_of HsapDv:0000197 third LMP month human stage (human) - is_a UBERON:0000067 embryo stage part	Removal of subgraph with root ID FBdv:00007008 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
HsapDv:0000048	11th week post-fertilization human stage (human)	is_a UBERON:0000067 embryo stage part - part_of HsapDv:0000197 third LMP month human stage (human)	Removal of subgraph with root ID FBdv:00007008 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
HsapDv:0000049	12th week post-fertilization human stage (human)	is_a UBERON:0000067 embryo stage part - part_of HsapDv:0000198 fourth LMP month human stage (human)	Removal of subgraph with root ID FBdv:00007008 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
HsapDv:0000050	13th week post-fertilization human stage (human)	is_a UBERON:0000067 embryo stage part - part_of HsapDv:0000198 fourth LMP month human stage (human)	Removal of subgraph with root ID FBdv:00007008 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
HsapDv:0000051	14th week post-fertilization human stage (human)	is_a UBERON:0000067 embryo stage part - part_of HsapDv:0000198 fourth LMP month human stage (human)	Removal of subgraph with root ID FBdv:00007008 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
HsapDv:0000052	15th week post-fertilization human stage (human)	part_of HsapDv:0000198 fourth LMP month human stage (human) - is_a UBERON:0000067 embryo stage part	Removal of subgraph with root ID FBdv:00007008 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
