Gene stable ID	Transcript stable ID	AFFY Mu11KsubB probe
ENSMUSG00000024387	ENSMUST00000025246	x80685_f_at
ENSMUSG00000024387	ENSMUST00000174024	Msa.2024.0_f_at
ENSMUSG00000024387	ENSMUST00000174024	x80685_f_at
ENSMUSG00000024387	ENSMUST00000173633	Msa.2024.0_f_at
ENSMUSG00000024387	ENSMUST00000173633	x80685_f_at
ENSMUSG00000024387	ENSMUST00000173189	Msa.2024.0_f_at
ENSMUSG00000024387	ENSMUST00000173189	x80685_f_at
ENSMUSG00000024387	ENSMUST00000172765	Msa.2024.0_f_at
ENSMUSG00000024387	ENSMUST00000172765	x80685_f_at
ENSMUSG00000024387	ENSMUST00000174306	Msa.2024.0_f_at
ENSMUSG00000024387	ENSMUST00000174306	x80685_f_at
ENSMUSG00000055692	ENSMUST00000232364	Msa.27381.0_at
ENSMUSG00000025781	ENSMUST00000114896	Msa.3969.0_f_at
ENSMUSG00000025781	ENSMUST00000026887	Msa.3969.0_f_at
ENSMUSG00000025781	ENSMUST00000114897	Msa.3969.0_f_at
ENSMUSG00000025781	ENSMUST00000139810	Msa.3969.0_f_at
ENSMUSG00000025781	ENSMUST00000145530	Msa.3969.0_f_at
ENSMUSG00000025781	ENSMUST00000130067	Msa.3969.0_f_at
ENSMUSG00000025781	ENSMUST00000153554	Msa.3969.0_f_at
ENSMUSG00000020358	ENSMUST00000074669	Msa.28141.0_s_at
ENSMUSG00000020358	ENSMUST00000101249	Msa.28141.0_s_at
ENSMUSG00000020358	ENSMUST00000109103	Msa.28141.0_s_at
ENSMUSG00000029361	ENSMUST00000142742	Msa.101.0_at
ENSMUSG00000029361	ENSMUST00000086451	Msa.101.0_at
ENSMUSG00000029361	ENSMUST00000102557	Msa.101.0_at
ENSMUSG00000029361	ENSMUST00000171055	Msa.101.0_at
ENSMUSG00000068758	ENSMUST00000090591	X64534_s_at
ENSMUSG00000068758	ENSMUST00000224877	X64534_s_at
ENSMUSG00000068758	ENSMUST00000225775	X64534_s_at
ENSMUSG00000068758	ENSMUST00000225560	X64534_s_at
ENSMUSG00000068758	ENSMUST00000224163	X64534_s_at
ENSMUSG00000068758	ENSMUST00000224415	X64534_s_at
ENSMUSG00000031451	ENSMUST00000033828	X59846_s_at
ENSMUSG00000020538	ENSMUST00000134660	Msa.27761.0_s_at
ENSMUSG00000020538	ENSMUST00000134660	Msa.24483.0_s_at
ENSMUSG00000020538	ENSMUST00000134660	Msa.26077.0_s_at
ENSMUSG00000020538	ENSMUST00000020846	Msa.27761.0_s_at
ENSMUSG00000020538	ENSMUST00000020846	Msa.24483.0_s_at
ENSMUSG00000020538	ENSMUST00000020846	Msa.26077.0_s_at
ENSMUSG00000020538	ENSMUST00000141161	Msa.27761.0_s_at
ENSMUSG00000020538	ENSMUST00000144942	Msa.27761.0_s_at
ENSMUSG00000020538	ENSMUST00000144942	Msa.24483.0_s_at
ENSMUSG00000020538	ENSMUST00000144942	Msa.26077.0_s_at
ENSMUSG00000020538	ENSMUST00000129869	Msa.27761.0_s_at
ENSMUSG00000020538	ENSMUST00000129869	Msa.24483.0_s_at
ENSMUSG00000020538	ENSMUST00000156304	Msa.27761.0_s_at
ENSMUSG00000020538	ENSMUST00000156304	Msa.24483.0_s_at
ENSMUSG00000020538	ENSMUST00000154925	Msa.27761.0_s_at
ENSMUSG00000020538	ENSMUST00000154925	Msa.24483.0_s_at
ENSMUSG00000020538	ENSMUST00000136426	Msa.24483.0_s_at
ENSMUSG00000020538	ENSMUST00000149238	Msa.24483.0_s_at
ENSMUSG00000020538	ENSMUST00000149238	Msa.26077.0_s_at
ENSMUSG00000020538	ENSMUST00000154620	Msa.26077.0_s_at
ENSMUSG00000020538	ENSMUST00000147967	Msa.26077.0_s_at
ENSMUSG00000043091	ENSMUST00000058914	Msa.1257.0_f_at
ENSMUSG00000043091	ENSMUST00000058914	Msa.33563.0_f_at
ENSMUSG00000082705	ENSMUST00000118662	Msa.2661.0_f_at
ENSMUSG00000026436	ENSMUST00000086556	Msa.2668.0_at
ENSMUSG00000026436	ENSMUST00000027696	Msa.2668.0_at
ENSMUSG00000026436	ENSMUST00000146432	Msa.2668.0_at
ENSMUSG00000026436	ENSMUST00000147218	Msa.2668.0_at
ENSMUSG00000026436	ENSMUST00000131159	Msa.2668.0_at
ENSMUSG00000041720	ENSMUST00000036161	Msa.10716.0_s_at
ENSMUSG00000041720	ENSMUST00000232232	Msa.10716.0_s_at
ENSMUSG00000063065	ENSMUST00000057669	Msa.2276.0_s_at
ENSMUSG00000063065	ENSMUST00000205657	Msa.2276.0_s_at
ENSMUSG00000063065	ENSMUST00000091328	Msa.2276.0_s_at
ENSMUSG00000063065	ENSMUST00000206272	Msa.2276.0_s_at
ENSMUSG00000063065	ENSMUST00000135649	Msa.2276.0_s_at
ENSMUSG00000024454	ENSMUST00000043498	Msa.30981.0_s_at
ENSMUSG00000024454	ENSMUST00000236756	Msa.30981.0_s_at
ENSMUSG00000024454	ENSMUST00000235700	Msa.30981.0_s_at
ENSMUSG00000023484	ENSMUST00000230021	x15475_s_at
ENSMUSG00000023484	ENSMUST00000047104	x15475_s_at
ENSMUSG00000023484	ENSMUST00000024249	x15475_s_at
ENSMUSG00000020894	ENSMUST00000021273	Msa.2798.0_s_at
ENSMUSG00000020894	ENSMUST00000117780	Msa.2798.0_s_at
ENSMUSG00000020894	ENSMUST00000149780	Msa.2798.0_s_at
ENSMUSG00000020894	ENSMUST00000149559	Msa.2798.0_s_at
ENSMUSG00000020894	ENSMUST00000146847	Msa.2798.0_s_at
ENSMUSG00000020149	ENSMUST00000020358	y00094_s_at
ENSMUSG00000020149	ENSMUST00000109602	y00094_s_at
ENSMUSG00000020149	ENSMUST00000109601	y00094_s_at
ENSMUSG00000020149	ENSMUST00000152728	y00094_s_at
ENSMUSG00000020149	ENSMUST00000163483	y00094_s_at
ENSMUSG00000055026	ENSMUST00000068911	X59300_s_at
ENSMUSG00000091515	ENSMUST00000182230	Msa.18638.0_s_at
ENSMUSG00000053004	ENSMUST00000088987	Msa.3241.0_s_at
ENSMUSG00000053004	ENSMUST00000160212	Msa.3241.0_s_at
ENSMUSG00000053004	ENSMUST00000161650	Msa.3241.0_s_at
ENSMUSG00000053004	ENSMUST00000161220	Msa.3241.0_s_at
ENSMUSG00000053004	ENSMUST00000160780	Msa.3241.0_s_at
ENSMUSG00000022982	ENSMUST00000023707	Msa.586.0_f_at
ENSMUSG00000022982	ENSMUST00000232505	Msa.586.0_f_at
ENSMUSG00000036114	ENSMUST00000038434	w34530_s_at
ENSMUSG00000036073	ENSMUST00000084695	Msa.676.0_g_at
ENSMUSG00000036073	ENSMUST00000108038	Msa.676.0_g_at
ENSMUSG00000036073	ENSMUST00000151490	Msa.676.0_g_at
ENSMUSG00000036073	ENSMUST00000132760	Msa.676.0_g_at
ENSMUSG00000036073	ENSMUST00000150908	Msa.676.0_g_at
ENSMUSG00000036073	ENSMUST00000147719	Msa.676.0_g_at
ENSMUSG00000036073	ENSMUST00000130698	Msa.676.0_g_at
ENSMUSG00000036073	ENSMUST00000154275	Msa.676.0_g_at
ENSMUSG00000036073	ENSMUST00000133106	Msa.676.0_g_at
ENSMUSG00000026031	ENSMUST00000140940	u97076_s_at
ENSMUSG00000026031	ENSMUST00000114313	u97076_s_at
ENSMUSG00000026031	ENSMUST00000069333	u97076_s_at
ENSMUSG00000026360	ENSMUST00000127206	Msa.5082.0_s_at
ENSMUSG00000026360	ENSMUST00000027606	Msa.5082.0_s_at
ENSMUSG00000026360	ENSMUST00000153527	Msa.5082.0_s_at
ENSMUSG00000026360	ENSMUST00000134817	Msa.5082.0_s_at
ENSMUSG00000057580	ENSMUST00000170379	X52940_f_at
ENSMUSG00000057580	ENSMUST00000078252	X52940_f_at
ENSMUSG00000052912	ENSMUST00000121843	Msa.27327.0_s_at
ENSMUSG00000025784	ENSMUST00000026890	x79199_s_at
ENSMUSG00000020644	ENSMUST00000221761	Msa.1693.0_s_at
ENSMUSG00000020644	ENSMUST00000020974	Msa.1693.0_s_at
ENSMUSG00000063801	ENSMUST00000075657	Msa.17649.0_s_at
ENSMUSG00000063801	ENSMUST00000206725	Msa.17649.0_s_at
ENSMUSG00000031667	ENSMUST00000120213	x71978_at
ENSMUSG00000031667	ENSMUST00000120349	x71978_at
ENSMUSG00000031667	ENSMUST00000125257	x71978_at
ENSMUSG00000028976	ENSMUST00000030826	Msa.30067.0_s_at
ENSMUSG00000028976	ENSMUST00000132426	Msa.30067.0_s_at
ENSMUSG00000028976	ENSMUST00000151504	Msa.30067.0_s_at
ENSMUSG00000052565	ENSMUST00000045301	Msa.2904.0_s_at
ENSMUSG00000023224	ENSMUST00000023994	Y10386_f_at
ENSMUSG00000023224	ENSMUST00000023994	Msa.4322.0_s_at
ENSMUSG00000023224	ENSMUST00000111641	Y10386_f_at
ENSMUSG00000023224	ENSMUST00000111641	Msa.4322.0_s_at
ENSMUSG00000023224	ENSMUST00000131456	Msa.4322.0_s_at
ENSMUSG00000030409	ENSMUST00000032568	z38015_s_at
ENSMUSG00000030409	ENSMUST00000154199	z38015_s_at
ENSMUSG00000030409	ENSMUST00000108473	z38015_s_at
ENSMUSG00000030409	ENSMUST00000108474	z38015_s_at
ENSMUSG00000030409	ENSMUST00000238982	z38015_s_at
ENSMUSG00000030409	ENSMUST00000142725	z38015_s_at
ENSMUSG00000030409	ENSMUST00000137219	z38015_s_at
ENSMUSG00000030409	ENSMUST00000135839	z38015_s_at
ENSMUSG00000030409	ENSMUST00000132115	z38015_s_at
ENSMUSG00000030409	ENSMUST00000143938	z38015_s_at
ENSMUSG00000030409	ENSMUST00000148380	z38015_s_at
ENSMUSG00000030409	ENSMUST00000126264	z38015_s_at
ENSMUSG00000030409	ENSMUST00000140742	z38015_s_at
ENSMUSG00000022285	ENSMUST00000022894	Msa.11098.0_i_at
ENSMUSG00000022285	ENSMUST00000110362	Msa.11098.0_i_at
ENSMUSG00000022285	ENSMUST00000154879	Msa.11098.0_i_at
ENSMUSG00000022285	ENSMUST00000110359	Msa.11098.0_i_at
ENSMUSG00000022285	ENSMUST00000227067	Msa.11098.0_i_at
ENSMUSG00000021348	ENSMUST00000224026	x02594_s_at
ENSMUSG00000021348	ENSMUST00000021776	x02594_s_at
ENSMUSG00000078686	ENSMUST00000137025	Msa.994.0_at
ENSMUSG00000078686	ENSMUST00000122177	Msa.994.0_at
ENSMUSG00000048164	ENSMUST00000062591	Msa.354.0_f_at
ENSMUSG00000005615	ENSMUST00000115137	Msa.2230.0_s_at
ENSMUSG00000005615	ENSMUST00000079791	Msa.2230.0_s_at
ENSMUSG00000005615	ENSMUST00000115140	Msa.2230.0_s_at
ENSMUSG00000005615	ENSMUST00000104893	Msa.2230.0_s_at
ENSMUSG00000005615	ENSMUST00000231920	Msa.2230.0_s_at
ENSMUSG00000005320	ENSMUST00000005452	X59927_s_at
ENSMUSG00000083454	ENSMUST00000117838	X74856_f_at
ENSMUSG00000083454	ENSMUST00000117838	Msa.43198.0_f_at
ENSMUSG00000019761	ENSMUST00000103131	V00830_f_at
ENSMUSG00000019761	ENSMUST00000103131	Msa.883.0_f_at
ENSMUSG00000019761	ENSMUST00000211768	V00830_f_at
ENSMUSG00000019761	ENSMUST00000211768	Msa.883.0_f_at
ENSMUSG00000007655	ENSMUST00000007799	Msa.1833.0_f_at
ENSMUSG00000007655	ENSMUST00000115456	Msa.1833.0_f_at
ENSMUSG00000007655	ENSMUST00000115455	Msa.1833.0_f_at
ENSMUSG00000007655	ENSMUST00000130505	Msa.1833.0_f_at
ENSMUSG00000007655	ENSMUST00000177234	Msa.1833.0_f_at
ENSMUSG00000007655	ENSMUST00000150901	Msa.1833.0_f_at
ENSMUSG00000007655	ENSMUST00000123439	Msa.1833.0_f_at
ENSMUSG00000007655	ENSMUST00000115454	Msa.1833.0_f_at
ENSMUSG00000007655	ENSMUST00000115453	Msa.1833.0_f_at
ENSMUSG00000007655	ENSMUST00000133065	Msa.1833.0_f_at
ENSMUSG00000032101	ENSMUST00000034612	Msa.38825.0_s_at
ENSMUSG00000032101	ENSMUST00000034612	Msa.25623.0_s_at
ENSMUSG00000020524	ENSMUST00000036315	X57497_s_at
ENSMUSG00000020524	ENSMUST00000094179	X57497_s_at
ENSMUSG00000020524	ENSMUST00000151045	X57497_s_at
ENSMUSG00000033676	ENSMUST00000085240	Msa.1705.0_at
ENSMUSG00000033676	ENSMUST00000196198	Msa.1705.0_at
ENSMUSG00000033676	ENSMUST00000039697	Msa.1705.0_at
ENSMUSG00000036334	ENSMUST00000193455	Msa.22604.0_s_at
ENSMUSG00000036334	ENSMUST00000194546	Msa.22604.0_s_at
ENSMUSG00000036334	ENSMUST00000039419	Msa.22604.0_s_at
ENSMUSG00000020570	ENSMUST00000076698	Msa.36152.0_s_at
ENSMUSG00000020570	ENSMUST00000076698	Msa.10770.0_s_at
ENSMUSG00000020570	ENSMUST00000020885	Msa.36152.0_s_at
ENSMUSG00000020570	ENSMUST00000218816	Msa.36152.0_s_at
ENSMUSG00000035198	ENSMUST00000043680	Msa.5817.0_s_at
ENSMUSG00000035198	ENSMUST00000137844	Msa.5817.0_s_at
ENSMUSG00000052957	ENSMUST00000065086	X65128_s_at
ENSMUSG00000052957	ENSMUST00000223933	X65128_s_at
ENSMUSG00000110546	ENSMUST00000211916	Z85979_f_at
ENSMUSG00000037262	ENSMUST00000042512	X58472_g_at
ENSMUSG00000037262	ENSMUST00000042512	X58472_at
ENSMUSG00000037262	ENSMUST00000142599	X58472_g_at
ENSMUSG00000037262	ENSMUST00000142599	X58472_at
ENSMUSG00000037262	ENSMUST00000142773	X58472_g_at
ENSMUSG00000037262	ENSMUST00000142773	X58472_at
ENSMUSG00000090555	ENSMUST00000172146	Msa.43204.0_i_at
ENSMUSG00000090555	ENSMUST00000172146	Msa.43204.0_f_at
ENSMUSG00000031960	ENSMUST00000125268	Msa.29927.0_s_at
ENSMUSG00000031960	ENSMUST00000154546	Msa.14652.0_s_at
ENSMUSG00000031960	ENSMUST00000154546	Msa.29927.0_s_at
ENSMUSG00000031960	ENSMUST00000034441	Msa.3753.0_s_at
ENSMUSG00000031960	ENSMUST00000034441	Msa.14652.0_s_at
ENSMUSG00000031960	ENSMUST00000034441	Msa.29927.0_s_at
ENSMUSG00000031960	ENSMUST00000142770	Msa.14652.0_s_at
ENSMUSG00000031960	ENSMUST00000142770	Msa.29927.0_s_at
ENSMUSG00000031960	ENSMUST00000145059	Msa.14652.0_s_at
ENSMUSG00000071141	ENSMUST00000120093	w30137_f_at
ENSMUSG00000107611	ENSMUST00000203036	w30137_f_at
ENSMUSG00000045007	ENSMUST00000043654	Msa.5817.0_s_at
ENSMUSG00000024912	ENSMUST00000025850	Msa.3199.0_s_at
ENSMUSG00000022792	ENSMUST00000159962	Msa.15183.0_s_at
ENSMUSG00000022792	ENSMUST00000161191	Msa.15183.0_s_at
ENSMUSG00000022792	ENSMUST00000059955	Msa.15183.0_s_at
ENSMUSG00000022792	ENSMUST00000159683	Msa.15183.0_s_at
ENSMUSG00000025243	ENSMUST00000026273	Msa.36236.0_s_at
ENSMUSG00000025243	ENSMUST00000166800	Msa.36236.0_s_at
ENSMUSG00000025243	ENSMUST00000171122	Msa.36236.0_s_at
ENSMUSG00000025243	ENSMUST00000168824	Msa.36236.0_s_at
ENSMUSG00000026728	ENSMUST00000028062	x51438_s_at
ENSMUSG00000026728	ENSMUST00000193675	x51438_s_at
ENSMUSG00000026728	ENSMUST00000148248	x51438_s_at
ENSMUSG00000083679	ENSMUST00000117367	Msa.556.0_f_at
ENSMUSG00000083679	ENSMUST00000117367	Msa.16075.0_s_at
ENSMUSG00000078680	ENSMUST00000148302	Msa.994.0_at
ENSMUSG00000020918	ENSMUST00000153526	Msa.9185.0_f_at
ENSMUSG00000020918	ENSMUST00000126299	Msa.9185.0_f_at
ENSMUSG00000020918	ENSMUST00000006973	Msa.9185.0_f_at
ENSMUSG00000020918	ENSMUST00000103118	Msa.9185.0_f_at
ENSMUSG00000019989	ENSMUST00000020169	Msa.42338.0_s_at
ENSMUSG00000019989	ENSMUST00000218619	Msa.42338.0_s_at
ENSMUSG00000019989	ENSMUST00000218044	Msa.42338.0_s_at
ENSMUSG00000022747	ENSMUST00000137035	Msa.24765.0_s_at
ENSMUSG00000022747	ENSMUST00000114358	Msa.24765.0_s_at
ENSMUSG00000022747	ENSMUST00000114357	Msa.24765.0_s_at
ENSMUSG00000020889	ENSMUST00000064941	Msa.3940.0_s_at
ENSMUSG00000020889	ENSMUST00000139220	Msa.3940.0_s_at
ENSMUSG00000058756	ENSMUST00000064187	Msa.7694.0_s_at
ENSMUSG00000058756	ENSMUST00000064187	X07751_s_at
ENSMUSG00000058756	ENSMUST00000103139	x51983_s_at
ENSMUSG00000058756	ENSMUST00000124072	Msa.7694.0_s_at
ENSMUSG00000058756	ENSMUST00000124072	X07751_s_at
ENSMUSG00000029683	ENSMUST00000031694	Msa.5939.0_s_at
ENSMUSG00000038656	ENSMUST00000031633	Msa.1504.0_f_at
ENSMUSG00000073834	ENSMUST00000148206	Msa.994.0_at
ENSMUSG00000073834	ENSMUST00000154733	Msa.994.0_at
ENSMUSG00000083373	ENSMUST00000117708	X61454_f_at
ENSMUSG00000110505	ENSMUST00000211876	Msa.31199.0_s_at
ENSMUSG00000110505	ENSMUST00000211876	Msa.39697.0_s_at
ENSMUSG00000022661	ENSMUST00000163230	Msa.16040.0_s_at
ENSMUSG00000022661	ENSMUST00000171328	Msa.16040.0_s_at
ENSMUSG00000022661	ENSMUST00000166512	Msa.16040.0_s_at
ENSMUSG00000022661	ENSMUST00000171855	Msa.16040.0_s_at
ENSMUSG00000022661	ENSMUST00000165910	Msa.16040.0_s_at
ENSMUSG00000022661	ENSMUST00000166630	Msa.16040.0_s_at
ENSMUSG00000022661	ENSMUST00000167552	Msa.16040.0_s_at
ENSMUSG00000022661	ENSMUST00000172297	Msa.16040.0_s_at
ENSMUSG00000022661	ENSMUST00000172091	Msa.16040.0_s_at
ENSMUSG00000109795	ENSMUST00000210784	x57277_s_at
ENSMUSG00000054808	ENSMUST00000068045	Msa.6492.0_s_at
ENSMUSG00000054808	ENSMUST00000068045	Msa.4999.0_f_at
ENSMUSG00000054808	ENSMUST00000068045	Msa.22263.0_s_at
ENSMUSG00000054808	ENSMUST00000068045	Msa.19501.0_s_at
ENSMUSG00000054808	ENSMUST00000068045	w64452_s_at
ENSMUSG00000054808	ENSMUST00000144909	Msa.6492.0_s_at
ENSMUSG00000054808	ENSMUST00000144909	Msa.4999.0_f_at
ENSMUSG00000054808	ENSMUST00000144909	w64452_s_at
ENSMUSG00000054808	ENSMUST00000217157	Msa.6492.0_s_at
ENSMUSG00000054808	ENSMUST00000217157	Msa.4999.0_f_at
ENSMUSG00000054808	ENSMUST00000217157	Msa.22263.0_s_at
ENSMUSG00000054808	ENSMUST00000217157	Msa.19501.0_s_at
ENSMUSG00000054808	ENSMUST00000217157	w64452_s_at
ENSMUSG00000054808	ENSMUST00000216863	Msa.6492.0_s_at
ENSMUSG00000054808	ENSMUST00000216863	Msa.4999.0_f_at
ENSMUSG00000054808	ENSMUST00000216863	w64452_s_at
ENSMUSG00000054808	ENSMUST00000129338	Msa.4999.0_f_at
ENSMUSG00000054808	ENSMUST00000129338	w64452_s_at
ENSMUSG00000054808	ENSMUST00000207765	Msa.4999.0_f_at
ENSMUSG00000054808	ENSMUST00000207765	w64452_s_at
ENSMUSG00000054808	ENSMUST00000143584	Msa.4999.0_f_at
ENSMUSG00000054808	ENSMUST00000127210	Msa.6492.0_s_at
ENSMUSG00000054808	ENSMUST00000127210	Msa.22263.0_s_at
ENSMUSG00000054808	ENSMUST00000127210	Msa.19501.0_s_at
ENSMUSG00000054808	ENSMUST00000140622	Msa.22263.0_s_at
ENSMUSG00000054808	ENSMUST00000148196	Msa.22263.0_s_at
ENSMUSG00000056459	ENSMUST00000176102	Msa.39865.0_s_at
ENSMUSG00000056459	ENSMUST00000176102	Msa.26276.0_s_at
ENSMUSG00000056459	ENSMUST00000176509	Msa.39865.0_s_at
ENSMUSG00000056459	ENSMUST00000176509	Msa.26276.0_s_at
ENSMUSG00000056459	ENSMUST00000176278	Msa.39865.0_s_at
ENSMUSG00000056459	ENSMUST00000176278	Msa.26276.0_s_at
ENSMUSG00000056459	ENSMUST00000176187	Msa.39865.0_s_at
ENSMUSG00000056459	ENSMUST00000176187	Msa.26276.0_s_at
ENSMUSG00000056459	ENSMUST00000176967	Msa.39865.0_s_at
ENSMUSG00000056459	ENSMUST00000176967	Msa.26276.0_s_at
ENSMUSG00000056459	ENSMUST00000167011	Msa.39865.0_s_at
ENSMUSG00000056459	ENSMUST00000167011	Msa.26276.0_s_at
ENSMUSG00000069268	ENSMUST00000105106	Msa.1311.0_at
ENSMUSG00000026029	ENSMUST00000027189	Msa.28381.0_s_at
ENSMUSG00000026029	ENSMUST00000191201	Msa.28381.0_s_at
ENSMUSG00000026029	ENSMUST00000165549	Msa.28381.0_s_at
ENSMUSG00000026029	ENSMUST00000190213	Msa.28381.0_s_at
ENSMUSG00000020640	ENSMUST00000218402	Msa.40220.0_s_at
ENSMUSG00000020640	ENSMUST00000217981	Msa.40220.0_s_at
ENSMUSG00000020640	ENSMUST00000220311	Msa.40220.0_s_at
ENSMUSG00000020640	ENSMUST00000218072	Msa.40220.0_s_at
ENSMUSG00000020640	ENSMUST00000219007	Msa.40220.0_s_at
ENSMUSG00000020640	ENSMUST00000219832	Msa.40220.0_s_at
ENSMUSG00000020640	ENSMUST00000062580	Msa.40220.0_s_at
ENSMUSG00000074037	ENSMUST00000098324	X65635_s_at
ENSMUSG00000052684	ENSMUST00000107094	Msa.4586.0_s_at
ENSMUSG00000052684	ENSMUST00000107094	x12761_s_at
ENSMUSG00000021866	ENSMUST00000022416	Msa.17386.0_s_at
ENSMUSG00000021866	ENSMUST00000022416	Msa.31564.0_s_at
ENSMUSG00000021866	ENSMUST00000124704	Msa.31564.0_s_at
ENSMUSG00000021866	ENSMUST00000112364	Msa.31564.0_s_at
ENSMUSG00000021866	ENSMUST00000133547	Msa.17386.0_s_at
ENSMUSG00000021866	ENSMUST00000133547	Msa.31564.0_s_at
ENSMUSG00000005103	ENSMUST00000005234	w71236_s_at
ENSMUSG00000005103	ENSMUST00000005234	W91568_rc_s_at
ENSMUSG00000005103	ENSMUST00000200909	w71236_s_at
ENSMUSG00000005103	ENSMUST00000200909	W91568_rc_s_at
ENSMUSG00000005103	ENSMUST00000201059	w71236_s_at
ENSMUSG00000005103	ENSMUST00000201059	W91568_rc_s_at
ENSMUSG00000026358	ENSMUST00000189061	Msa.37566.0_s_at
ENSMUSG00000026358	ENSMUST00000189061	Msa.33069.0_s_at
ENSMUSG00000026358	ENSMUST00000170870	Msa.37566.0_s_at
ENSMUSG00000026358	ENSMUST00000170870	Msa.33069.0_s_at
ENSMUSG00000026358	ENSMUST00000167317	Msa.37566.0_s_at
ENSMUSG00000026358	ENSMUST00000167317	Msa.33069.0_s_at
ENSMUSG00000026358	ENSMUST00000172388	Msa.37566.0_s_at
ENSMUSG00000026358	ENSMUST00000172388	Msa.33069.0_s_at
ENSMUSG00000026358	ENSMUST00000167812	Msa.37566.0_s_at
ENSMUSG00000026358	ENSMUST00000167812	Msa.33069.0_s_at
ENSMUSG00000026358	ENSMUST00000169409	Msa.37566.0_s_at
ENSMUSG00000026358	ENSMUST00000169409	Msa.33069.0_s_at
ENSMUSG00000026358	ENSMUST00000185714	Msa.37566.0_s_at
ENSMUSG00000026358	ENSMUST00000185714	Msa.33069.0_s_at
ENSMUSG00000026358	ENSMUST00000189916	Msa.33069.0_s_at
ENSMUSG00000026358	ENSMUST00000169042	Msa.33069.0_s_at
ENSMUSG00000028072	ENSMUST00000029712	Msa.17471.0_s_at
ENSMUSG00000028072	ENSMUST00000029712	Msa.16877.0_s_at
ENSMUSG00000081885	ENSMUST00000119218	Msa.27327.0_s_at
ENSMUSG00000071273	ENSMUST00000095633	Msa.78.0_f_at
ENSMUSG00000002308	ENSMUST00000002379	Msa.20497.0_s_at
ENSMUSG00000002308	ENSMUST00000173418	Msa.20497.0_s_at
ENSMUSG00000002308	ENSMUST00000234506	Msa.20497.0_s_at
ENSMUSG00000002308	ENSMUST00000087559	Msa.20497.0_s_at
ENSMUSG00000089782	ENSMUST00000162698	Msa.4354.0_s_at
ENSMUSG00000076508	ENSMUST00000200586	X16678_s_at
ENSMUSG00000076508	ENSMUST00000200586	X16678_i_at
ENSMUSG00000076508	ENSMUST00000103309	X16678_s_at
ENSMUSG00000109610	ENSMUST00000210343	Msa.1150.0_f_at
ENSMUSG00000035150	ENSMUST00000050328	Msa.10450.0_s_at
ENSMUSG00000043284	ENSMUST00000062677	Msa.5772.0_s_at
ENSMUSG00000043284	ENSMUST00000062677	w12140_s_at
ENSMUSG00000043284	ENSMUST00000155031	Msa.5772.0_s_at
ENSMUSG00000043284	ENSMUST00000155031	w12140_s_at
ENSMUSG00000043284	ENSMUST00000168218	Msa.5772.0_s_at
ENSMUSG00000043284	ENSMUST00000168218	w12140_s_at
ENSMUSG00000056035	ENSMUST00000035918	X60452_f_at
ENSMUSG00000056035	ENSMUST00000035918	Msa.2228.0_f_at
ENSMUSG00000009731	ENSMUST00000009875	Msa.988.0_at
ENSMUSG00000033454	ENSMUST00000042779	Msa.773.0_at
ENSMUSG00000030678	ENSMUST00000205568	Msa.1123.0_at
ENSMUSG00000030678	ENSMUST00000032916	Msa.1123.0_at
ENSMUSG00000030678	ENSMUST00000206254	Msa.1123.0_at
ENSMUSG00000030678	ENSMUST00000205461	Msa.1123.0_at
ENSMUSG00000030678	ENSMUST00000206953	Msa.1123.0_at
ENSMUSG00000030678	ENSMUST00000206291	Msa.1123.0_at
ENSMUSG00000090935	ENSMUST00000163402	Msa.3880.0_s_at
ENSMUSG00000090935	ENSMUST00000114201	Msa.3880.0_s_at
ENSMUSG00000090935	ENSMUST00000169158	Msa.3880.0_s_at
ENSMUSG00000040132	ENSMUST00000044953	Msa.2908.0_at
ENSMUSG00000040132	ENSMUST00000109374	Msa.2908.0_at
ENSMUSG00000115868	ENSMUST00000230974	x12507_s_at
ENSMUSG00000016998	ENSMUST00000017142	Msa.1196.0_at
ENSMUSG00000090381	ENSMUST00000109467	Msa.12187.0_s_at
ENSMUSG00000021139	ENSMUST00000164386	Msa.3880.0_s_at
ENSMUSG00000021139	ENSMUST00000166664	Msa.3880.0_s_at
ENSMUSG00000021139	ENSMUST00000170958	Msa.3880.0_s_at
ENSMUSG00000021139	ENSMUST00000110339	Msa.3880.0_s_at
ENSMUSG00000051627	ENSMUST00000062045	Msa.732.0_at
ENSMUSG00000003099	ENSMUST00000003183	Msa.24642.0_s_at
ENSMUSG00000003099	ENSMUST00000003183	Msa.22686.0_s_at
ENSMUSG00000003099	ENSMUST00000142597	Msa.24642.0_s_at
ENSMUSG00000003099	ENSMUST00000142597	Msa.22686.0_s_at
ENSMUSG00000003099	ENSMUST00000142831	Msa.24642.0_s_at
ENSMUSG00000003099	ENSMUST00000142831	Msa.22686.0_s_at
ENSMUSG00000003099	ENSMUST00000124573	Msa.24642.0_s_at
ENSMUSG00000003099	ENSMUST00000124573	Msa.22686.0_s_at
ENSMUSG00000003099	ENSMUST00000138353	Msa.24642.0_s_at
ENSMUSG00000003099	ENSMUST00000138353	Msa.22686.0_s_at
ENSMUSG00000003099	ENSMUST00000154880	Msa.24642.0_s_at
ENSMUSG00000003099	ENSMUST00000154880	Msa.22686.0_s_at
ENSMUSG00000003099	ENSMUST00000156366	Msa.22686.0_s_at
ENSMUSG00000003099	ENSMUST00000146920	Msa.22686.0_s_at
ENSMUSG00000113611	ENSMUST00000220612	x53584_s_at
