Gene stable ID	Transcript stable ID	AFFY MOE430B probe
ENSMUSG00000041044	ENSMUST00000120052	1441110_at
ENSMUSG00000060671	ENSMUST00000069805	1434026_at
ENSMUSG00000060671	ENSMUST00000163354	1434026_at
ENSMUSG00000060671	ENSMUST00000163354	1441699_at
ENSMUSG00000060671	ENSMUST00000166347	1434026_at
ENSMUSG00000060671	ENSMUST00000166705	1441699_at
ENSMUSG00000060671	ENSMUST00000170696	1441699_at
ENSMUSG00000060671	ENSMUST00000107396	1434026_at
ENSMUSG00000022155	ENSMUST00000226277	1432128_at
ENSMUSG00000022155	ENSMUST00000045736	1432128_at
ENSMUSG00000104682	ENSMUST00000197174	1443168_at
ENSMUSG00000104682	ENSMUST00000197174	1444695_at
ENSMUSG00000026875	ENSMUST00000201335	1445452_at
ENSMUSG00000026875	ENSMUST00000156479	1445452_at
ENSMUSG00000026875	ENSMUST00000135870	1445452_at
ENSMUSG00000054931	ENSMUST00000062609	1435993_at
ENSMUSG00000050730	ENSMUST00000093893	1457682_at
ENSMUSG00000050730	ENSMUST00000183182	1453638_at
ENSMUSG00000079598	ENSMUST00000114874	1433764_at
ENSMUSG00000060181	ENSMUST00000079041	1428805_at
ENSMUSG00000041117	ENSMUST00000094805	1444761_at
ENSMUSG00000051007	ENSMUST00000106008	1441967_at
ENSMUSG00000051007	ENSMUST00000156353	1441967_at
ENSMUSG00000051007	ENSMUST00000140337	1441967_at
ENSMUSG00000051007	ENSMUST00000127556	1441967_at
ENSMUSG00000051007	ENSMUST00000209276	1441967_at
ENSMUSG00000058755	ENSMUST00000075221	1438767_at
ENSMUSG00000058755	ENSMUST00000131764	1438767_at
ENSMUSG00000026668	ENSMUST00000127282	1428993_at
ENSMUSG00000026668	ENSMUST00000115010	1428993_at
ENSMUSG00000026668	ENSMUST00000115010	1428994_s_at
ENSMUSG00000026668	ENSMUST00000027978	1428993_at
ENSMUSG00000026668	ENSMUST00000027978	1428994_s_at
ENSMUSG00000026668	ENSMUST00000195688	1428993_at
ENSMUSG00000026668	ENSMUST00000195688	1428994_s_at
ENSMUSG00000026668	ENSMUST00000167607	1428993_at
ENSMUSG00000026668	ENSMUST00000167607	1428994_s_at
ENSMUSG00000097685	ENSMUST00000180715	1429182_at
ENSMUSG00000097685	ENSMUST00000205705	1429182_at
ENSMUSG00000063801	ENSMUST00000075657	1444413_at
ENSMUSG00000063801	ENSMUST00000075657	1435718_at
ENSMUSG00000063801	ENSMUST00000075657	1441993_at
ENSMUSG00000074406	ENSMUST00000116354	1419787_a_at
ENSMUSG00000066721	ENSMUST00000094705	1447359_at
ENSMUSG00000033450	ENSMUST00000036370	1460453_at
ENSMUSG00000020173	ENSMUST00000172919	1434917_at
ENSMUSG00000020173	ENSMUST00000109650	1434917_at
ENSMUSG00000020173	ENSMUST00000046755	1434917_at
ENSMUSG00000020173	ENSMUST00000174874	1434917_at
ENSMUSG00000020173	ENSMUST00000109651	1434917_at
ENSMUSG00000020173	ENSMUST00000172956	1434917_at
ENSMUSG00000020173	ENSMUST00000172956	1458005_at
ENSMUSG00000020173	ENSMUST00000136549	1442076_at
ENSMUSG00000033952	ENSMUST00000200083	1458873_at
ENSMUSG00000033952	ENSMUST00000200083	1441520_at
ENSMUSG00000033952	ENSMUST00000199998	1458873_at
ENSMUSG00000033952	ENSMUST00000199998	1441520_at
ENSMUSG00000033952	ENSMUST00000053364	1458560_at
ENSMUSG00000033952	ENSMUST00000053364	1458873_at
ENSMUSG00000033952	ENSMUST00000053364	1441520_at
ENSMUSG00000033952	ENSMUST00000197096	1458873_at
ENSMUSG00000046082	ENSMUST00000050389	1453031_at
ENSMUSG00000046082	ENSMUST00000050389	1435201_at
ENSMUSG00000030020	ENSMUST00000113447	1428808_at
ENSMUSG00000030020	ENSMUST00000032093	1428808_at
ENSMUSG00000030020	ENSMUST00000113446	1428808_at
ENSMUSG00000050075	ENSMUST00000085040	1438439_at
ENSMUSG00000056078	ENSMUST00000237637	1430551_s_at
ENSMUSG00000056078	ENSMUST00000237637	1430550_at
ENSMUSG00000056078	ENSMUST00000025685	1430551_s_at
ENSMUSG00000056078	ENSMUST00000025685	1430550_at
ENSMUSG00000113669	ENSMUST00000222226	1441600_at
ENSMUSG00000113669	ENSMUST00000222212	1441600_at
ENSMUSG00000041468	ENSMUST00000196096	1457702_at
ENSMUSG00000041468	ENSMUST00000036211	1457702_at
ENSMUSG00000041468	ENSMUST00000197431	1457702_at
ENSMUSG00000041468	ENSMUST00000200112	1457702_at
ENSMUSG00000041468	ENSMUST00000197825	1457702_at
ENSMUSG00000056476	ENSMUST00000040846	1441163_at
ENSMUSG00000056476	ENSMUST00000199659	1441159_at
ENSMUSG00000056476	ENSMUST00000197374	1441159_at
ENSMUSG00000056476	ENSMUST00000029393	1441163_at
ENSMUSG00000056476	ENSMUST00000040325	1441159_at
ENSMUSG00000056476	ENSMUST00000164225	1441159_at
ENSMUSG00000036168	ENSMUST00000092215	1441965_at
ENSMUSG00000036168	ENSMUST00000092215	1438569_at
ENSMUSG00000036168	ENSMUST00000132214	1441965_at
ENSMUSG00000056531	ENSMUST00000047677	1453600_at
ENSMUSG00000056531	ENSMUST00000200463	1432113_at
ENSMUSG00000056531	ENSMUST00000200463	1454121_x_at
ENSMUSG00000020834	ENSMUST00000021187	1452902_at
ENSMUSG00000020834	ENSMUST00000144028	1452902_at
ENSMUSG00000020834	ENSMUST00000122342	1452902_at
ENSMUSG00000117827	ENSMUST00000236136	1458422_at
ENSMUSG00000035202	ENSMUST00000038863	1439225_at
ENSMUSG00000035202	ENSMUST00000038863	1435682_at
ENSMUSG00000035202	ENSMUST00000217116	1439225_at
ENSMUSG00000035202	ENSMUST00000217116	1435682_at
ENSMUSG00000035202	ENSMUST00000215464	1443672_at
ENSMUSG00000035202	ENSMUST00000213711	1435682_at
ENSMUSG00000035202	ENSMUST00000215087	1435682_at
ENSMUSG00000112287	ENSMUST00000219397	1443026_at
ENSMUSG00000036435	ENSMUST00000150829	1446105_at
ENSMUSG00000036435	ENSMUST00000137018	1446105_at
ENSMUSG00000015653	ENSMUST00000115426	1438773_at
ENSMUSG00000015653	ENSMUST00000115426	1428636_at
ENSMUSG00000015653	ENSMUST00000115426	1446071_at
ENSMUSG00000015653	ENSMUST00000115426	1444290_at
ENSMUSG00000015653	ENSMUST00000115426	1442359_at
ENSMUSG00000015653	ENSMUST00000115427	1444290_at
ENSMUSG00000015653	ENSMUST00000115425	1438773_at
ENSMUSG00000015653	ENSMUST00000115425	1428636_at
ENSMUSG00000015653	ENSMUST00000115425	1446071_at
ENSMUSG00000015653	ENSMUST00000115425	1442359_at
ENSMUSG00000015653	ENSMUST00000015797	1438773_at
ENSMUSG00000015653	ENSMUST00000015797	1428636_at
ENSMUSG00000015653	ENSMUST00000015797	1446071_at
ENSMUSG00000015653	ENSMUST00000149412	1438773_at
ENSMUSG00000015653	ENSMUST00000149412	1428636_at
ENSMUSG00000015653	ENSMUST00000149412	1446071_at
ENSMUSG00000015653	ENSMUST00000115424	1438773_at
ENSMUSG00000015653	ENSMUST00000115424	1428636_at
ENSMUSG00000015653	ENSMUST00000115424	1446071_at
ENSMUSG00000015653	ENSMUST00000148333	1428636_at
ENSMUSG00000015653	ENSMUST00000164219	1438773_at
ENSMUSG00000015653	ENSMUST00000164219	1428636_at
ENSMUSG00000015653	ENSMUST00000164219	1446071_at
ENSMUSG00000015653	ENSMUST00000164219	1444290_at
ENSMUSG00000015653	ENSMUST00000164219	1442359_at
ENSMUSG00000037791	ENSMUST00000108360	1453579_at
ENSMUSG00000037791	ENSMUST00000049167	1453579_at
ENSMUSG00000074502	ENSMUST00000164441	1439670_at
ENSMUSG00000074502	ENSMUST00000169398	1439670_at
ENSMUSG00000074502	ENSMUST00000098973	1439670_at
ENSMUSG00000074384	ENSMUST00000098825	1455199_at
ENSMUSG00000003382	ENSMUST00000117293	1456358_at
ENSMUSG00000003382	ENSMUST00000152010	1456358_at
ENSMUSG00000038009	ENSMUST00000146173	1429773_at
ENSMUSG00000038009	ENSMUST00000061295	1429773_at
ENSMUSG00000038009	ENSMUST00000061295	1460468_s_at
ENSMUSG00000097648	ENSMUST00000180837	1454220_at
ENSMUSG00000047508	ENSMUST00000213777	1459988_at
ENSMUSG00000047508	ENSMUST00000051008	1459988_at
ENSMUSG00000085418	ENSMUST00000126965	1432315_at
ENSMUSG00000085418	ENSMUST00000135940	1454160_at
ENSMUSG00000097699	ENSMUST00000181717	1429182_at
ENSMUSG00000035285	ENSMUST00000207506	1435961_at
ENSMUSG00000035285	ENSMUST00000047309	1419787_a_at
ENSMUSG00000035285	ENSMUST00000047309	1435961_at
ENSMUSG00000035285	ENSMUST00000207527	1435961_at
ENSMUSG00000035285	ENSMUST00000207687	1435961_at
ENSMUSG00000035285	ENSMUST00000208754	1435961_at
ENSMUSG00000020018	ENSMUST00000020203	1428672_at
ENSMUSG00000075585	ENSMUST00000187923	1453087_at
ENSMUSG00000075585	ENSMUST00000187923	1439581_at
ENSMUSG00000075585	ENSMUST00000100518	1453087_at
ENSMUSG00000075585	ENSMUST00000100518	1439581_at
ENSMUSG00000078686	ENSMUST00000127151	1430893_at
ENSMUSG00000078686	ENSMUST00000137025	1430893_at
ENSMUSG00000078686	ENSMUST00000137025	1434110_x_at
ENSMUSG00000078686	ENSMUST00000107506	1434110_x_at
ENSMUSG00000078686	ENSMUST00000132829	1434110_x_at
ENSMUSG00000078686	ENSMUST00000122177	1434110_x_at
ENSMUSG00000078686	ENSMUST00000132461	1430893_at
ENSMUSG00000078686	ENSMUST00000132461	1434110_x_at
ENSMUSG00000037533	ENSMUST00000102743	1443878_at
ENSMUSG00000037533	ENSMUST00000102743	1434509_at
ENSMUSG00000037533	ENSMUST00000102743	1443877_a_at
ENSMUSG00000037533	ENSMUST00000101206	1443878_at
ENSMUSG00000037533	ENSMUST00000101206	1443877_a_at
ENSMUSG00000037533	ENSMUST00000207429	1443878_at
ENSMUSG00000037533	ENSMUST00000207429	1443877_a_at
ENSMUSG00000037533	ENSMUST00000149372	1443878_at
ENSMUSG00000037533	ENSMUST00000218995	1438828_at
ENSMUSG00000037533	ENSMUST00000218995	1443878_at
ENSMUSG00000037533	ENSMUST00000218995	1443877_a_at
ENSMUSG00000037533	ENSMUST00000220269	1438828_at
ENSMUSG00000037533	ENSMUST00000220269	1443878_at
ENSMUSG00000037533	ENSMUST00000220269	1443877_a_at
ENSMUSG00000037533	ENSMUST00000094536	1443878_at
ENSMUSG00000037533	ENSMUST00000094536	1443877_a_at
ENSMUSG00000037533	ENSMUST00000108894	1443878_at
ENSMUSG00000037533	ENSMUST00000108894	1443877_a_at
ENSMUSG00000037533	ENSMUST00000239168	1443878_at
ENSMUSG00000037533	ENSMUST00000239168	1434509_at
ENSMUSG00000037533	ENSMUST00000239168	1443877_a_at
ENSMUSG00000055937	ENSMUST00000006963	1430132_at
ENSMUSG00000097407	ENSMUST00000181835	1431908_at
ENSMUSG00000021115	ENSMUST00000085026	1458951_at
ENSMUSG00000096446	ENSMUST00000168165	1440815_x_at
ENSMUSG00000055538	ENSMUST00000069180	1428431_at
ENSMUSG00000055538	ENSMUST00000069180	1428432_at
ENSMUSG00000055538	ENSMUST00000184642	1428431_at
ENSMUSG00000055538	ENSMUST00000184642	1428432_at
ENSMUSG00000109764	ENSMUST00000026907	1440993_at
ENSMUSG00000051079	ENSMUST00000052375	1442263_at
ENSMUSG00000051079	ENSMUST00000111941	1442263_at
ENSMUSG00000116755	ENSMUST00000232155	1458647_at
ENSMUSG00000100119	ENSMUST00000190204	1431912_at
ENSMUSG00000014177	ENSMUST00000014321	1452953_at
ENSMUSG00000047747	ENSMUST00000078525	1429097_at
ENSMUSG00000085171	ENSMUST00000125170	1439761_x_at
ENSMUSG00000085171	ENSMUST00000151170	1439761_x_at
ENSMUSG00000050762	ENSMUST00000059482	1440686_at
ENSMUSG00000019815	ENSMUST00000019954	1454181_at
ENSMUSG00000019815	ENSMUST00000219970	1454181_at
ENSMUSG00000030968	ENSMUST00000033267	1431867_a_at
ENSMUSG00000030968	ENSMUST00000033267	1454033_at
ENSMUSG00000030329	ENSMUST00000032479	1442066_at
ENSMUSG00000030329	ENSMUST00000032479	1455215_at
ENSMUSG00000030329	ENSMUST00000162000	1442066_at
ENSMUSG00000030329	ENSMUST00000162000	1455215_at
ENSMUSG00000030329	ENSMUST00000162170	1442066_at
ENSMUSG00000030329	ENSMUST00000162170	1455215_at
ENSMUSG00000030329	ENSMUST00000160704	1442066_at
ENSMUSG00000030329	ENSMUST00000160666	1442066_at
ENSMUSG00000030329	ENSMUST00000160666	1455215_at
ENSMUSG00000097760	ENSMUST00000188203	1454391_at
ENSMUSG00000031709	ENSMUST00000034145	1455015_at
ENSMUSG00000031709	ENSMUST00000034145	1431253_s_at
ENSMUSG00000031709	ENSMUST00000093393	1455015_at
ENSMUSG00000031709	ENSMUST00000093393	1431253_s_at
ENSMUSG00000031709	ENSMUST00000142673	1455015_at
ENSMUSG00000031709	ENSMUST00000142673	1431253_s_at
ENSMUSG00000021770	ENSMUST00000144061	1453730_at
ENSMUSG00000021770	ENSMUST00000119430	1453730_at
ENSMUSG00000021770	ENSMUST00000119430	1458408_at
ENSMUSG00000021770	ENSMUST00000142023	1453730_at
ENSMUSG00000071454	ENSMUST00000168806	1445329_at
ENSMUSG00000036362	ENSMUST00000040622	1428700_at
ENSMUSG00000030972	ENSMUST00000066465	1437662_at
ENSMUSG00000030972	ENSMUST00000207307	1437662_at
ENSMUSG00000030972	ENSMUST00000207440	1437662_at
ENSMUSG00000030972	ENSMUST00000207381	1437662_at
ENSMUSG00000015994	ENSMUST00000016138	1447904_s_at
ENSMUSG00000015994	ENSMUST00000209860	1447904_s_at
ENSMUSG00000015994	ENSMUST00000211718	1447904_s_at
ENSMUSG00000015994	ENSMUST00000209664	1447904_s_at
ENSMUSG00000015994	ENSMUST00000209247	1447904_s_at
ENSMUSG00000115725	ENSMUST00000227169	1453952_at
ENSMUSG00000115725	ENSMUST00000227361	1453952_at
ENSMUSG00000059834	ENSMUST00000026866	1455608_at
ENSMUSG00000059834	ENSMUST00000146125	1455608_at
ENSMUSG00000059834	ENSMUST00000148769	1455608_at
ENSMUSG00000059834	ENSMUST00000142908	1455608_at
ENSMUSG00000062627	ENSMUST00000075872	1437202_at
ENSMUSG00000062627	ENSMUST00000124820	1437202_at
ENSMUSG00000062627	ENSMUST00000149954	1460159_at
ENSMUSG00000062627	ENSMUST00000134730	1460159_at
ENSMUSG00000062627	ENSMUST00000155935	1460159_at
ENSMUSG00000062627	ENSMUST00000132758	1460159_at
ENSMUSG00000032101	ENSMUST00000034612	1443290_at
ENSMUSG00000029298	ENSMUST00000031238	1438027_at
ENSMUSG00000029298	ENSMUST00000196820	1438027_at
ENSMUSG00000095105	ENSMUST00000179308	1437800_at
ENSMUSG00000095105	ENSMUST00000179308	1440162_x_at
ENSMUSG00000048655	ENSMUST00000052904	1446645_at
ENSMUSG00000111938	ENSMUST00000218374	1431588_at
ENSMUSG00000033676	ENSMUST00000085240	1435021_at
ENSMUSG00000033676	ENSMUST00000196198	1435021_at
ENSMUSG00000033676	ENSMUST00000039697	1435021_at
ENSMUSG00000029685	ENSMUST00000117688	1439836_at
ENSMUSG00000086135	ENSMUST00000154037	1459025_at
ENSMUSG00000086135	ENSMUST00000126577	1459025_at
ENSMUSG00000020570	ENSMUST00000076698	1435082_at
ENSMUSG00000020570	ENSMUST00000076698	1435081_at
ENSMUSG00000020570	ENSMUST00000020885	1435082_at
ENSMUSG00000020570	ENSMUST00000131562	1445158_at
ENSMUSG00000020570	ENSMUST00000139339	1445158_at
ENSMUSG00000086827	ENSMUST00000133622	1453889_at
ENSMUSG00000035279	ENSMUST00000057612	1439529_at
ENSMUSG00000035279	ENSMUST00000207310	1439529_at
ENSMUSG00000045291	ENSMUST00000204830	1458461_at
ENSMUSG00000045291	ENSMUST00000204830	1433458_at
ENSMUSG00000045291	ENSMUST00000203392	1458461_at
ENSMUSG00000045291	ENSMUST00000203392	1433458_at
ENSMUSG00000045291	ENSMUST00000058713	1458461_at
ENSMUSG00000045291	ENSMUST00000058713	1433458_at
ENSMUSG00000078683	ENSMUST00000135953	1434110_x_at
ENSMUSG00000078683	ENSMUST00000107499	1434110_x_at
ENSMUSG00000053153	ENSMUST00000187159	1431732_at
ENSMUSG00000053153	ENSMUST00000190833	1431732_at
ENSMUSG00000053153	ENSMUST00000065425	1429838_at
ENSMUSG00000053153	ENSMUST00000113940	1441708_at
ENSMUSG00000053153	ENSMUST00000161310	1429838_at
ENSMUSG00000053153	ENSMUST00000191569	1431958_at
ENSMUSG00000027692	ENSMUST00000160934	1455256_at
ENSMUSG00000027692	ENSMUST00000160934	1458403_at
ENSMUSG00000027692	ENSMUST00000160934	1430579_at
ENSMUSG00000027692	ENSMUST00000159236	1455256_at
ENSMUSG00000027692	ENSMUST00000159236	1458403_at
ENSMUSG00000027692	ENSMUST00000159236	1430579_at
ENSMUSG00000027692	ENSMUST00000161214	1429870_at
ENSMUSG00000027692	ENSMUST00000162037	1430579_at
ENSMUSG00000027692	ENSMUST00000160307	1430579_at
ENSMUSG00000027692	ENSMUST00000159680	1430579_at
ENSMUSG00000027692	ENSMUST00000160518	1430579_at
ENSMUSG00000027692	ENSMUST00000162485	1430579_at
ENSMUSG00000027692	ENSMUST00000159308	1430579_at
ENSMUSG00000027692	ENSMUST00000162777	1430579_at
ENSMUSG00000027692	ENSMUST00000161964	1430579_at
ENSMUSG00000027692	ENSMUST00000159733	1430579_at
ENSMUSG00000027692	ENSMUST00000192205	1455256_at
ENSMUSG00000105945	ENSMUST00000199951	1459206_at
ENSMUSG00000050765	ENSMUST00000224064	1459259_at
ENSMUSG00000040423	ENSMUST00000239200	1434933_at
ENSMUSG00000040423	ENSMUST00000161609	1434933_at
ENSMUSG00000039987	ENSMUST00000118174	1437637_at
ENSMUSG00000039987	ENSMUST00000153194	1437637_at
ENSMUSG00000039987	ENSMUST00000140147	1444559_at
ENSMUSG00000031129	ENSMUST00000033463	1437488_at
ENSMUSG00000031129	ENSMUST00000033463	1433719_at
ENSMUSG00000031129	ENSMUST00000162870	1447149_at
ENSMUSG00000031129	ENSMUST00000162329	1454053_at
ENSMUSG00000052485	ENSMUST00000064347	1456284_at
ENSMUSG00000040022	ENSMUST00000171986	1434948_at
ENSMUSG00000040022	ENSMUST00000171986	1432028_at
ENSMUSG00000040022	ENSMUST00000171986	1455169_at
ENSMUSG00000040022	ENSMUST00000051996	1434948_at
ENSMUSG00000040022	ENSMUST00000051996	1432028_at
ENSMUSG00000040022	ENSMUST00000051996	1455169_at
ENSMUSG00000040022	ENSMUST00000170819	1432028_at
ENSMUSG00000087370	ENSMUST00000129449	1434556_at
ENSMUSG00000015120	ENSMUST00000174216	1429545_at
ENSMUSG00000015120	ENSMUST00000172868	1453189_at
ENSMUSG00000015120	ENSMUST00000172868	1429545_at
ENSMUSG00000070695	ENSMUST00000043725	1457733_at
ENSMUSG00000022249	ENSMUST00000022857	1431902_at
ENSMUSG00000087437	ENSMUST00000138795	1439280_at
ENSMUSG00000087437	ENSMUST00000151696	1439280_at
ENSMUSG00000109941	ENSMUST00000210390	1435544_at
ENSMUSG00000031960	ENSMUST00000034441	1435544_at
ENSMUSG00000091408	ENSMUST00000178117	1452791_at
ENSMUSG00000113466	ENSMUST00000221977	1459671_at
ENSMUSG00000055078	ENSMUST00000068456	1433602_at
ENSMUSG00000055078	ENSMUST00000206382	1433602_at
ENSMUSG00000055078	ENSMUST00000206734	1433602_at
ENSMUSG00000053117	ENSMUST00000065383	1440000_at
ENSMUSG00000053117	ENSMUST00000235893	1440000_at
ENSMUSG00000045348	ENSMUST00000118326	1439770_at
ENSMUSG00000045348	ENSMUST00000061789	1439770_at
ENSMUSG00000045348	ENSMUST00000212152	1439770_at
ENSMUSG00000025195	ENSMUST00000212396	1431244_s_at
ENSMUSG00000025195	ENSMUST00000212592	1431244_s_at
ENSMUSG00000025195	ENSMUST00000212048	1431244_s_at
ENSMUSG00000025195	ENSMUST00000212032	1431244_s_at
ENSMUSG00000025195	ENSMUST00000212157	1433405_at
ENSMUSG00000025195	ENSMUST00000212157	1442606_at
ENSMUSG00000025195	ENSMUST00000026209	1431244_s_at
ENSMUSG00000033350	ENSMUST00000036267	1460070_at
ENSMUSG00000115935	ENSMUST00000229754	1454563_at
ENSMUSG00000103755	ENSMUST00000192612	1442234_at
ENSMUSG00000075431	ENSMUST00000130963	1442838_at
ENSMUSG00000116167	ENSMUST00000231164	1432292_at
ENSMUSG00000085873	ENSMUST00000154561	1435819_at
ENSMUSG00000085873	ENSMUST00000150239	1435819_at
ENSMUSG00000022350	ENSMUST00000227725	1434132_at
ENSMUSG00000022350	ENSMUST00000022976	1434132_at
ENSMUSG00000027599	ENSMUST00000029125	1446369_at
ENSMUSG00000027599	ENSMUST00000029125	1415719_s_at
ENSMUSG00000095098	ENSMUST00000179549	1435589_at
ENSMUSG00000095098	ENSMUST00000236881	1435589_at
ENSMUSG00000062391	ENSMUST00000148405	1443274_at
ENSMUSG00000062391	ENSMUST00000141088	1443274_at
ENSMUSG00000022792	ENSMUST00000159962	1430134_a_at
ENSMUSG00000022792	ENSMUST00000161191	1430134_a_at
ENSMUSG00000022792	ENSMUST00000059955	1430134_a_at
ENSMUSG00000022792	ENSMUST00000159683	1430134_a_at
ENSMUSG00000022792	ENSMUST00000159583	1430134_a_at
ENSMUSG00000022792	ENSMUST00000162734	1430134_a_at
ENSMUSG00000094151	ENSMUST00000168619	1430323_at
ENSMUSG00000094151	ENSMUST00000168619	1430324_x_at
ENSMUSG00000037579	ENSMUST00000041415	1445805_x_at
ENSMUSG00000037579	ENSMUST00000041415	1459107_at
ENSMUSG00000037579	ENSMUST00000230552	1445805_x_at
ENSMUSG00000037579	ENSMUST00000230552	1459107_at
ENSMUSG00000037579	ENSMUST00000230552	1431690_at
ENSMUSG00000041161	ENSMUST00000097830	1430046_at
ENSMUSG00000039396	ENSMUST00000130656	1440633_at
ENSMUSG00000090634	ENSMUST00000169587	1440815_x_at
ENSMUSG00000025243	ENSMUST00000026273	1436667_at
ENSMUSG00000025243	ENSMUST00000166800	1436667_at
ENSMUSG00000025243	ENSMUST00000171122	1436667_at
ENSMUSG00000025243	ENSMUST00000168824	1436667_at
ENSMUSG00000040124	ENSMUST00000045138	1436745_at
ENSMUSG00000040124	ENSMUST00000045138	1458365_at
ENSMUSG00000040124	ENSMUST00000186402	1436745_at
ENSMUSG00000040124	ENSMUST00000186402	1458365_at
ENSMUSG00000026771	ENSMUST00000132484	1429121_at
ENSMUSG00000026771	ENSMUST00000132484	1435274_at
ENSMUSG00000026771	ENSMUST00000028110	1429121_at
ENSMUSG00000026771	ENSMUST00000132827	1429121_at
ENSMUSG00000026771	ENSMUST00000195415	1429121_at
ENSMUSG00000022898	ENSMUST00000023615	1415745_a_at
ENSMUSG00000016239	ENSMUST00000016383	1429863_at
ENSMUSG00000035107	ENSMUST00000046663	1437635_at
ENSMUSG00000054258	ENSMUST00000221920	1446469_at
ENSMUSG00000054258	ENSMUST00000221546	1446469_at
ENSMUSG00000054258	ENSMUST00000067176	1446469_at
ENSMUSG00000028479	ENSMUST00000030201	1455583_at
ENSMUSG00000078680	ENSMUST00000148302	1430893_at
ENSMUSG00000078680	ENSMUST00000148302	1434110_x_at
ENSMUSG00000021057	ENSMUST00000095610	1436142_at
ENSMUSG00000021057	ENSMUST00000095610	1447301_at
ENSMUSG00000021057	ENSMUST00000172992	1447301_at
ENSMUSG00000021057	ENSMUST00000154078	1436142_at
ENSMUSG00000021057	ENSMUST00000154078	1447301_at
ENSMUSG00000100599	ENSMUST00000231167	1444789_at
ENSMUSG00000035840	ENSMUST00000224300	1434174_at
ENSMUSG00000035840	ENSMUST00000049055	1434174_at
ENSMUSG00000024165	ENSMUST00000024981	1433696_at
ENSMUSG00000024165	ENSMUST00000232978	1433696_at
ENSMUSG00000053930	ENSMUST00000134562	1455919_at
ENSMUSG00000053930	ENSMUST00000123454	1441785_at
ENSMUSG00000053930	ENSMUST00000123454	1455512_at
ENSMUSG00000052563	ENSMUST00000117859	1439782_s_at
ENSMUSG00000052563	ENSMUST00000117859	1439781_at
ENSMUSG00000052563	ENSMUST00000064493	1439782_s_at
ENSMUSG00000052563	ENSMUST00000064493	1439781_at
ENSMUSG00000050555	ENSMUST00000115110	1431315_at
ENSMUSG00000020546	ENSMUST00000143203	1455706_at
ENSMUSG00000020546	ENSMUST00000123260	1442267_at
ENSMUSG00000039540	ENSMUST00000044829	1431479_at
ENSMUSG00000039540	ENSMUST00000234337	1431479_at
ENSMUSG00000056752	ENSMUST00000080665	1457401_at
ENSMUSG00000056752	ENSMUST00000152386	1457401_at
ENSMUSG00000056752	ENSMUST00000142836	1442412_at
ENSMUSG00000022747	ENSMUST00000137850	1454246_at
ENSMUSG00000022747	ENSMUST00000145283	1454246_at
ENSMUSG00000022747	ENSMUST00000232391	1454246_at
ENSMUSG00000113640	ENSMUST00000038411	1430327_at
ENSMUSG00000113640	ENSMUST00000221960	1430327_at
ENSMUSG00000113640	ENSMUST00000221670	1430327_at
ENSMUSG00000112096	ENSMUST00000220077	1458664_at
ENSMUSG00000039367	ENSMUST00000224718	1430250_at
ENSMUSG00000039367	ENSMUST00000224963	1430250_at
