Gene stable ID	Transcript stable ID	AFFY MG U74Bv2 probe
ENSMUSG00000037896	ENSMUST00000116388	111311_at
ENSMUSG00000036242	ENSMUST00000036972	163970_s_at
ENSMUSG00000036242	ENSMUST00000118129	163970_s_at
ENSMUSG00000030774	ENSMUST00000205757	108920_at
ENSMUSG00000030774	ENSMUST00000206984	111264_at
ENSMUSG00000030774	ENSMUST00000206984	115874_at
ENSMUSG00000030774	ENSMUST00000206984	108920_at
ENSMUSG00000030774	ENSMUST00000206351	164249_at
ENSMUSG00000030774	ENSMUST00000033040	111264_at
ENSMUSG00000030774	ENSMUST00000033040	115874_at
ENSMUSG00000030774	ENSMUST00000156637	111264_at
ENSMUSG00000030774	ENSMUST00000156637	115874_at
ENSMUSG00000030774	ENSMUST00000207017	111264_at
ENSMUSG00000030774	ENSMUST00000207017	115874_at
ENSMUSG00000117975	ENSMUST00000095998	162768_at
ENSMUSG00000117975	ENSMUST00000095998	109703_at
ENSMUSG00000117975	ENSMUST00000237029	109703_at
ENSMUSG00000032577	ENSMUST00000035194	105428_at
ENSMUSG00000032577	ENSMUST00000035194	114780_at
ENSMUSG00000032577	ENSMUST00000143487	105428_at
ENSMUSG00000032577	ENSMUST00000143487	114780_at
ENSMUSG00000032577	ENSMUST00000128175	114780_at
ENSMUSG00000032577	ENSMUST00000192054	105428_at
ENSMUSG00000032577	ENSMUST00000155860	105428_at
ENSMUSG00000032577	ENSMUST00000141596	105428_at
ENSMUSG00000019907	ENSMUST00000219263	116636_at
ENSMUSG00000019907	ENSMUST00000219263	111526_at
ENSMUSG00000019907	ENSMUST00000070663	163203_at
ENSMUSG00000019907	ENSMUST00000070663	116636_at
ENSMUSG00000019907	ENSMUST00000070663	111526_at
ENSMUSG00000019907	ENSMUST00000219759	163203_at
ENSMUSG00000019907	ENSMUST00000219759	111526_at
ENSMUSG00000019907	ENSMUST00000219759	107526_at
ENSMUSG00000019907	ENSMUST00000218161	163203_at
ENSMUSG00000019907	ENSMUST00000218161	111526_at
ENSMUSG00000019907	ENSMUST00000218161	107526_at
ENSMUSG00000019907	ENSMUST00000219653	111526_at
ENSMUSG00000019907	ENSMUST00000219559	111526_at
ENSMUSG00000097942	ENSMUST00000182894	105445_at
ENSMUSG00000031921	ENSMUST00000133925	108933_at
ENSMUSG00000031921	ENSMUST00000142616	108933_at
ENSMUSG00000031921	ENSMUST00000068388	108933_at
ENSMUSG00000031921	ENSMUST00000116425	108303_at
ENSMUSG00000031921	ENSMUST00000141205	108303_at
ENSMUSG00000031921	ENSMUST00000068421	108933_at
ENSMUSG00000021646	ENSMUST00000221034	107100_at
ENSMUSG00000021646	ENSMUST00000222083	107100_at
ENSMUSG00000021646	ENSMUST00000022148	107100_at
ENSMUSG00000015224	ENSMUST00000055693	112213_at
ENSMUSG00000049755	ENSMUST00000057836	162876_at
ENSMUSG00000049755	ENSMUST00000108829	162876_at
ENSMUSG00000049755	ENSMUST00000064786	162876_at
ENSMUSG00000051335	ENSMUST00000055341	116412_r_at
ENSMUSG00000051335	ENSMUST00000055341	105674_at
ENSMUSG00000051335	ENSMUST00000055341	116411_f_at
ENSMUSG00000104814	ENSMUST00000196287	110521_at
ENSMUSG00000055320	ENSMUST00000059768	163229_at
ENSMUSG00000055320	ENSMUST00000172065	105658_at
ENSMUSG00000055320	ENSMUST00000172065	116415_at
ENSMUSG00000055320	ENSMUST00000168328	105658_at
ENSMUSG00000055320	ENSMUST00000168328	116415_at
ENSMUSG00000055320	ENSMUST00000210510	105658_at
ENSMUSG00000055320	ENSMUST00000210510	116415_at
ENSMUSG00000055320	ENSMUST00000239442	163229_at
ENSMUSG00000055320	ENSMUST00000239404	163229_at
ENSMUSG00000055320	ENSMUST00000069256	163229_at
ENSMUSG00000029439	ENSMUST00000053737	162872_at
ENSMUSG00000029439	ENSMUST00000053737	112271_at
ENSMUSG00000029439	ENSMUST00000196698	162872_at
ENSMUSG00000029439	ENSMUST00000196698	112271_at
ENSMUSG00000029439	ENSMUST00000199887	162998_at
ENSMUSG00000029439	ENSMUST00000199887	112271_at
ENSMUSG00000029439	ENSMUST00000199925	162872_at
ENSMUSG00000029439	ENSMUST00000199925	162998_at
ENSMUSG00000029439	ENSMUST00000199925	112271_at
ENSMUSG00000029439	ENSMUST00000200500	112271_at
ENSMUSG00000029439	ENSMUST00000198423	162998_at
ENSMUSG00000029439	ENSMUST00000198423	112271_at
ENSMUSG00000029439	ENSMUST00000198836	162998_at
ENSMUSG00000029439	ENSMUST00000198836	112271_at
ENSMUSG00000029439	ENSMUST00000200662	112271_at
ENSMUSG00000029439	ENSMUST00000198266	162872_at
ENSMUSG00000029439	ENSMUST00000199692	162872_at
ENSMUSG00000029439	ENSMUST00000195961	162872_at
ENSMUSG00000029439	ENSMUST00000196873	162872_at
ENSMUSG00000030400	ENSMUST00000129291	105271_at
ENSMUSG00000041992	ENSMUST00000109691	115004_at
ENSMUSG00000041992	ENSMUST00000109691	115089_at
ENSMUSG00000041992	ENSMUST00000222105	115089_at
ENSMUSG00000041992	ENSMUST00000222185	115004_at
ENSMUSG00000041992	ENSMUST00000222185	115089_at
ENSMUSG00000063646	ENSMUST00000043794	163526_at
ENSMUSG00000063646	ENSMUST00000121010	163526_at
ENSMUSG00000063646	ENSMUST00000174629	163526_at
ENSMUSG00000063646	ENSMUST00000212047	163526_at
ENSMUSG00000063646	ENSMUST00000126527	163526_at
ENSMUSG00000032579	ENSMUST00000035196	163677_at
ENSMUSG00000032579	ENSMUST00000148165	163677_at
ENSMUSG00000032579	ENSMUST00000194260	163677_at
ENSMUSG00000032579	ENSMUST00000118051	163677_at
ENSMUSG00000032579	ENSMUST00000194735	163677_at
ENSMUSG00000039850	ENSMUST00000106244	163873_at
ENSMUSG00000039850	ENSMUST00000143817	163873_at
ENSMUSG00000039850	ENSMUST00000106245	163873_at
ENSMUSG00000041849	ENSMUST00000118365	116036_at
ENSMUSG00000024026	ENSMUST00000236335	114026_at
ENSMUSG00000024026	ENSMUST00000235873	114026_at
ENSMUSG00000024026	ENSMUST00000024823	114026_at
ENSMUSG00000037977	ENSMUST00000135520	108945_g_at
ENSMUSG00000078435	ENSMUST00000201286	113480_at
ENSMUSG00000078435	ENSMUST00000105314	113480_at
ENSMUSG00000000194	ENSMUST00000056433	116781_at
ENSMUSG00000000194	ENSMUST00000056433	115562_at
ENSMUSG00000000194	ENSMUST00000169333	115562_at
ENSMUSG00000108218	ENSMUST00000203403	105325_at
ENSMUSG00000108218	ENSMUST00000121007	105325_at
ENSMUSG00000030327	ENSMUST00000032477	107826_at
ENSMUSG00000030327	ENSMUST00000203394	107826_at
ENSMUSG00000030327	ENSMUST00000203476	107826_at
ENSMUSG00000060121	ENSMUST00000021379	115873_at
ENSMUSG00000060121	ENSMUST00000182188	115873_at
ENSMUSG00000060121	ENSMUST00000182710	115873_at
ENSMUSG00000117286	ENSMUST00000232332	163526_at
ENSMUSG00000029415	ENSMUST00000031364	111096_at
ENSMUSG00000029415	ENSMUST00000201143	111096_at
ENSMUSG00000035614	ENSMUST00000066296	110446_at
ENSMUSG00000035614	ENSMUST00000223166	110446_at
ENSMUSG00000035614	ENSMUST00000222473	110446_at
ENSMUSG00000035614	ENSMUST00000222425	110446_at
ENSMUSG00000009569	ENSMUST00000009713	115525_at
ENSMUSG00000009569	ENSMUST00000149359	115525_at
ENSMUSG00000048578	ENSMUST00000112121	107921_at
ENSMUSG00000048578	ENSMUST00000112121	106483_at
ENSMUSG00000048578	ENSMUST00000112121	105584_at
ENSMUSG00000048578	ENSMUST00000124678	107921_at
ENSMUSG00000030316	ENSMUST00000144445	116499_at
ENSMUSG00000085989	ENSMUST00000156744	110415_f_at
ENSMUSG00000058318	ENSMUST00000161067	116409_at
ENSMUSG00000058318	ENSMUST00000111293	113941_at
ENSMUSG00000058318	ENSMUST00000111293	116409_at
ENSMUSG00000058318	ENSMUST00000111291	113941_at
ENSMUSG00000058318	ENSMUST00000111291	116409_at
ENSMUSG00000058318	ENSMUST00000111292	113941_at
ENSMUSG00000058318	ENSMUST00000111292	116409_at
ENSMUSG00000058318	ENSMUST00000111294	113941_at
ENSMUSG00000058318	ENSMUST00000111294	116409_at
ENSMUSG00000058318	ENSMUST00000044036	113941_at
ENSMUSG00000058318	ENSMUST00000044036	116409_at
ENSMUSG00000058318	ENSMUST00000068702	113941_at
ENSMUSG00000058318	ENSMUST00000068702	116409_at
ENSMUSG00000058318	ENSMUST00000090586	113941_at
ENSMUSG00000058318	ENSMUST00000090586	116409_at
ENSMUSG00000058318	ENSMUST00000111290	113941_at
ENSMUSG00000058318	ENSMUST00000111290	116409_at
ENSMUSG00000058318	ENSMUST00000111297	113941_at
ENSMUSG00000058318	ENSMUST00000111297	116409_at
ENSMUSG00000032735	ENSMUST00000166783	162919_at
ENSMUSG00000032735	ENSMUST00000166783	112372_at
ENSMUSG00000032735	ENSMUST00000049378	162919_at
ENSMUSG00000032735	ENSMUST00000049378	112372_at
ENSMUSG00000008318	ENSMUST00000008462	116995_at
ENSMUSG00000008318	ENSMUST00000155413	116995_at
ENSMUSG00000087141	ENSMUST00000130481	117225_at
ENSMUSG00000087141	ENSMUST00000130481	117224_g_at
ENSMUSG00000087141	ENSMUST00000130481	117223_at
ENSMUSG00000044033	ENSMUST00000049544	114924_at
ENSMUSG00000044033	ENSMUST00000164114	114924_at
ENSMUSG00000044033	ENSMUST00000131660	114924_at
ENSMUSG00000075307	ENSMUST00000100050	111079_at
ENSMUSG00000027194	ENSMUST00000055081	107759_at
ENSMUSG00000027194	ENSMUST00000111237	107759_at
ENSMUSG00000027194	ENSMUST00000111238	107759_at
ENSMUSG00000041907	ENSMUST00000188621	107318_at
ENSMUSG00000041907	ENSMUST00000187998	107318_at
ENSMUSG00000117725	ENSMUST00000235695	107508_at
ENSMUSG00000117725	ENSMUST00000236802	107508_at
ENSMUSG00000040857	ENSMUST00000045847	113878_at
ENSMUSG00000001138	ENSMUST00000001166	107398_at
ENSMUSG00000001138	ENSMUST00000001166	111795_at
ENSMUSG00000001138	ENSMUST00000097776	107398_at
ENSMUSG00000001138	ENSMUST00000097776	111795_at
ENSMUSG00000001138	ENSMUST00000135100	107398_at
ENSMUSG00000001138	ENSMUST00000135100	111795_at
ENSMUSG00000086447	ENSMUST00000209682	115280_at
ENSMUSG00000086447	ENSMUST00000210632	115280_at
ENSMUSG00000086447	ENSMUST00000210726	115280_at
ENSMUSG00000086447	ENSMUST00000124622	115280_at
ENSMUSG00000039648	ENSMUST00000044038	110296_at
ENSMUSG00000039648	ENSMUST00000113662	110296_at
ENSMUSG00000039648	ENSMUST00000148555	110296_at
ENSMUSG00000039648	ENSMUST00000113661	110296_at
ENSMUSG00000039648	ENSMUST00000113663	110296_at
ENSMUSG00000039648	ENSMUST00000113659	110296_at
ENSMUSG00000039648	ENSMUST00000113660	110296_at
ENSMUSG00000028878	ENSMUST00000030696	106015_at
ENSMUSG00000028878	ENSMUST00000097856	106015_at
ENSMUSG00000030471	ENSMUST00000118927	163266_at
ENSMUSG00000020993	ENSMUST00000021380	112783_at
ENSMUSG00000020993	ENSMUST00000217660	112783_at
ENSMUSG00000020993	ENSMUST00000217873	112783_at
ENSMUSG00000020993	ENSMUST00000218686	112783_at
ENSMUSG00000020993	ENSMUST00000217863	112783_at
ENSMUSG00000020993	ENSMUST00000218799	112783_at
ENSMUSG00000020993	ENSMUST00000218150	112783_at
ENSMUSG00000024130	ENSMUST00000039013	116635_at
ENSMUSG00000024130	ENSMUST00000117337	116635_at
ENSMUSG00000024130	ENSMUST00000079594	116635_at
ENSMUSG00000034853	ENSMUST00000102762	116686_at
ENSMUSG00000039033	ENSMUST00000124949	113239_at
ENSMUSG00000002105	ENSMUST00000073575	113118_at
ENSMUSG00000002105	ENSMUST00000079976	113118_at
ENSMUSG00000002105	ENSMUST00000123685	113118_at
ENSMUSG00000002105	ENSMUST00000149430	113118_at
ENSMUSG00000002105	ENSMUST00000141328	113118_at
ENSMUSG00000001151	ENSMUST00000220395	107085_at
ENSMUSG00000001151	ENSMUST00000217838	107085_at
ENSMUSG00000001151	ENSMUST00000219011	107085_at
ENSMUSG00000001151	ENSMUST00000001179	107085_at
ENSMUSG00000001151	ENSMUST00000219243	107085_at
ENSMUSG00000001767	ENSMUST00000001818	114757_at
ENSMUSG00000040543	ENSMUST00000075258	114451_at
ENSMUSG00000040543	ENSMUST00000108508	114451_at
ENSMUSG00000018481	ENSMUST00000018625	111698_at
ENSMUSG00000018481	ENSMUST00000018625	111892_r_at
ENSMUSG00000046138	ENSMUST00000175726	112700_at
ENSMUSG00000046138	ENSMUST00000175726	112701_at
ENSMUSG00000046138	ENSMUST00000175764	112700_at
ENSMUSG00000046138	ENSMUST00000175764	112701_at
ENSMUSG00000046138	ENSMUST00000177155	112700_at
ENSMUSG00000055298	ENSMUST00000224224	162532_r_at
ENSMUSG00000055298	ENSMUST00000071526	162532_r_at
ENSMUSG00000045934	ENSMUST00000147245	106584_at
ENSMUSG00000045934	ENSMUST00000054356	106584_at
ENSMUSG00000045934	ENSMUST00000129925	106584_at
ENSMUSG00000045934	ENSMUST00000154955	106584_at
ENSMUSG00000045934	ENSMUST00000152763	106584_at
ENSMUSG00000045934	ENSMUST00000196004	106584_at
ENSMUSG00000073600	ENSMUST00000190196	113806_at
ENSMUSG00000073600	ENSMUST00000237307	113806_at
ENSMUSG00000073600	ENSMUST00000097619	113806_at
ENSMUSG00000028184	ENSMUST00000198139	113284_at
ENSMUSG00000028184	ENSMUST00000200216	113284_at
ENSMUSG00000028184	ENSMUST00000197567	113284_at
ENSMUSG00000028184	ENSMUST00000196526	113284_at
ENSMUSG00000028184	ENSMUST00000200543	113284_at
ENSMUSG00000028184	ENSMUST00000200154	113284_at
ENSMUSG00000028184	ENSMUST00000197925	113284_at
ENSMUSG00000028184	ENSMUST00000168352	113284_at
ENSMUSG00000028184	ENSMUST00000106128	113284_at
ENSMUSG00000024352	ENSMUST00000025209	112292_at
ENSMUSG00000024352	ENSMUST00000235760	112292_at
ENSMUSG00000024352	ENSMUST00000096573	112292_at
ENSMUSG00000024352	ENSMUST00000235803	112292_at
ENSMUSG00000024352	ENSMUST00000236971	112292_at
ENSMUSG00000024352	ENSMUST00000236574	112292_at
ENSMUSG00000020952	ENSMUST00000021335	114345_at
ENSMUSG00000020952	ENSMUST00000219686	114345_at
ENSMUSG00000020952	ENSMUST00000218138	114345_at
ENSMUSG00000036214	ENSMUST00000040177	111023_at
ENSMUSG00000036214	ENSMUST00000172672	111023_at
ENSMUSG00000036214	ENSMUST00000173814	111023_at
ENSMUSG00000036214	ENSMUST00000209623	111023_at
ENSMUSG00000081179	ENSMUST00000121031	110013_r_at
ENSMUSG00000078495	ENSMUST00000122309	106957_f_at
ENSMUSG00000078495	ENSMUST00000122309	105659_f_at
ENSMUSG00000078495	ENSMUST00000122309	106958_r_at
ENSMUSG00000078495	ENSMUST00000105734	106957_f_at
ENSMUSG00000078495	ENSMUST00000105734	105659_f_at
ENSMUSG00000078495	ENSMUST00000105734	106958_r_at
ENSMUSG00000029372	ENSMUST00000031319	113154_at
ENSMUSG00000093594	ENSMUST00000176201	105191_at
ENSMUSG00000071424	ENSMUST00000095852	112068_at
ENSMUSG00000043924	ENSMUST00000105858	115899_at
ENSMUSG00000043924	ENSMUST00000105859	115899_at
ENSMUSG00000043924	ENSMUST00000105860	115899_at
ENSMUSG00000043924	ENSMUST00000134717	115899_at
ENSMUSG00000043924	ENSMUST00000123632	115899_at
ENSMUSG00000043924	ENSMUST00000064481	115899_at
ENSMUSG00000010066	ENSMUST00000010210	113089_at
ENSMUSG00000010066	ENSMUST00000168532	113089_at
ENSMUSG00000010066	ENSMUST00000085092	113089_at
ENSMUSG00000010066	ENSMUST00000166799	113089_at
ENSMUSG00000010066	ENSMUST00000170737	113089_at
ENSMUSG00000010066	ENSMUST00000168959	113089_at
ENSMUSG00000010066	ENSMUST00000164988	113089_at
ENSMUSG00000027854	ENSMUST00000029447	116953_at
ENSMUSG00000027854	ENSMUST00000029447	114816_at
ENSMUSG00000027854	ENSMUST00000029447	113189_at
ENSMUSG00000027854	ENSMUST00000119450	113189_at
ENSMUSG00000027854	ENSMUST00000197601	113189_at
ENSMUSG00000024353	ENSMUST00000025211	111469_at
ENSMUSG00000024353	ENSMUST00000235707	111469_at
ENSMUSG00000024353	ENSMUST00000237462	111469_at
ENSMUSG00000021375	ENSMUST00000056978	109305_at
ENSMUSG00000021375	ENSMUST00000223881	109305_at
ENSMUSG00000021375	ENSMUST00000224756	109305_at
ENSMUSG00000021375	ENSMUST00000225591	109305_at
ENSMUSG00000021375	ENSMUST00000223856	109305_at
ENSMUSG00000021375	ENSMUST00000225904	109305_at
ENSMUSG00000036698	ENSMUST00000044113	114538_at
ENSMUSG00000036698	ENSMUST00000044113	114934_at
ENSMUSG00000036698	ENSMUST00000044113	111182_at
ENSMUSG00000036698	ENSMUST00000044113	108759_at
ENSMUSG00000074909	ENSMUST00000099525	110151_at
ENSMUSG00000034854	ENSMUST00000044844	112857_g_at
ENSMUSG00000034854	ENSMUST00000044844	112856_at
ENSMUSG00000034854	ENSMUST00000044844	112858_at
ENSMUSG00000117874	ENSMUST00000235292	111469_at
ENSMUSG00000117874	ENSMUST00000235292	112292_at
ENSMUSG00000057265	ENSMUST00000081828	163273_at
ENSMUSG00000035873	ENSMUST00000095313	164194_at
ENSMUSG00000035873	ENSMUST00000218332	164194_at
ENSMUSG00000005338	ENSMUST00000111220	105687_at
ENSMUSG00000005338	ENSMUST00000005470	105687_at
ENSMUSG00000005338	ENSMUST00000136540	105687_at
ENSMUSG00000097487	ENSMUST00000107252	112081_at
ENSMUSG00000097487	ENSMUST00000103102	112081_at
ENSMUSG00000020235	ENSMUST00000140901	106556_at
ENSMUSG00000020235	ENSMUST00000020457	106556_at
ENSMUSG00000020235	ENSMUST00000138343	106556_at
ENSMUSG00000020235	ENSMUST00000118812	106556_at
ENSMUSG00000020235	ENSMUST00000150824	106556_at
ENSMUSG00000098134	ENSMUST00000183146	106643_at
ENSMUSG00000057230	ENSMUST00000089519	116348_at
ENSMUSG00000057230	ENSMUST00000089519	110507_at
ENSMUSG00000057230	ENSMUST00000089519	105255_at
ENSMUSG00000057230	ENSMUST00000003710	116348_at
ENSMUSG00000057230	ENSMUST00000003710	110507_at
ENSMUSG00000057230	ENSMUST00000203647	110507_at
ENSMUSG00000105194	ENSMUST00000100598	163164_at
ENSMUSG00000105194	ENSMUST00000100598	111142_at
ENSMUSG00000026192	ENSMUST00000027384	112333_at
ENSMUSG00000026192	ENSMUST00000027384	163798_at
ENSMUSG00000026192	ENSMUST00000155769	163798_at
ENSMUSG00000009293	ENSMUST00000174510	109685_at
ENSMUSG00000009293	ENSMUST00000172813	109685_at
ENSMUSG00000009293	ENSMUST00000173360	109685_at
ENSMUSG00000035007	ENSMUST00000040561	114438_at
ENSMUSG00000026705	ENSMUST00000111611	113686_at
ENSMUSG00000026705	ENSMUST00000140905	113686_at
ENSMUSG00000026705	ENSMUST00000117467	113686_at
ENSMUSG00000026705	ENSMUST00000195584	113686_at
ENSMUSG00000048429	ENSMUST00000062125	116902_at
ENSMUSG00000048429	ENSMUST00000062125	111435_at
ENSMUSG00000073633	ENSMUST00000097672	162698_at
ENSMUSG00000073633	ENSMUST00000139562	162698_at
ENSMUSG00000073633	ENSMUST00000151737	162698_at
ENSMUSG00000073633	ENSMUST00000143656	162698_at
ENSMUSG00000031755	ENSMUST00000034206	111964_at
ENSMUSG00000031755	ENSMUST00000170208	111964_at
ENSMUSG00000059142	ENSMUST00000160457	104871_at
ENSMUSG00000059142	ENSMUST00000088696	104871_at
ENSMUSG00000059142	ENSMUST00000095615	104871_at
ENSMUSG00000037235	ENSMUST00000201189	113114_at
ENSMUSG00000037235	ENSMUST00000042701	113114_at
ENSMUSG00000029287	ENSMUST00000031224	113920_at
ENSMUSG00000029287	ENSMUST00000031224	114149_at
ENSMUSG00000019920	ENSMUST00000020078	112468_at
ENSMUSG00000019920	ENSMUST00000238939	112468_at
ENSMUSG00000019920	ENSMUST00000020077	112468_at
ENSMUSG00000019920	ENSMUST00000105468	112468_at
ENSMUSG00000019920	ENSMUST00000148799	112468_at
ENSMUSG00000026219	ENSMUST00000186465	116148_at
ENSMUSG00000026219	ENSMUST00000027421	116148_at
ENSMUSG00000031958	ENSMUST00000173909	114783_at
ENSMUSG00000031958	ENSMUST00000173909	107616_at
ENSMUSG00000031958	ENSMUST00000173521	114783_at
ENSMUSG00000031958	ENSMUST00000173521	107616_at
ENSMUSG00000031958	ENSMUST00000070004	114783_at
ENSMUSG00000031958	ENSMUST00000070004	107616_at
ENSMUSG00000013646	ENSMUST00000073128	109742_at
ENSMUSG00000013646	ENSMUST00000154278	109742_at
ENSMUSG00000013646	ENSMUST00000127119	109742_at
ENSMUSG00000013646	ENSMUST00000116376	109742_at
ENSMUSG00000028684	ENSMUST00000030446	164188_f_at
ENSMUSG00000028684	ENSMUST00000134598	164188_f_at
ENSMUSG00000028684	ENSMUST00000150370	164188_f_at
ENSMUSG00000028684	ENSMUST00000135164	164188_f_at
ENSMUSG00000028684	ENSMUST00000130273	164188_f_at
ENSMUSG00000097239	ENSMUST00000107257	112081_at
ENSMUSG00000053030	ENSMUST00000120429	163024_at
ENSMUSG00000053030	ENSMUST00000065216	163024_at
ENSMUSG00000053030	ENSMUST00000121825	163024_at
ENSMUSG00000039275	ENSMUST00000106113	107080_at
ENSMUSG00000054021	ENSMUST00000223194	115872_at
ENSMUSG00000054021	ENSMUST00000066804	115872_at
ENSMUSG00000048720	ENSMUST00000037302	106140_at
ENSMUSG00000048720	ENSMUST00000235558	106140_at
ENSMUSG00000047787	ENSMUST00000113383	108253_at
ENSMUSG00000036278	ENSMUST00000040261	116644_at
ENSMUSG00000020234	ENSMUST00000131736	114501_at
ENSMUSG00000020234	ENSMUST00000124512	114501_at
ENSMUSG00000020234	ENSMUST00000130762	114501_at
ENSMUSG00000025078	ENSMUST00000071423	114054_at
ENSMUSG00000025078	ENSMUST00000071423	163598_at
ENSMUSG00000025078	ENSMUST00000071423	163043_r_at
ENSMUSG00000033565	ENSMUST00000171751	162689_at
ENSMUSG00000033565	ENSMUST00000171751	163242_at
ENSMUSG00000033565	ENSMUST00000171751	111263_at
ENSMUSG00000033565	ENSMUST00000111581	162689_at
ENSMUSG00000033565	ENSMUST00000111581	111263_at
ENSMUSG00000033565	ENSMUST00000227314	163242_at
ENSMUSG00000033565	ENSMUST00000227930	163242_at
ENSMUSG00000033565	ENSMUST00000228087	163242_at
ENSMUSG00000033565	ENSMUST00000048145	163242_at
ENSMUSG00000033565	ENSMUST00000228253	163242_at
ENSMUSG00000033565	ENSMUST00000230194	163242_at
ENSMUSG00000033565	ENSMUST00000227533	163242_at
ENSMUSG00000033565	ENSMUST00000166610	162689_at
ENSMUSG00000033565	ENSMUST00000166610	163242_at
ENSMUSG00000033565	ENSMUST00000166610	111263_at
ENSMUSG00000063870	ENSMUST00000112392	108356_at
ENSMUSG00000063870	ENSMUST00000056889	108356_at
ENSMUSG00000063870	ENSMUST00000112390	108356_at
ENSMUSG00000063870	ENSMUST00000155261	108356_at
ENSMUSG00000027075	ENSMUST00000121114	162569_at
ENSMUSG00000027075	ENSMUST00000145004	162569_at
ENSMUSG00000027075	ENSMUST00000111624	162569_at
ENSMUSG00000027075	ENSMUST00000111625	162569_at
ENSMUSG00000027075	ENSMUST00000028469	162569_at
ENSMUSG00000048930	ENSMUST00000032410	113636_at
ENSMUSG00000048930	ENSMUST00000043333	113636_at
ENSMUSG00000048930	ENSMUST00000099118	113636_at
ENSMUSG00000048930	ENSMUST00000125414	113636_at
ENSMUSG00000090394	ENSMUST00000163892	113287_at
ENSMUSG00000090394	ENSMUST00000097513	113287_at
ENSMUSG00000021775	ENSMUST00000090543	107103_at
ENSMUSG00000029594	ENSMUST00000031590	164140_at
ENSMUSG00000029594	ENSMUST00000202777	164140_at
ENSMUSG00000029594	ENSMUST00000200841	164140_at
ENSMUSG00000029594	ENSMUST00000201105	164140_at
ENSMUSG00000029594	ENSMUST00000201075	164140_at
ENSMUSG00000029594	ENSMUST00000201792	164140_at
ENSMUSG00000029594	ENSMUST00000202788	164140_at
ENSMUSG00000029816	ENSMUST00000031840	108822_at
ENSMUSG00000038930	ENSMUST00000130888	104875_at
ENSMUSG00000038930	ENSMUST00000047362	104875_at
ENSMUSG00000038930	ENSMUST00000121882	104875_at
ENSMUSG00000038930	ENSMUST00000123109	104875_at
ENSMUSG00000038930	ENSMUST00000148001	104875_at
ENSMUSG00000038930	ENSMUST00000144685	104875_at
