Gene stable ID	Transcript stable ID	AFFY MG U74Av2 probe
ENSMUSG00000025157	ENSMUST00000026154	103643_at
ENSMUSG00000025157	ENSMUST00000225968	103643_at
ENSMUSG00000025157	ENSMUST00000223768	103643_at
ENSMUSG00000025157	ENSMUST00000223624	103643_at
ENSMUSG00000117748	ENSMUST00000169312	98896_at
ENSMUSG00000046691	ENSMUST00000177068	98896_at
ENSMUSG00000046691	ENSMUST00000175940	98896_at
ENSMUSG00000026811	ENSMUST00000131229	100369_at
ENSMUSG00000026811	ENSMUST00000140983	100369_at
ENSMUSG00000026811	ENSMUST00000095045	100369_at
ENSMUSG00000026811	ENSMUST00000095044	100369_at
ENSMUSG00000026811	ENSMUST00000183538	100369_at
ENSMUSG00000026811	ENSMUST00000149220	100369_at
ENSMUSG00000026811	ENSMUST00000081879	100369_at
ENSMUSG00000026811	ENSMUST00000113290	100369_at
ENSMUSG00000026811	ENSMUST00000072111	100369_at
ENSMUSG00000030680	ENSMUST00000200948	95759_at
ENSMUSG00000030680	ENSMUST00000162069	95759_at
ENSMUSG00000030680	ENSMUST00000206416	95759_at
ENSMUSG00000038192	ENSMUST00000048430	93452_at
ENSMUSG00000021327	ENSMUST00000070785	96327_at
ENSMUSG00000021327	ENSMUST00000223831	96327_at
ENSMUSG00000021327	ENSMUST00000116434	96327_at
ENSMUSG00000021327	ENSMUST00000145631	96327_at
ENSMUSG00000021327	ENSMUST00000224820	96327_at
ENSMUSG00000021327	ENSMUST00000117721	96327_at
ENSMUSG00000030544	ENSMUST00000032760	102795_at
ENSMUSG00000107068	ENSMUST00000032918	95759_at
ENSMUSG00000107068	ENSMUST00000201606	95759_at
ENSMUSG00000107068	ENSMUST00000202624	95759_at
ENSMUSG00000107068	ENSMUST00000161728	95759_at
ENSMUSG00000107068	ENSMUST00000202798	95759_at
ENSMUSG00000025194	ENSMUST00000026208	95283_at
ENSMUSG00000020585	ENSMUST00000020909	96876_at
ENSMUSG00000020152	ENSMUST00000000137	96896_at
ENSMUSG00000020152	ENSMUST00000000137	104168_at
ENSMUSG00000062327	ENSMUST00000074667	93941_at
ENSMUSG00000062327	ENSMUST00000177118	93941_at
ENSMUSG00000020097	ENSMUST00000122259	96127_at
ENSMUSG00000020097	ENSMUST00000122259	96126_at
ENSMUSG00000020097	ENSMUST00000092498	96127_at
ENSMUSG00000020097	ENSMUST00000092498	96126_at
ENSMUSG00000020097	ENSMUST00000150258	96127_at
ENSMUSG00000020097	ENSMUST00000150258	96126_at
ENSMUSG00000020097	ENSMUST00000143225	96127_at
ENSMUSG00000020097	ENSMUST00000143225	96126_at
ENSMUSG00000030543	ENSMUST00000107394	97092_at
ENSMUSG00000068122	ENSMUST00000089188	94934_at
ENSMUSG00000017588	ENSMUST00000017732	93800_f_at
ENSMUSG00000002741	ENSMUST00000002818	104400_at
ENSMUSG00000028080	ENSMUST00000107635	104264_at
ENSMUSG00000028080	ENSMUST00000195524	104264_at
ENSMUSG00000078302	ENSMUST00000105098	160996_at
ENSMUSG00000033658	ENSMUST00000040241	92708_at
ENSMUSG00000029151	ENSMUST00000031037	102683_at
ENSMUSG00000029151	ENSMUST00000202740	102683_at
ENSMUSG00000027339	ENSMUST00000028814	94771_at
ENSMUSG00000027339	ENSMUST00000103182	94771_at
ENSMUSG00000062209	ENSMUST00000119142	101777_at
ENSMUSG00000062209	ENSMUST00000121473	101777_at
ENSMUSG00000053600	ENSMUST00000039132	95285_at
ENSMUSG00000071322	ENSMUST00000095726	103058_f_at
ENSMUSG00000071322	ENSMUST00000095726	100358_s_at
ENSMUSG00000071322	ENSMUST00000095726	100359_at
ENSMUSG00000071322	ENSMUST00000128533	103058_f_at
ENSMUSG00000071322	ENSMUST00000128533	100358_s_at
ENSMUSG00000071322	ENSMUST00000128533	100359_at
ENSMUSG00000071322	ENSMUST00000129709	103058_f_at
ENSMUSG00000071322	ENSMUST00000140192	103058_f_at
ENSMUSG00000071322	ENSMUST00000140192	100358_s_at
ENSMUSG00000071322	ENSMUST00000140192	100359_at
ENSMUSG00000071322	ENSMUST00000138222	103058_f_at
ENSMUSG00000071322	ENSMUST00000138222	100358_s_at
ENSMUSG00000071322	ENSMUST00000138222	100359_at
ENSMUSG00000068397	ENSMUST00000089785	96290_f_at
ENSMUSG00000028599	ENSMUST00000030336	94928_at
ENSMUSG00000055373	ENSMUST00000084770	95328_at
ENSMUSG00000055373	ENSMUST00000108199	95328_at
ENSMUSG00000046280	ENSMUST00000050401	161099_at
ENSMUSG00000066632	ENSMUST00000085735	93346_at
ENSMUSG00000036052	ENSMUST00000037872	102620_at
ENSMUSG00000036052	ENSMUST00000098112	102620_at
ENSMUSG00000036052	ENSMUST00000142332	102620_at
ENSMUSG00000036052	ENSMUST00000084662	102620_at
ENSMUSG00000036052	ENSMUST00000107973	102620_at
ENSMUSG00000028284	ENSMUST00000037607	160854_at
ENSMUSG00000028284	ENSMUST00000080933	160854_at
ENSMUSG00000028284	ENSMUST00000108183	160854_at
ENSMUSG00000028284	ENSMUST00000108184	160854_at
ENSMUSG00000028284	ENSMUST00000131310	160854_at
ENSMUSG00000029513	ENSMUST00000031486	160808_at
ENSMUSG00000029513	ENSMUST00000111999	160808_at
ENSMUSG00000029513	ENSMUST00000143146	160808_at
ENSMUSG00000029513	ENSMUST00000143524	160808_at
ENSMUSG00000054435	ENSMUST00000067506	96172_at
ENSMUSG00000054435	ENSMUST00000119575	96172_at
ENSMUSG00000054435	ENSMUST00000121957	96172_at
ENSMUSG00000054435	ENSMUST00000156770	96172_at
ENSMUSG00000054435	ENSMUST00000090070	96172_at
ENSMUSG00000024914	ENSMUST00000124478	96617_at
ENSMUSG00000024914	ENSMUST00000148219	96617_at
ENSMUSG00000024914	ENSMUST00000125468	96617_at
ENSMUSG00000024914	ENSMUST00000025853	96617_at
ENSMUSG00000024914	ENSMUST00000113673	96617_at
ENSMUSG00000024914	ENSMUST00000126908	96617_at
ENSMUSG00000024914	ENSMUST00000113674	96617_at
ENSMUSG00000024914	ENSMUST00000136579	96617_at
ENSMUSG00000024914	ENSMUST00000127043	96617_at
ENSMUSG00000024914	ENSMUST00000134697	96617_at
ENSMUSG00000027947	ENSMUST00000197679	104268_at
ENSMUSG00000027947	ENSMUST00000029559	104268_at
ENSMUSG00000053617	ENSMUST00000081619	95327_at
ENSMUSG00000053617	ENSMUST00000237796	95327_at
ENSMUSG00000053617	ENSMUST00000111800	95327_at
ENSMUSG00000038203	ENSMUST00000147595	94636_at
ENSMUSG00000038203	ENSMUST00000174763	94636_at
ENSMUSG00000038203	ENSMUST00000172961	94636_at
ENSMUSG00000038203	ENSMUST00000173368	94636_at
ENSMUSG00000038203	ENSMUST00000047993	94636_at
ENSMUSG00000038203	ENSMUST00000114416	94636_at
ENSMUSG00000116089	ENSMUST00000229163	160176_at
ENSMUSG00000029759	ENSMUST00000129344	93940_at
ENSMUSG00000029759	ENSMUST00000031773	93940_at
ENSMUSG00000029759	ENSMUST00000125686	93940_at
ENSMUSG00000068697	ENSMUST00000090469	104555_at
ENSMUSG00000068697	ENSMUST00000224472	104555_at
ENSMUSG00000068697	ENSMUST00000225231	104555_at
ENSMUSG00000002289	ENSMUST00000002360	96119_s_at
ENSMUSG00000002289	ENSMUST00000173869	96119_s_at
ENSMUSG00000002289	ENSMUST00000174858	96119_s_at
ENSMUSG00000002289	ENSMUST00000174872	96119_s_at
ENSMUSG00000024366	ENSMUST00000025224	102926_at
ENSMUSG00000043017	ENSMUST00000086101	98811_at
ENSMUSG00000043017	ENSMUST00000144408	98811_at
ENSMUSG00000038412	ENSMUST00000215007	101094_at
ENSMUSG00000038412	ENSMUST00000060251	101094_at
ENSMUSG00000038412	ENSMUST00000215300	101094_at
ENSMUSG00000038412	ENSMUST00000213124	101094_at
ENSMUSG00000038412	ENSMUST00000213147	101094_at
ENSMUSG00000038412	ENSMUST00000216914	101094_at
ENSMUSG00000038412	ENSMUST00000214988	101094_at
ENSMUSG00000030208	ENSMUST00000205156	97426_at
ENSMUSG00000030208	ENSMUST00000154270	97426_at
ENSMUSG00000030208	ENSMUST00000111907	97426_at
ENSMUSG00000030208	ENSMUST00000032330	97426_at
ENSMUSG00000081170	ENSMUST00000120626	100686_at
ENSMUSG00000028648	ENSMUST00000106207	99593_at
ENSMUSG00000028648	ENSMUST00000106206	99593_at
ENSMUSG00000028648	ENSMUST00000030401	99593_at
ENSMUSG00000028648	ENSMUST00000137312	99593_at
ENSMUSG00000041261	ENSMUST00000066674	102773_at
ENSMUSG00000090019	ENSMUST00000054368	92489_at
ENSMUSG00000090019	ENSMUST00000140054	92489_at
ENSMUSG00000090019	ENSMUST00000204168	92489_at
ENSMUSG00000090019	ENSMUST00000142703	92489_at
ENSMUSG00000090019	ENSMUST00000203797	92489_at
ENSMUSG00000053173	ENSMUST00000118863	160476_f_at
ENSMUSG00000105353	ENSMUST00000198677	103562_f_at
ENSMUSG00000105263	ENSMUST00000200473	97197_r_at
ENSMUSG00000105263	ENSMUST00000200473	93861_f_at
ENSMUSG00000105263	ENSMUST00000200473	93860_i_at
ENSMUSG00000038482	ENSMUST00000209885	101959_r_at
ENSMUSG00000038482	ENSMUST00000209885	101958_f_at
ENSMUSG00000038482	ENSMUST00000209396	101959_r_at
ENSMUSG00000038482	ENSMUST00000209396	101958_f_at
ENSMUSG00000038482	ENSMUST00000210501	101959_r_at
ENSMUSG00000038482	ENSMUST00000210501	101958_f_at
ENSMUSG00000038482	ENSMUST00000211606	101959_r_at
ENSMUSG00000038482	ENSMUST00000211606	101958_f_at
ENSMUSG00000038482	ENSMUST00000170909	101958_f_at
ENSMUSG00000071359	ENSMUST00000127698	97893_at
ENSMUSG00000071359	ENSMUST00000095794	97893_at
ENSMUSG00000071359	ENSMUST00000141569	97893_at
ENSMUSG00000038374	ENSMUST00000048915	97254_at
ENSMUSG00000038374	ENSMUST00000196456	97254_at
ENSMUSG00000038374	ENSMUST00000198027	97254_at
ENSMUSG00000038374	ENSMUST00000199628	97254_at
ENSMUSG00000038374	ENSMUST00000200647	97254_at
ENSMUSG00000038374	ENSMUST00000199022	97254_at
ENSMUSG00000026662	ENSMUST00000027973	94793_at
ENSMUSG00000026043	ENSMUST00000087883	102990_at
ENSMUSG00000026043	ENSMUST00000087883	98331_at
ENSMUSG00000026043	ENSMUST00000186021	102990_at
ENSMUSG00000026043	ENSMUST00000186021	98331_at
ENSMUSG00000028452	ENSMUST00000030164	100710_at
ENSMUSG00000028452	ENSMUST00000139843	97666_r_at
ENSMUSG00000028452	ENSMUST00000139843	97665_i_at
ENSMUSG00000028452	ENSMUST00000148182	97666_r_at
ENSMUSG00000028452	ENSMUST00000148182	97665_i_at
ENSMUSG00000018189	ENSMUST00000189936	100512_at
ENSMUSG00000018189	ENSMUST00000018333	100512_at
ENSMUSG00000018189	ENSMUST00000185539	100512_at
ENSMUSG00000080979	ENSMUST00000120616	93787_f_at
ENSMUSG00000080979	ENSMUST00000120616	93786_i_at
ENSMUSG00000020583	ENSMUST00000020899	102089_at
ENSMUSG00000001521	ENSMUST00000001562	102308_at
ENSMUSG00000001521	ENSMUST00000128708	102308_at
ENSMUSG00000001521	ENSMUST00000203625	97694_at
ENSMUSG00000001521	ENSMUST00000157005	97694_at
ENSMUSG00000039771	ENSMUST00000111127	100461_at
ENSMUSG00000039771	ENSMUST00000041366	100461_at
ENSMUSG00000039771	ENSMUST00000111129	100461_at
ENSMUSG00000044534	ENSMUST00000214340	98309_at
ENSMUSG00000044534	ENSMUST00000050327	98309_at
ENSMUSG00000044534	ENSMUST00000215664	98309_at
ENSMUSG00000044534	ENSMUST00000216326	98309_at
ENSMUSG00000018347	ENSMUST00000018491	102297_at
ENSMUSG00000018347	ENSMUST00000071465	102297_at
ENSMUSG00000050445	ENSMUST00000062474	103284_at
ENSMUSG00000029703	ENSMUST00000006301	97488_at
ENSMUSG00000029703	ENSMUST00000132976	97488_at
ENSMUSG00000029703	ENSMUST00000142272	97488_at
ENSMUSG00000029703	ENSMUST00000128255	97488_at
ENSMUSG00000021361	ENSMUST00000021790	96353_at
ENSMUSG00000022228	ENSMUST00000032820	160966_at
ENSMUSG00000022228	ENSMUST00000110485	160966_at
ENSMUSG00000022248	ENSMUST00000022856	99005_at
ENSMUSG00000022248	ENSMUST00000170531	99005_at
ENSMUSG00000022248	ENSMUST00000168408	99005_at
ENSMUSG00000022248	ENSMUST00000170100	99005_at
ENSMUSG00000069132	ENSMUST00000102945	98363_at
ENSMUSG00000026254	ENSMUST00000113233	96843_at
ENSMUSG00000026254	ENSMUST00000113231	96843_at
ENSMUSG00000025997	ENSMUST00000027146	94630_at
ENSMUSG00000025997	ENSMUST00000190771	94630_at
ENSMUSG00000025997	ENSMUST00000187184	94630_at
ENSMUSG00000025997	ENSMUST00000190855	94630_at
ENSMUSG00000025997	ENSMUST00000188110	94630_at
ENSMUSG00000025997	ENSMUST00000191262	94630_at
ENSMUSG00000001750	ENSMUST00000131327	103205_at
ENSMUSG00000001750	ENSMUST00000145791	103205_at
ENSMUSG00000001750	ENSMUST00000126070	103205_at
ENSMUSG00000001750	ENSMUST00000135070	103205_at
ENSMUSG00000001750	ENSMUST00000001801	103205_at
ENSMUSG00000001750	ENSMUST00000122885	103205_at
ENSMUSG00000001750	ENSMUST00000162688	103205_at
ENSMUSG00000001750	ENSMUST00000134698	103205_at
ENSMUSG00000001750	ENSMUST00000126643	103205_at
ENSMUSG00000000295	ENSMUST00000000304	160659_at
ENSMUSG00000000295	ENSMUST00000159194	160659_at
ENSMUSG00000000295	ENSMUST00000159659	160659_at
ENSMUSG00000019370	ENSMUST00000019514	92631_f_at
ENSMUSG00000019370	ENSMUST00000019514	92632_at
ENSMUSG00000019370	ENSMUST00000173139	92632_at
ENSMUSG00000019370	ENSMUST00000173557	92631_f_at
ENSMUSG00000019370	ENSMUST00000173557	92632_at
ENSMUSG00000030450	ENSMUST00000032633	97082_at
ENSMUSG00000030450	ENSMUST00000152693	97082_at
ENSMUSG00000030450	ENSMUST00000144739	97082_at
ENSMUSG00000115119	ENSMUST00000227665	92636_f_at
ENSMUSG00000004113	ENSMUST00000070864	98360_at
ENSMUSG00000004113	ENSMUST00000102939	98360_at
ENSMUSG00000004113	ENSMUST00000041342	98360_at
ENSMUSG00000004113	ENSMUST00000114447	98360_at
ENSMUSG00000004113	ENSMUST00000133892	98360_at
ENSMUSG00000004113	ENSMUST00000100348	98360_at
ENSMUSG00000028927	ENSMUST00000030765	103526_at
ENSMUSG00000029781	ENSMUST00000031795	93731_at
ENSMUSG00000028478	ENSMUST00000107846	100579_s_at
ENSMUSG00000028478	ENSMUST00000107847	100579_s_at
ENSMUSG00000028478	ENSMUST00000107849	100579_s_at
ENSMUSG00000028478	ENSMUST00000107851	100579_s_at
ENSMUSG00000028478	ENSMUST00000107845	100579_s_at
ENSMUSG00000028478	ENSMUST00000170241	100579_s_at
ENSMUSG00000025503	ENSMUST00000211654	95066_at
ENSMUSG00000025503	ENSMUST00000026576	95066_at
ENSMUSG00000025503	ENSMUST00000211759	95066_at
ENSMUSG00000025503	ENSMUST00000125597	95066_at
ENSMUSG00000099471	ENSMUST00000170338	101680_at
ENSMUSG00000099471	ENSMUST00000170338	101573_f_at
ENSMUSG00000047953	ENSMUST00000061190	100740_at
ENSMUSG00000027079	ENSMUST00000028475	160672_at
ENSMUSG00000027079	ENSMUST00000138231	160672_at
ENSMUSG00000027079	ENSMUST00000165219	160672_at
ENSMUSG00000022665	ENSMUST00000099498	160298_at
ENSMUSG00000022665	ENSMUST00000061050	160298_at
ENSMUSG00000038145	ENSMUST00000118886	97429_at
ENSMUSG00000038145	ENSMUST00000120173	97429_at
ENSMUSG00000038145	ENSMUST00000134949	97429_at
ENSMUSG00000038145	ENSMUST00000131169	97429_at
ENSMUSG00000038145	ENSMUST00000151872	97429_at
ENSMUSG00000038145	ENSMUST00000145384	97429_at
ENSMUSG00000070002	ENSMUST00000093454	102996_at
ENSMUSG00000096105	ENSMUST00000178743	94049_at
ENSMUSG00000117875	ENSMUST00000237314	94766_at
ENSMUSG00000021569	ENSMUST00000022053	101372_at
ENSMUSG00000021569	ENSMUST00000222156	101372_at
ENSMUSG00000108577	ENSMUST00000206193	102570_at
ENSMUSG00000030393	ENSMUST00000032551	101193_at
ENSMUSG00000028626	ENSMUST00000030372	98027_at
ENSMUSG00000028626	ENSMUST00000140119	98027_at
ENSMUSG00000103847	ENSMUST00000194813	96606_at
ENSMUSG00000078566	ENSMUST00000106112	93836_at
ENSMUSG00000049892	ENSMUST00000062405	99032_at
ENSMUSG00000036432	ENSMUST00000070368	97906_at
ENSMUSG00000036432	ENSMUST00000145032	97906_at
ENSMUSG00000029478	ENSMUST00000125053	95129_at
ENSMUSG00000029478	ENSMUST00000111398	95129_at
ENSMUSG00000029478	ENSMUST00000111393	95129_at
ENSMUSG00000029478	ENSMUST00000086083	95129_at
ENSMUSG00000029478	ENSMUST00000144354	95129_at
ENSMUSG00000029478	ENSMUST00000111402	95129_at
ENSMUSG00000035356	ENSMUST00000114458	98988_at
ENSMUSG00000035356	ENSMUST00000036273	98988_at
ENSMUSG00000035356	ENSMUST00000114457	98988_at
ENSMUSG00000035356	ENSMUST00000096026	98988_at
ENSMUSG00000072813	ENSMUST00000071182	103865_at
ENSMUSG00000017210	ENSMUST00000125064	101402_at
ENSMUSG00000017210	ENSMUST00000017354	101402_at
ENSMUSG00000017210	ENSMUST00000156378	101402_at
ENSMUSG00000017210	ENSMUST00000138750	101402_at
ENSMUSG00000017210	ENSMUST00000100500	101402_at
ENSMUSG00000017210	ENSMUST00000124371	101402_at
ENSMUSG00000034435	ENSMUST00000042975	96748_i_at
ENSMUSG00000034435	ENSMUST00000042975	96749_f_at
ENSMUSG00000023075	ENSMUST00000102636	97267_at
ENSMUSG00000028575	ENSMUST00000107097	160985_at
ENSMUSG00000028575	ENSMUST00000030309	160985_at
ENSMUSG00000096617	ENSMUST00000180755	101214_f_at
ENSMUSG00000022309	ENSMUST00000022921	96510_at
ENSMUSG00000060807	ENSMUST00000044159	96227_at
ENSMUSG00000022865	ENSMUST00000114229	93725_at
ENSMUSG00000091083	ENSMUST00000182274	100562_at
ENSMUSG00000039062	ENSMUST00000107392	99993_at
ENSMUSG00000039062	ENSMUST00000206682	99993_at
ENSMUSG00000039062	ENSMUST00000205502	99993_at
ENSMUSG00000039062	ENSMUST00000049004	99993_at
ENSMUSG00000023078	ENSMUST00000023840	102025_at
ENSMUSG00000005610	ENSMUST00000162415	100535_at
ENSMUSG00000005610	ENSMUST00000161079	100535_at
ENSMUSG00000005124	ENSMUST00000005255	102044_at
ENSMUSG00000041390	ENSMUST00000101663	102644_at
ENSMUSG00000041390	ENSMUST00000190255	102644_at
ENSMUSG00000041390	ENSMUST00000189359	102644_at
ENSMUSG00000116858	ENSMUST00000231685	92272_at
ENSMUSG00000030310	ENSMUST00000032454	161059_at
ENSMUSG00000030310	ENSMUST00000204540	161059_at
ENSMUSG00000021306	ENSMUST00000021738	103923_at
ENSMUSG00000021306	ENSMUST00000223093	103923_at
ENSMUSG00000021306	ENSMUST00000220628	103923_at
ENSMUSG00000019302	ENSMUST00000044721	103275_at
ENSMUSG00000019302	ENSMUST00000103110	103275_at
ENSMUSG00000019302	ENSMUST00000092663	103275_at
ENSMUSG00000019302	ENSMUST00000168757	103275_at
ENSMUSG00000026723	ENSMUST00000124488	93470_at
ENSMUSG00000025575	ENSMUST00000017620	103515_at
ENSMUSG00000025575	ENSMUST00000092378	103515_at
ENSMUSG00000025575	ENSMUST00000106288	103515_at
ENSMUSG00000025790	ENSMUST00000098371	161006_at
ENSMUSG00000021737	ENSMUST00000022256	160239_at
ENSMUSG00000021737	ENSMUST00000153237	160239_at
ENSMUSG00000021737	ENSMUST00000224955	160239_at
ENSMUSG00000031449	ENSMUST00000033826	100501_at
ENSMUSG00000056201	ENSMUST00000209469	99119_at
ENSMUSG00000056201	ENSMUST00000236645	99119_at
ENSMUSG00000056201	ENSMUST00000237122	99119_at
ENSMUSG00000056201	ENSMUST00000116560	99119_at
ENSMUSG00000030016	ENSMUST00000204751	99999_at
ENSMUSG00000030016	ENSMUST00000113835	99999_at
ENSMUSG00000030016	ENSMUST00000032088	99999_at
ENSMUSG00000030016	ENSMUST00000203324	99999_at
ENSMUSG00000030016	ENSMUST00000203891	99999_at
ENSMUSG00000030016	ENSMUST00000203806	99999_at
ENSMUSG00000030016	ENSMUST00000204378	99999_at
ENSMUSG00000030016	ENSMUST00000204823	99999_at
ENSMUSG00000030016	ENSMUST00000113836	99999_at
ENSMUSG00000022863	ENSMUST00000023570	96146_at
ENSMUSG00000109378	ENSMUST00000167042	160432_at
ENSMUSG00000109378	ENSMUST00000108161	160432_at
ENSMUSG00000109378	ENSMUST00000171912	160432_at
ENSMUSG00000041193	ENSMUST00000102512	94665_at
ENSMUSG00000041193	ENSMUST00000102512	101328_at
ENSMUSG00000041193	ENSMUST00000102513	94665_at
ENSMUSG00000041193	ENSMUST00000102513	101328_at
ENSMUSG00000041193	ENSMUST00000102511	94665_at
ENSMUSG00000041193	ENSMUST00000102511	101328_at
ENSMUSG00000041193	ENSMUST00000127183	94665_at
ENSMUSG00000041193	ENSMUST00000127183	101328_at
ENSMUSG00000041193	ENSMUST00000030524	94665_at
ENSMUSG00000041193	ENSMUST00000030524	101328_at
ENSMUSG00000020850	ENSMUST00000018449	98574_at
ENSMUSG00000020850	ENSMUST00000102510	98574_at
ENSMUSG00000067288	ENSMUST00000173019	100758_at
ENSMUSG00000067288	ENSMUST00000087342	98085_f_at
ENSMUSG00000067288	ENSMUST00000087342	100758_at
ENSMUSG00000067288	ENSMUST00000173879	98085_f_at
ENSMUSG00000067288	ENSMUST00000173879	100758_at
ENSMUSG00000067288	ENSMUST00000173480	98085_f_at
ENSMUSG00000067288	ENSMUST00000173480	100758_at
ENSMUSG00000067288	ENSMUST00000173844	98085_f_at
ENSMUSG00000067288	ENSMUST00000173844	100758_at
ENSMUSG00000067288	ENSMUST00000166693	98085_f_at
ENSMUSG00000067288	ENSMUST00000166693	100758_at
ENSMUSG00000067288	ENSMUST00000234017	98085_f_at
ENSMUSG00000067288	ENSMUST00000234017	100758_at
ENSMUSG00000067288	ENSMUST00000174788	98085_f_at
ENSMUSG00000067288	ENSMUST00000174788	100758_at
ENSMUSG00000030209	ENSMUST00000053880	101312_at
ENSMUSG00000030209	ENSMUST00000111905	101312_at
ENSMUSG00000024386	ENSMUST00000234651	95585_at
ENSMUSG00000024386	ENSMUST00000171765	95585_at
ENSMUSG00000017446	ENSMUST00000017590	103676_at
ENSMUSG00000017446	ENSMUST00000106286	103676_at
ENSMUSG00000029994	ENSMUST00000113675	100584_at
ENSMUSG00000029994	ENSMUST00000001187	100584_at
ENSMUSG00000029994	ENSMUST00000127152	100584_at
ENSMUSG00000029994	ENSMUST00000135921	100584_at
ENSMUSG00000046761	ENSMUST00000170153	103751_at
ENSMUSG00000046761	ENSMUST00000238313	103751_at
ENSMUSG00000046761	ENSMUST00000060807	103751_at
ENSMUSG00000034412	ENSMUST00000041042	96131_at
ENSMUSG00000034412	ENSMUST00000147485	96131_at
ENSMUSG00000034412	ENSMUST00000149465	96131_at
ENSMUSG00000034412	ENSMUST00000135089	96131_at
ENSMUSG00000034412	ENSMUST00000180088	96131_at
ENSMUSG00000081157	ENSMUST00000118837	95159_at
ENSMUSG00000094392	ENSMUST00000119949	98129_at
ENSMUSG00000057777	ENSMUST00000191695	95379_at
ENSMUSG00000057777	ENSMUST00000077524	95379_at
ENSMUSG00000029823	ENSMUST00000163047	95287_at
ENSMUSG00000029823	ENSMUST00000161538	95287_at
ENSMUSG00000029823	ENSMUST00000160430	95287_at
ENSMUSG00000036835	ENSMUST00000207747	94249_at
ENSMUSG00000036835	ENSMUST00000043898	94249_at
ENSMUSG00000036835	ENSMUST00000207972	94249_at
ENSMUSG00000036835	ENSMUST00000208628	94249_at
ENSMUSG00000036835	ENSMUST00000209110	94249_at
ENSMUSG00000036835	ENSMUST00000207797	94249_at
ENSMUSG00000026434	ENSMUST00000189946	96833_at
ENSMUSG00000026434	ENSMUST00000062264	160885_at
ENSMUSG00000026434	ENSMUST00000062264	96833_at
ENSMUSG00000026434	ENSMUST00000187405	96833_at
ENSMUSG00000024019	ENSMUST00000024816	98049_at
ENSMUSG00000024019	ENSMUST00000234911	98049_at
ENSMUSG00000024019	ENSMUST00000138939	98049_at
ENSMUSG00000024019	ENSMUST00000234716	98049_at
ENSMUSG00000037470	ENSMUST00000046875	102941_at
ENSMUSG00000037470	ENSMUST00000173999	102941_at
ENSMUSG00000037470	ENSMUST00000174266	102941_at
ENSMUSG00000023089	ENSMUST00000132588	97201_s_at
ENSMUSG00000023089	ENSMUST00000118558	97201_s_at
ENSMUSG00000023089	ENSMUST00000023851	97201_s_at
ENSMUSG00000023089	ENSMUST00000141274	97201_s_at
ENSMUSG00000028444	ENSMUST00000102961	101651_at
ENSMUSG00000028444	ENSMUST00000102962	101651_at
ENSMUSG00000058908	ENSMUST00000135748	92735_at
ENSMUSG00000058908	ENSMUST00000134898	92735_at
ENSMUSG00000058908	ENSMUST00000147728	92735_at
ENSMUSG00000058908	ENSMUST00000077582	92735_at
ENSMUSG00000083179	ENSMUST00000121965	160299_at
ENSMUSG00000042099	ENSMUST00000234426	96785_at
