Gene stable ID	Transcript stable ID	AFFY MG U74Cv2 probe
ENSMUSG00000039458	ENSMUST00000071993	138265_at
ENSMUSG00000039458	ENSMUST00000174418	138265_at
ENSMUSG00000039458	ENSMUST00000174160	138265_at
ENSMUSG00000020649	ENSMUST00000147789	129832_at
ENSMUSG00000067722	ENSMUST00000088307	168471_at
ENSMUSG00000067722	ENSMUST00000088307	166610_r_at
ENSMUSG00000067722	ENSMUST00000232784	168471_at
ENSMUSG00000067722	ENSMUST00000232784	166610_r_at
ENSMUSG00000017291	ENSMUST00000017435	141042_at
ENSMUSG00000017291	ENSMUST00000058496	141042_at
ENSMUSG00000031562	ENSMUST00000174278	165728_at
ENSMUSG00000031562	ENSMUST00000170263	165728_at
ENSMUSG00000031562	ENSMUST00000033966	165728_at
ENSMUSG00000031562	ENSMUST00000174818	165728_at
ENSMUSG00000027463	ENSMUST00000073228	166376_f_at
ENSMUSG00000027463	ENSMUST00000109861	166376_f_at
ENSMUSG00000027463	ENSMUST00000109858	166376_f_at
ENSMUSG00000027463	ENSMUST00000109859	166376_f_at
ENSMUSG00000063889	ENSMUST00000149803	166799_r_at
ENSMUSG00000063889	ENSMUST00000142690	166799_r_at
ENSMUSG00000052062	ENSMUST00000075374	134259_g_at
ENSMUSG00000052062	ENSMUST00000075374	134258_at
ENSMUSG00000052062	ENSMUST00000094906	134259_g_at
ENSMUSG00000052062	ENSMUST00000094906	134258_at
ENSMUSG00000042734	ENSMUST00000218362	129261_at
ENSMUSG00000042734	ENSMUST00000218362	168451_at
ENSMUSG00000042734	ENSMUST00000036116	129261_at
ENSMUSG00000001334	ENSMUST00000102600	130460_at
ENSMUSG00000031831	ENSMUST00000093100	167782_r_at
ENSMUSG00000110404	ENSMUST00000209248	167377_i_at
ENSMUSG00000078612	ENSMUST00000106804	166704_i_at
ENSMUSG00000078612	ENSMUST00000106803	166704_i_at
ENSMUSG00000038690	ENSMUST00000200584	168278_i_at
ENSMUSG00000092490	ENSMUST00000172746	135632_f_at
ENSMUSG00000092490	ENSMUST00000174729	135632_f_at
ENSMUSG00000040891	ENSMUST00000036018	165649_f_at
ENSMUSG00000040649	ENSMUST00000146274	166899_at
ENSMUSG00000040649	ENSMUST00000135320	166899_at
ENSMUSG00000040649	ENSMUST00000068242	166899_at
ENSMUSG00000040649	ENSMUST00000068242	139156_at
ENSMUSG00000040649	ENSMUST00000204731	166899_at
ENSMUSG00000040649	ENSMUST00000204731	139156_at
ENSMUSG00000021326	ENSMUST00000222544	134731_at
ENSMUSG00000021326	ENSMUST00000021761	134731_at
ENSMUSG00000038498	ENSMUST00000043380	166358_at
ENSMUSG00000038498	ENSMUST00000235380	166358_at
ENSMUSG00000018381	ENSMUST00000059026	167964_r_at
ENSMUSG00000020646	ENSMUST00000221952	140497_at
ENSMUSG00000041417	ENSMUST00000055518	129853_at
ENSMUSG00000020332	ENSMUST00000143919	169574_at
ENSMUSG00000020332	ENSMUST00000094193	169574_at
ENSMUSG00000019373	ENSMUST00000130027	135362_at
ENSMUSG00000075595	ENSMUST00000107717	138524_r_at
ENSMUSG00000075595	ENSMUST00000148945	138524_r_at
ENSMUSG00000019970	ENSMUST00000124203	135261_at
ENSMUSG00000001786	ENSMUST00000130320	133300_at
ENSMUSG00000001786	ENSMUST00000134490	133300_at
ENSMUSG00000028396	ENSMUST00000149981	167640_at
ENSMUSG00000028396	ENSMUST00000030101	167640_at
ENSMUSG00000039715	ENSMUST00000113711	168356_at
ENSMUSG00000039715	ENSMUST00000139145	168356_at
ENSMUSG00000014592	ENSMUST00000097774	165762_i_at
ENSMUSG00000014592	ENSMUST00000140030	165762_i_at
ENSMUSG00000014592	ENSMUST00000049790	165762_i_at
ENSMUSG00000014592	ENSMUST00000105670	165762_i_at
ENSMUSG00000014592	ENSMUST00000105668	165762_i_at
ENSMUSG00000014592	ENSMUST00000153938	134263_at
ENSMUSG00000020385	ENSMUST00000136587	137635_r_at
ENSMUSG00000020385	ENSMUST00000136587	137634_i_at
ENSMUSG00000020385	ENSMUST00000146776	137635_r_at
ENSMUSG00000020385	ENSMUST00000146776	137634_i_at
ENSMUSG00000020385	ENSMUST00000148467	137635_r_at
ENSMUSG00000020385	ENSMUST00000148467	137634_i_at
ENSMUSG00000024188	ENSMUST00000025023	165536_at
ENSMUSG00000024188	ENSMUST00000114976	131161_at
ENSMUSG00000024188	ENSMUST00000114976	165536_at
ENSMUSG00000024188	ENSMUST00000140427	165536_at
ENSMUSG00000024188	ENSMUST00000119928	165536_at
ENSMUSG00000024188	ENSMUST00000154235	165536_at
ENSMUSG00000024188	ENSMUST00000133032	165536_at
ENSMUSG00000024188	ENSMUST00000148894	165536_at
ENSMUSG00000024188	ENSMUST00000155151	165536_at
ENSMUSG00000024188	ENSMUST00000152107	165536_at
ENSMUSG00000020015	ENSMUST00000069965	129925_at
ENSMUSG00000004508	ENSMUST00000004622	135692_at
ENSMUSG00000034912	ENSMUST00000037181	136293_at
ENSMUSG00000034912	ENSMUST00000222623	136293_at
ENSMUSG00000034912	ENSMUST00000178814	136293_at
ENSMUSG00000034912	ENSMUST00000101379	136293_at
ENSMUSG00000034912	ENSMUST00000223289	136176_at
ENSMUSG00000034912	ENSMUST00000223141	136293_at
ENSMUSG00000034912	ENSMUST00000113942	136293_at
ENSMUSG00000023073	ENSMUST00000023835	166772_at
ENSMUSG00000034751	ENSMUST00000166726	136535_at
ENSMUSG00000034751	ENSMUST00000239261	136535_at
ENSMUSG00000034751	ENSMUST00000167058	136535_at
ENSMUSG00000099711	ENSMUST00000105017	166032_f_at
ENSMUSG00000118405	ENSMUST00000238726	166032_f_at
ENSMUSG00000030598	ENSMUST00000032818	130689_at
ENSMUSG00000030598	ENSMUST00000108278	130689_at
ENSMUSG00000030598	ENSMUST00000108279	130689_at
ENSMUSG00000030598	ENSMUST00000167118	130689_at
ENSMUSG00000102504	ENSMUST00000194137	135648_at
ENSMUSG00000085434	ENSMUST00000125607	134000_at
ENSMUSG00000118409	ENSMUST00000178747	166032_f_at
ENSMUSG00000002342	ENSMUST00000125755	165587_i_at
ENSMUSG00000002342	ENSMUST00000182715	165587_i_at
ENSMUSG00000002342	ENSMUST00000002413	165587_i_at
ENSMUSG00000002342	ENSMUST00000182980	165587_i_at
ENSMUSG00000002342	ENSMUST00000147656	165587_i_at
ENSMUSG00000002342	ENSMUST00000149105	165587_i_at
ENSMUSG00000002342	ENSMUST00000133084	165587_i_at
ENSMUSG00000002342	ENSMUST00000143543	165587_i_at
ENSMUSG00000030104	ENSMUST00000204804	134076_at
ENSMUSG00000030104	ENSMUST00000089162	134076_at
ENSMUSG00000022781	ENSMUST00000125019	129281_at
ENSMUSG00000013662	ENSMUST00000237933	165914_r_at
ENSMUSG00000101500	ENSMUST00000178827	166032_f_at
ENSMUSG00000022797	ENSMUST00000023486	AFFX-TransRecMur/X57349_5_at
ENSMUSG00000022797	ENSMUST00000023486	AFFX-TransRecMur/X57349_3_at
ENSMUSG00000022797	ENSMUST00000023486	AFFX-TransRecMur/X57349_M_at
ENSMUSG00000022797	ENSMUST00000023486	139035_at
ENSMUSG00000022797	ENSMUST00000120680	AFFX-TransRecMur/X57349_5_at
ENSMUSG00000022797	ENSMUST00000120680	AFFX-TransRecMur/X57349_M_at
ENSMUSG00000022797	ENSMUST00000137901	AFFX-TransRecMur/X57349_5_at
ENSMUSG00000022797	ENSMUST00000155929	AFFX-TransRecMur/X57349_M_at
ENSMUSG00000022797	ENSMUST00000231912	AFFX-TransRecMur/X57349_M_at
ENSMUSG00000022797	ENSMUST00000128285	AFFX-TransRecMur/X57349_3_at
ENSMUSG00000022797	ENSMUST00000128285	139035_at
ENSMUSG00000008575	ENSMUST00000135024	137068_at
ENSMUSG00000042717	ENSMUST00000045096	133738_at
ENSMUSG00000110127	ENSMUST00000210843	170102_at
ENSMUSG00000030811	ENSMUST00000186207	166403_r_at
ENSMUSG00000030811	ENSMUST00000186116	166403_r_at
ENSMUSG00000030811	ENSMUST00000033081	166403_r_at
ENSMUSG00000030811	ENSMUST00000188580	166403_r_at
ENSMUSG00000030811	ENSMUST00000206893	166403_r_at
ENSMUSG00000079084	ENSMUST00000169961	168951_r_at
ENSMUSG00000079084	ENSMUST00000215735	168951_r_at
ENSMUSG00000079084	ENSMUST00000216578	168951_r_at
ENSMUSG00000028518	ENSMUST00000030243	129906_at
ENSMUSG00000101294	ENSMUST00000186329	166032_f_at
ENSMUSG00000095934	ENSMUST00000177912	166032_f_at
ENSMUSG00000046378	ENSMUST00000106340	133137_at
ENSMUSG00000046378	ENSMUST00000052937	133137_at
ENSMUSG00000046378	ENSMUST00000106339	133137_at
ENSMUSG00000074340	ENSMUST00000000573	133250_s_at
ENSMUSG00000074340	ENSMUST00000163626	133250_s_at
ENSMUSG00000074340	ENSMUST00000164055	133250_s_at
ENSMUSG00000074340	ENSMUST00000092878	133250_s_at
ENSMUSG00000085743	ENSMUST00000156831	130573_at
ENSMUSG00000085743	ENSMUST00000133948	130573_at
ENSMUSG00000029580	ENSMUST00000100497	AFFX-b-ActinMur/M12481_3_at
ENSMUSG00000029580	ENSMUST00000100497	AFFX-b-ActinMur/M12481_M_at
ENSMUSG00000029580	ENSMUST00000100497	AFFX-b-ActinMur/M12481_5_at
ENSMUSG00000029580	ENSMUST00000196997	AFFX-b-ActinMur/M12481_3_at
ENSMUSG00000029580	ENSMUST00000167721	AFFX-b-ActinMur/M12481_3_at
ENSMUSG00000029580	ENSMUST00000167721	AFFX-b-ActinMur/M12481_M_at
ENSMUSG00000029580	ENSMUST00000171419	AFFX-b-ActinMur/M12481_3_at
ENSMUSG00000029580	ENSMUST00000171419	AFFX-b-ActinMur/M12481_M_at
ENSMUSG00000029580	ENSMUST00000171419	AFFX-b-ActinMur/M12481_5_at
ENSMUSG00000029580	ENSMUST00000167386	AFFX-b-ActinMur/M12481_3_at
ENSMUSG00000029580	ENSMUST00000167386	AFFX-b-ActinMur/M12481_M_at
ENSMUSG00000029580	ENSMUST00000167386	AFFX-b-ActinMur/M12481_5_at
ENSMUSG00000029580	ENSMUST00000163829	AFFX-b-ActinMur/M12481_3_at
ENSMUSG00000029580	ENSMUST00000163829	AFFX-b-ActinMur/M12481_M_at
ENSMUSG00000029580	ENSMUST00000106216	AFFX-b-ActinMur/M12481_3_at
ENSMUSG00000029580	ENSMUST00000106216	AFFX-b-ActinMur/M12481_M_at
ENSMUSG00000029580	ENSMUST00000106216	AFFX-b-ActinMur/M12481_5_at
ENSMUSG00000029580	ENSMUST00000165629	AFFX-b-ActinMur/M12481_3_at
ENSMUSG00000029580	ENSMUST00000165629	AFFX-b-ActinMur/M12481_M_at
ENSMUSG00000029580	ENSMUST00000165629	AFFX-b-ActinMur/M12481_5_at
ENSMUSG00000029580	ENSMUST00000164765	AFFX-b-ActinMur/M12481_3_at
ENSMUSG00000029580	ENSMUST00000164765	AFFX-b-ActinMur/M12481_M_at
ENSMUSG00000029580	ENSMUST00000164765	AFFX-b-ActinMur/M12481_5_at
ENSMUSG00000030683	ENSMUST00000106335	136222_at
ENSMUSG00000030683	ENSMUST00000146017	136222_at
ENSMUSG00000030683	ENSMUST00000106333	136222_at
ENSMUSG00000030683	ENSMUST00000106332	136222_at
ENSMUSG00000030683	ENSMUST00000125669	136222_at
ENSMUSG00000078324	ENSMUST00000105117	166032_f_at
ENSMUSG00000118429	ENSMUST00000238632	166032_f_at
ENSMUSG00000028517	ENSMUST00000064139	165997_f_at
ENSMUSG00000028756	ENSMUST00000105816	168469_f_at
ENSMUSG00000028756	ENSMUST00000030536	168469_f_at
ENSMUSG00000021359	ENSMUST00000021787	138923_at
ENSMUSG00000021359	ENSMUST00000224319	138923_at
ENSMUSG00000021359	ENSMUST00000110193	138923_at
ENSMUSG00000029627	ENSMUST00000198959	167585_at
ENSMUSG00000112274	ENSMUST00000220205	139125_at
ENSMUSG00000087361	ENSMUST00000123107	140845_at
ENSMUSG00000051343	ENSMUST00000060837	139261_at
ENSMUSG00000051343	ENSMUST00000204087	139261_at
ENSMUSG00000051343	ENSMUST00000204504	139261_at
ENSMUSG00000055805	ENSMUST00000042286	130478_at
ENSMUSG00000055805	ENSMUST00000218163	130478_at
ENSMUSG00000055805	ENSMUST00000107027	130478_at
ENSMUSG00000055805	ENSMUST00000021322	130478_at
ENSMUSG00000055805	ENSMUST00000129726	130478_at
ENSMUSG00000003452	ENSMUST00000086829	136679_at
ENSMUSG00000003452	ENSMUST00000086829	139423_at
ENSMUSG00000003452	ENSMUST00000003544	136679_at
ENSMUSG00000003452	ENSMUST00000173408	136679_at
ENSMUSG00000003452	ENSMUST00000140759	136679_at
ENSMUSG00000003452	ENSMUST00000140759	139423_at
ENSMUSG00000111916	ENSMUST00000220337	139510_at
ENSMUSG00000105852	ENSMUST00000167642	133250_s_at
ENSMUSG00000025783	ENSMUST00000026889	168128_at
ENSMUSG00000025783	ENSMUST00000026889	134537_at
ENSMUSG00000025783	ENSMUST00000114919	134537_at
ENSMUSG00000022636	ENSMUST00000023312	166517_f_at
ENSMUSG00000022636	ENSMUST00000167115	166517_f_at
ENSMUSG00000047554	ENSMUST00000094097	129019_at
ENSMUSG00000047554	ENSMUST00000094097	134060_at
ENSMUSG00000047554	ENSMUST00000119929	129019_at
ENSMUSG00000047554	ENSMUST00000119929	134060_at
ENSMUSG00000047554	ENSMUST00000118429	129019_at
ENSMUSG00000047554	ENSMUST00000118429	134060_at
ENSMUSG00000047554	ENSMUST00000125703	134060_at
ENSMUSG00000072640	ENSMUST00000147875	130033_at
ENSMUSG00000072640	ENSMUST00000141321	130033_at
ENSMUSG00000072640	ENSMUST00000100748	130033_at
ENSMUSG00000021363	ENSMUST00000225084	130750_at
ENSMUSG00000021363	ENSMUST00000225789	130750_at
ENSMUSG00000021363	ENSMUST00000070193	130750_at
ENSMUSG00000021363	ENSMUST00000165087	130750_at
ENSMUSG00000021363	ENSMUST00000021792	130750_at
ENSMUSG00000025221	ENSMUST00000239049	138947_at
ENSMUSG00000025221	ENSMUST00000111906	138947_at
ENSMUSG00000025221	ENSMUST00000162528	138947_at
ENSMUSG00000025221	ENSMUST00000159245	138947_at
ENSMUSG00000025221	ENSMUST00000161886	138947_at
ENSMUSG00000025221	ENSMUST00000162661	138947_at
ENSMUSG00000025221	ENSMUST00000079431	138947_at
ENSMUSG00000040139	ENSMUST00000117404	131002_at
ENSMUSG00000035713	ENSMUST00000139582	133191_at
ENSMUSG00000035713	ENSMUST00000181651	133191_at
ENSMUSG00000035713	ENSMUST00000168435	133191_at
ENSMUSG00000092402	ENSMUST00000174452	129158_at
ENSMUSG00000029104	ENSMUST00000080036	166830_at
ENSMUSG00000029516	ENSMUST00000128702	136215_at
ENSMUSG00000029516	ENSMUST00000145363	136215_at
ENSMUSG00000029516	ENSMUST00000147479	136215_at
ENSMUSG00000029516	ENSMUST00000146387	136215_at
ENSMUSG00000029516	ENSMUST00000147330	136215_at
ENSMUSG00000003778	ENSMUST00000127159	139815_at
ENSMUSG00000026344	ENSMUST00000159417	138989_at
ENSMUSG00000118438	ENSMUST00000238270	166032_f_at
ENSMUSG00000019817	ENSMUST00000121646	166084_f_at
ENSMUSG00000019817	ENSMUST00000121325	166084_f_at
ENSMUSG00000019817	ENSMUST00000121766	166084_f_at
ENSMUSG00000036371	ENSMUST00000042990	166426_i_at
ENSMUSG00000036371	ENSMUST00000042990	166664_at
ENSMUSG00000022749	ENSMUST00000023431	166335_at
ENSMUSG00000022749	ENSMUST00000226586	166335_at
ENSMUSG00000022749	ENSMUST00000227681	166335_at
ENSMUSG00000022749	ENSMUST00000226678	166335_at
ENSMUSG00000087491	ENSMUST00000146614	139030_f_at
ENSMUSG00000087491	ENSMUST00000146614	129060_at
ENSMUSG00000087491	ENSMUST00000126906	139030_f_at
ENSMUSG00000087491	ENSMUST00000126906	129060_at
ENSMUSG00000087491	ENSMUST00000144163	139030_f_at
ENSMUSG00000087491	ENSMUST00000144163	129060_at
ENSMUSG00000073176	ENSMUST00000101560	134597_at
ENSMUSG00000085227	ENSMUST00000138911	133150_f_at
ENSMUSG00000085227	ENSMUST00000138911	133149_i_at
ENSMUSG00000085227	ENSMUST00000144460	133150_f_at
ENSMUSG00000085227	ENSMUST00000144460	133149_i_at
ENSMUSG00000085227	ENSMUST00000141454	133150_f_at
ENSMUSG00000085227	ENSMUST00000141454	133149_i_at
ENSMUSG00000085227	ENSMUST00000125662	133150_f_at
ENSMUSG00000085227	ENSMUST00000125662	133149_i_at
ENSMUSG00000085227	ENSMUST00000124298	133150_f_at
ENSMUSG00000085227	ENSMUST00000124298	133149_i_at
ENSMUSG00000040387	ENSMUST00000108214	167482_f_at
ENSMUSG00000040387	ENSMUST00000108218	167482_f_at
ENSMUSG00000040387	ENSMUST00000150920	167482_f_at
ENSMUSG00000040387	ENSMUST00000140652	167482_f_at
ENSMUSG00000040387	ENSMUST00000084781	167482_f_at
ENSMUSG00000054850	ENSMUST00000068106	138016_at
ENSMUSG00000021661	ENSMUST00000150352	167932_f_at
ENSMUSG00000021661	ENSMUST00000091356	167932_f_at
ENSMUSG00000021661	ENSMUST00000123924	167932_f_at
ENSMUSG00000025782	ENSMUST00000114909	133535_at
ENSMUSG00000025782	ENSMUST00000114909	136571_r_at
ENSMUSG00000025782	ENSMUST00000129720	133535_at
ENSMUSG00000025782	ENSMUST00000129720	136571_r_at
ENSMUSG00000025782	ENSMUST00000026888	133535_at
ENSMUSG00000025782	ENSMUST00000026888	136571_r_at
ENSMUSG00000019471	ENSMUST00000019615	134710_at
ENSMUSG00000029510	ENSMUST00000161827	166160_f_at
ENSMUSG00000029510	ENSMUST00000159689	166160_f_at
ENSMUSG00000029510	ENSMUST00000161984	166160_f_at
ENSMUSG00000029510	ENSMUST00000162909	166160_f_at
ENSMUSG00000029510	ENSMUST00000014089	166160_f_at
ENSMUSG00000110642	ENSMUST00000212847	165871_f_at
ENSMUSG00000086249	ENSMUST00000140196	134196_r_at
ENSMUSG00000048138	ENSMUST00000053068	165740_at
ENSMUSG00000102822	ENSMUST00000191817	169497_at
ENSMUSG00000087051	ENSMUST00000125277	134196_r_at
ENSMUSG00000057766	ENSMUST00000118525	166532_at
ENSMUSG00000057766	ENSMUST00000137948	166532_at
ENSMUSG00000057766	ENSMUST00000234183	166532_at
ENSMUSG00000038704	ENSMUST00000035929	135083_at
ENSMUSG00000038704	ENSMUST00000146128	135083_at
ENSMUSG00000038704	ENSMUST00000152902	135083_at
ENSMUSG00000038704	ENSMUST00000133801	135083_at
ENSMUSG00000038704	ENSMUST00000156957	135083_at
ENSMUSG00000038704	ENSMUST00000207591	135083_at
ENSMUSG00000035785	ENSMUST00000041973	171265_f_at
ENSMUSG00000035785	ENSMUST00000212912	171265_f_at
ENSMUSG00000041734	ENSMUST00000159976	139398_at
ENSMUSG00000041734	ENSMUST00000107618	139398_at
ENSMUSG00000029999	ENSMUST00000032066	167516_at
ENSMUSG00000039304	ENSMUST00000046383	129232_at
ENSMUSG00000106247	ENSMUST00000159067	166160_f_at
ENSMUSG00000075593	ENSMUST00000100530	166160_f_at
ENSMUSG00000048170	ENSMUST00000146352	168450_at
ENSMUSG00000041984	ENSMUST00000045912	167081_f_at
ENSMUSG00000063568	ENSMUST00000128282	131867_at
ENSMUSG00000063568	ENSMUST00000128282	165806_at
ENSMUSG00000063568	ENSMUST00000136250	131867_at
ENSMUSG00000063568	ENSMUST00000136250	165806_at
ENSMUSG00000063568	ENSMUST00000074541	131867_at
ENSMUSG00000063568	ENSMUST00000074541	165806_at
ENSMUSG00000041991	ENSMUST00000090856	166991_at
ENSMUSG00000041991	ENSMUST00000093774	166991_at
ENSMUSG00000107689	ENSMUST00000204288	128785_r_at
ENSMUSG00000057329	ENSMUST00000112751	137975_i_at
ENSMUSG00000057329	ENSMUST00000112751	137976_r_at
ENSMUSG00000045071	ENSMUST00000070150	131705_at
ENSMUSG00000045071	ENSMUST00000052420	167093_at
ENSMUSG00000045071	ENSMUST00000152797	167093_at
ENSMUSG00000050936	ENSMUST00000051089	134371_at
ENSMUSG00000037857	ENSMUST00000100802	168498_r_at
ENSMUSG00000061322	ENSMUST00000102963	166293_f_at
ENSMUSG00000061322	ENSMUST00000143198	166293_f_at
ENSMUSG00000061322	ENSMUST00000119127	166293_f_at
ENSMUSG00000070348	ENSMUST00000093962	167827_at
ENSMUSG00000070348	ENSMUST00000208193	167827_at
ENSMUSG00000050423	ENSMUST00000225537	139276_at
ENSMUSG00000050423	ENSMUST00000132661	139276_at
ENSMUSG00000050423	ENSMUST00000172766	139276_at
ENSMUSG00000044367	ENSMUST00000060010	135434_at
ENSMUSG00000044367	ENSMUST00000159867	135434_at
ENSMUSG00000078157	ENSMUST00000104962	168259_at
ENSMUSG00000085000	ENSMUST00000126711	139030_f_at
ENSMUSG00000085000	ENSMUST00000126711	129060_at
ENSMUSG00000038544	ENSMUST00000138097	134856_at
ENSMUSG00000037492	ENSMUST00000042352	168393_at
ENSMUSG00000037492	ENSMUST00000207301	168393_at
ENSMUSG00000095253	ENSMUST00000202988	134152_at
ENSMUSG00000095253	ENSMUST00000179695	134152_at
ENSMUSG00000022338	ENSMUST00000060652	141046_at
ENSMUSG00000022338	ENSMUST00000226336	141046_at
ENSMUSG00000022338	ENSMUST00000228474	141046_at
ENSMUSG00000022338	ENSMUST00000228372	141046_at
ENSMUSG00000005267	ENSMUST00000149228	128681_at
ENSMUSG00000005267	ENSMUST00000185656	128681_at
ENSMUSG00000031561	ENSMUST00000033965	171190_f_at
ENSMUSG00000031561	ENSMUST00000190840	171190_f_at
ENSMUSG00000029563	ENSMUST00000031545	134688_at
ENSMUSG00000029563	ENSMUST00000115475	134688_at
ENSMUSG00000029563	ENSMUST00000115477	134688_at
ENSMUSG00000078593	ENSMUST00000106492	165831_at
ENSMUSG00000047342	ENSMUST00000054654	136224_at
ENSMUSG00000047342	ENSMUST00000108705	136224_at
ENSMUSG00000047342	ENSMUST00000140072	167845_at
ENSMUSG00000047342	ENSMUST00000145474	167845_at
ENSMUSG00000111410	ENSMUST00000216692	165831_at
ENSMUSG00000097352	ENSMUST00000181643	140664_r_at
ENSMUSG00000040464	ENSMUST00000115441	165951_i_at
ENSMUSG00000040464	ENSMUST00000115441	166332_r_at
ENSMUSG00000040464	ENSMUST00000119521	165951_i_at
ENSMUSG00000029526	ENSMUST00000199968	167662_r_at
ENSMUSG00000029526	ENSMUST00000198778	167662_r_at
ENSMUSG00000027954	ENSMUST00000029566	168434_r_at
ENSMUSG00000027954	ENSMUST00000118587	168434_r_at
ENSMUSG00000027954	ENSMUST00000118860	168434_r_at
ENSMUSG00000113774	ENSMUST00000220780	168940_at
ENSMUSG00000036333	ENSMUST00000222013	135234_at
ENSMUSG00000036333	ENSMUST00000222481	135234_at
ENSMUSG00000067219	ENSMUST00000087212	130672_at
ENSMUSG00000067219	ENSMUST00000087212	140754_at
ENSMUSG00000067219	ENSMUST00000197837	130672_at
ENSMUSG00000041797	ENSMUST00000126499	134658_at
ENSMUSG00000090084	ENSMUST00000044789	136155_at
ENSMUSG00000090084	ENSMUST00000115544	136155_at
ENSMUSG00000090084	ENSMUST00000115543	136155_at
ENSMUSG00000090084	ENSMUST00000147334	136155_at
ENSMUSG00000015947	ENSMUST00000029748	166960_f_at
ENSMUSG00000046854	ENSMUST00000055304	166245_at
ENSMUSG00000046854	ENSMUST00000100188	166245_at
ENSMUSG00000046854	ENSMUST00000124980	166245_at
ENSMUSG00000021025	ENSMUST00000021413	167965_f_at
ENSMUSG00000021025	ENSMUST00000219869	167965_f_at
ENSMUSG00000043262	ENSMUST00000094398	135644_at
ENSMUSG00000043262	ENSMUST00000207986	135644_at
ENSMUSG00000020111	ENSMUST00000165563	134164_at
ENSMUSG00000020111	ENSMUST00000020311	134164_at
ENSMUSG00000020111	ENSMUST00000166565	134164_at
ENSMUSG00000021285	ENSMUST00000054815	130746_g_at
ENSMUSG00000021285	ENSMUST00000054815	130745_at
ENSMUSG00000021285	ENSMUST00000054815	130747_at
ENSMUSG00000021285	ENSMUST00000220486	130746_g_at
ENSMUSG00000021285	ENSMUST00000220486	130745_at
ENSMUSG00000021285	ENSMUST00000220486	130747_at
ENSMUSG00000017978	ENSMUST00000115358	138976_at
ENSMUSG00000017978	ENSMUST00000018122	138976_at
ENSMUSG00000017978	ENSMUST00000142913	138976_at
ENSMUSG00000017978	ENSMUST00000115361	138976_at
ENSMUSG00000017978	ENSMUST00000156986	138976_at
ENSMUSG00000017978	ENSMUST00000152131	138976_at
ENSMUSG00000017978	ENSMUST00000166458	138976_at
ENSMUSG00000017978	ENSMUST00000163871	138976_at
ENSMUSG00000074121	ENSMUST00000058879	131253_f_at
ENSMUSG00000074121	ENSMUST00000210347	131253_f_at
ENSMUSG00000041444	ENSMUST00000174641	139150_at
ENSMUSG00000041444	ENSMUST00000174641	166003_at
ENSMUSG00000041444	ENSMUST00000174641	138391_at
ENSMUSG00000041444	ENSMUST00000182802	166003_at
ENSMUSG00000041444	ENSMUST00000168954	139150_at
ENSMUSG00000041444	ENSMUST00000168954	166003_at
ENSMUSG00000061079	ENSMUST00000209505	131184_r_at
ENSMUSG00000061079	ENSMUST00000211798	131184_r_at
ENSMUSG00000061079	ENSMUST00000084727	131184_r_at
