Gene stable ID	Transcript stable ID	AFFY Mu11KsubA probe
ENSMUSG00000027198	ENSMUST00000028623	u67837_s_at
ENSMUSG00000027198	ENSMUST00000139321	u67837_s_at
ENSMUSG00000027198	ENSMUST00000125407	u67837_s_at
ENSMUSG00000028848	ENSMUST00000030661	aa255197_s_at
ENSMUSG00000028848	ENSMUST00000105899	aa255197_s_at
ENSMUSG00000028848	ENSMUST00000148909	aa255197_s_at
ENSMUSG00000061082	ENSMUST00000074861	aa408681_rc_at
ENSMUSG00000061082	ENSMUST00000114843	aa408681_rc_at
ENSMUSG00000061082	ENSMUST00000174390	aa408681_rc_at
ENSMUSG00000000606	ENSMUST00000159674	af011423_at
ENSMUSG00000000606	ENSMUST00000163019	af011423_at
ENSMUSG00000000606	ENSMUST00000233394	af011423_at
ENSMUSG00000000606	ENSMUST00000232951	af011423_at
ENSMUSG00000000606	ENSMUST00000232797	af011423_at
ENSMUSG00000000606	ENSMUST00000233766	af011423_at
ENSMUSG00000000606	ENSMUST00000233848	af011423_at
ENSMUSG00000000606	ENSMUST00000233280	af011423_at
ENSMUSG00000000606	ENSMUST00000233920	af011423_at
ENSMUSG00000000606	ENSMUST00000233126	af011423_at
ENSMUSG00000000606	ENSMUST00000233651	af011423_at
ENSMUSG00000000606	ENSMUST00000022438	af011423_at
ENSMUSG00000025389	ENSMUST00000026455	U27502_s_at
ENSMUSG00000001763	ENSMUST00000046750	aa270341_s_at
ENSMUSG00000001763	ENSMUST00000115250	aa270341_s_at
ENSMUSG00000030602	ENSMUST00000108283	aa397344_s_at
ENSMUSG00000030602	ENSMUST00000032823	aa397344_s_at
ENSMUSG00000062458	ENSMUST00000071573	M11408_f_at
ENSMUSG00000068075	ENSMUST00000089106	D86419_at
ENSMUSG00000020594	ENSMUST00000111123	C78256_rc_at
ENSMUSG00000020594	ENSMUST00000111122	C78256_rc_at
ENSMUSG00000020594	ENSMUST00000165293	C78256_rc_at
ENSMUSG00000020594	ENSMUST00000178015	C78256_rc_at
ENSMUSG00000020594	ENSMUST00000168361	C78256_rc_at
ENSMUSG00000058172	ENSMUST00000076906	D86420_s_at
ENSMUSG00000061461	ENSMUST00000147148	n28078_rc_s_at
ENSMUSG00000061461	ENSMUST00000204218	n28078_rc_s_at
ENSMUSG00000061461	ENSMUST00000204465	n28078_rc_s_at
ENSMUSG00000061461	ENSMUST00000204089	n28078_rc_s_at
ENSMUSG00000068074	ENSMUST00000089105	D86421_s_at
ENSMUSG00000057855	ENSMUST00000185581	D89901_s_at
ENSMUSG00000057855	ENSMUST00000079151	D89901_s_at
ENSMUSG00000010936	ENSMUST00000213003	aa670618_g_at
ENSMUSG00000010936	ENSMUST00000213003	aa670618_at
ENSMUSG00000010936	ENSMUST00000034190	aa670618_g_at
ENSMUSG00000010936	ENSMUST00000034190	aa670618_at
ENSMUSG00000010936	ENSMUST00000212663	aa670618_at
ENSMUSG00000010936	ENSMUST00000212829	aa670618_g_at
ENSMUSG00000010936	ENSMUST00000212829	aa670618_at
ENSMUSG00000022297	ENSMUST00000179165	U43319_s_at
ENSMUSG00000022297	ENSMUST00000022906	U43319_s_at
ENSMUSG00000029657	ENSMUST00000202361	d67016_s_at
ENSMUSG00000029657	ENSMUST00000074846	d67016_s_at
ENSMUSG00000029657	ENSMUST00000202089	d67016_s_at
ENSMUSG00000029657	ENSMUST00000201877	d67016_s_at
ENSMUSG00000072381	ENSMUST00000097146	c78047_rc_g_at
ENSMUSG00000072381	ENSMUST00000097146	c78047_rc_at
ENSMUSG00000028249	ENSMUST00000029912	AF003693_s_at
ENSMUSG00000028249	ENSMUST00000103008	AF003693_s_at
ENSMUSG00000038503	ENSMUST00000138803	aa221719_s_at
ENSMUSG00000038503	ENSMUST00000094215	aa221719_s_at
ENSMUSG00000038503	ENSMUST00000130103	aa221719_s_at
ENSMUSG00000038503	ENSMUST00000153377	aa221719_s_at
ENSMUSG00000038503	ENSMUST00000207373	aa221719_s_at
ENSMUSG00000026563	ENSMUST00000027846	aa673160_s_at
ENSMUSG00000026563	ENSMUST00000027846	C79420_rc_s_at
ENSMUSG00000029467	ENSMUST00000179939	aa221393_s_at
ENSMUSG00000029467	ENSMUST00000177974	aa221393_s_at
ENSMUSG00000034290	ENSMUST00000040992	aa682091_rc_at
ENSMUSG00000100347	ENSMUST00000187459	u09218_s_at
ENSMUSG00000047281	ENSMUST00000057311	aa670807_s_at
ENSMUSG00000046312	ENSMUST00000054920	aa408154_s_at
ENSMUSG00000038650	ENSMUST00000210314	aa116686_s_at
ENSMUSG00000038650	ENSMUST00000106033	aa116686_s_at
ENSMUSG00000038650	ENSMUST00000167493	aa116686_s_at
ENSMUSG00000032641	ENSMUST00000046255	U46923_s_at
ENSMUSG00000032641	ENSMUST00000066107	U46923_s_at
ENSMUSG00000032641	ENSMUST00000215088	U46923_s_at
ENSMUSG00000032641	ENSMUST00000111932	U46923_s_at
ENSMUSG00000032641	ENSMUST00000203409	U46923_s_at
ENSMUSG00000032641	ENSMUST00000204880	U46923_s_at
ENSMUSG00000032641	ENSMUST00000165392	U46923_s_at
ENSMUSG00000032641	ENSMUST00000116515	U46923_s_at
ENSMUSG00000025885	ENSMUST00000074157	M55253_s_at
ENSMUSG00000025885	ENSMUST00000121875	M55253_s_at
ENSMUSG00000025885	ENSMUST00000154986	M55253_s_at
ENSMUSG00000026034	ENSMUST00000156931	m38381_f_at
ENSMUSG00000026034	ENSMUST00000139787	m38381_f_at
ENSMUSG00000026034	ENSMUST00000141570	m38381_f_at
ENSMUSG00000026034	ENSMUST00000123580	m38381_f_at
ENSMUSG00000026034	ENSMUST00000034868	m38381_f_at
ENSMUSG00000026034	ENSMUST00000148330	m38381_f_at
ENSMUSG00000026034	ENSMUST00000151338	m38381_f_at
ENSMUSG00000026034	ENSMUST00000129303	m38381_f_at
ENSMUSG00000035455	ENSMUST00000152345	AA266298_at
ENSMUSG00000035455	ENSMUST00000123815	AA266298_at
ENSMUSG00000094027	ENSMUST00000225881	aa673504_rc_at
ENSMUSG00000094027	ENSMUST00000177561	aa673504_rc_at
ENSMUSG00000094796	ENSMUST00000225029	AA289585_f_at
ENSMUSG00000094796	ENSMUST00000081558	AA289585_f_at
ENSMUSG00000078180	ENSMUST00000078729	aa538407_s_at
ENSMUSG00000110126	ENSMUST00000211473	l21027_s_at
ENSMUSG00000024873	ENSMUST00000025805	AB006191_at
ENSMUSG00000024873	ENSMUST00000025805	AB006191_g_at
ENSMUSG00000024873	ENSMUST00000235638	AB006191_at
ENSMUSG00000024873	ENSMUST00000235638	AB006191_g_at
ENSMUSG00000054612	ENSMUST00000081510	M84524_s_at
ENSMUSG00000082769	ENSMUST00000121857	L04280_f_at
ENSMUSG00000026003	ENSMUST00000027153	U21489_s_at
ENSMUSG00000062433	ENSMUST00000082065	D89902_s_at
ENSMUSG00000059632	ENSMUST00000072280	D86423_s_at
ENSMUSG00000087642	ENSMUST00000223335	J00476_at
ENSMUSG00000087642	ENSMUST00000137336	J00476_at
ENSMUSG00000026341	ENSMUST00000178474	aa122805_s_at
ENSMUSG00000026341	ENSMUST00000186008	aa122805_s_at
ENSMUSG00000026341	ENSMUST00000191578	aa122805_s_at
ENSMUSG00000026341	ENSMUST00000027579	aa122805_s_at
ENSMUSG00000019822	ENSMUST00000126833	aa208018_s_at
ENSMUSG00000019822	ENSMUST00000143470	aa208018_s_at
ENSMUSG00000019822	ENSMUST00000019965	aa208018_s_at
ENSMUSG00000019822	ENSMUST00000141542	aa208018_s_at
ENSMUSG00000019822	ENSMUST00000122997	aa208018_s_at
ENSMUSG00000019822	ENSMUST00000155411	aa208018_s_at
ENSMUSG00000019822	ENSMUST00000147367	aa208018_s_at
ENSMUSG00000019822	ENSMUST00000132170	aa208018_s_at
ENSMUSG00000019822	ENSMUST00000147738	aa208018_s_at
ENSMUSG00000023932	ENSMUST00000024727	aa408003_rc_s_at
ENSMUSG00000023932	ENSMUST00000024727	c76314_rc_g_at
ENSMUSG00000023932	ENSMUST00000024727	c76314_rc_at
ENSMUSG00000023932	ENSMUST00000232900	c76314_rc_g_at
ENSMUSG00000023932	ENSMUST00000232900	c76314_rc_at
ENSMUSG00000030125	ENSMUST00000112475	AC002397_geneB7_at
ENSMUSG00000030125	ENSMUST00000132492	AC002397_geneB7_at
ENSMUSG00000030125	ENSMUST00000032218	AC002397_geneB7_at
ENSMUSG00000026251	ENSMUST00000073252	l10076_s_at
ENSMUSG00000026251	ENSMUST00000186373	l10076_s_at
ENSMUSG00000061242	ENSMUST00000095268	U93863_s_at
ENSMUSG00000097162	ENSMUST00000181189	AA275039_at
ENSMUSG00000097162	ENSMUST00000209166	AA275039_at
ENSMUSG00000097162	ENSMUST00000209164	AA275039_at
ENSMUSG00000029672	ENSMUST00000165576	aa409140_rc_s_at
ENSMUSG00000029672	ENSMUST00000163963	aa409140_rc_s_at
ENSMUSG00000029672	ENSMUST00000081288	aa409140_rc_s_at
ENSMUSG00000029672	ENSMUST00000164669	aa409140_rc_s_at
ENSMUSG00000075273	ENSMUST00000099996	AA673499_rc_at
ENSMUSG00000045973	ENSMUST00000107796	aa403448_s_at
ENSMUSG00000045973	ENSMUST00000107796	aa268619_s_at
ENSMUSG00000045973	ENSMUST00000132815	aa403448_s_at
ENSMUSG00000045973	ENSMUST00000132815	aa268619_s_at
ENSMUSG00000045973	ENSMUST00000153904	aa403448_s_at
ENSMUSG00000045973	ENSMUST00000153904	aa268619_s_at
ENSMUSG00000045973	ENSMUST00000151516	aa403448_s_at
ENSMUSG00000045973	ENSMUST00000151516	aa268619_s_at
ENSMUSG00000045973	ENSMUST00000116341	aa403448_s_at
ENSMUSG00000045973	ENSMUST00000116341	aa268619_s_at
ENSMUSG00000023456	ENSMUST00000172132	ac002393_geneTPI_f_at
ENSMUSG00000023456	ENSMUST00000154883	ac002393_geneTPI_f_at
ENSMUSG00000023456	ENSMUST00000133251	ac002393_geneTPI_f_at
ENSMUSG00000023456	ENSMUST00000139716	ac002393_geneTPI_f_at
ENSMUSG00000023456	ENSMUST00000239432	ac002393_geneTPI_f_at
ENSMUSG00000022887	ENSMUST00000089883	D16492_at
ENSMUSG00000022887	ENSMUST00000089883	D16492_g_at
ENSMUSG00000067851	ENSMUST00000088615	aa413127_s_at
ENSMUSG00000067851	ENSMUST00000187417	aa413127_s_at
ENSMUSG00000021270	ENSMUST00000094361	j04633_s_at
ENSMUSG00000021270	ENSMUST00000021698	j04633_s_at
ENSMUSG00000021270	ENSMUST00000129005	j04633_s_at
ENSMUSG00000076613	ENSMUST00000192188	d78344-2_at
ENSMUSG00000071796	ENSMUST00000153748	aa184551_s_at
ENSMUSG00000028245	ENSMUST00000029910	AF013632_s_at
ENSMUSG00000028245	ENSMUST00000143704	AF013632_s_at
ENSMUSG00000028245	ENSMUST00000149015	AF013632_s_at
ENSMUSG00000028245	ENSMUST00000156715	AF013632_s_at
ENSMUSG00000022836	ENSMUST00000023538	aa688469_at
ENSMUSG00000056234	ENSMUST00000163336	aa217659_s_at
ENSMUSG00000056234	ENSMUST00000168334	aa217659_s_at
ENSMUSG00000056234	ENSMUST00000111994	aa217659_s_at
ENSMUSG00000056234	ENSMUST00000227112	aa217659_s_at
ENSMUSG00000056234	ENSMUST00000228779	aa217659_s_at
ENSMUSG00000028825	ENSMUST00000030627	C77974_rc_g_at
ENSMUSG00000028825	ENSMUST00000030627	C77974_rc_at
ENSMUSG00000028825	ENSMUST00000136163	C77974_rc_g_at
ENSMUSG00000038451	ENSMUST00000047760	AC002393_geneC9_at
ENSMUSG00000038451	ENSMUST00000143040	AC002393_geneC9_at
ENSMUSG00000038451	ENSMUST00000052727	AC002393_geneC9_at
ENSMUSG00000038451	ENSMUST00000130160	AC002393_geneC9_at
ENSMUSG00000038451	ENSMUST00000112473	AC002393_geneC9_at
ENSMUSG00000101932	ENSMUST00000174543	aa245578_s_at
ENSMUSG00000041571	ENSMUST00000044355	af015284_s_at
ENSMUSG00000033763	ENSMUST00000052457	aa204106_s_at
ENSMUSG00000021764	ENSMUST00000022286	aa590675_s_at
ENSMUSG00000021764	ENSMUST00000232101	aa590675_s_at
ENSMUSG00000021764	ENSMUST00000225707	aa590675_s_at
ENSMUSG00000021764	ENSMUST00000225035	aa590675_s_at
ENSMUSG00000026482	ENSMUST00000111859	U14103_s_at
ENSMUSG00000026482	ENSMUST00000027760	U14103_s_at
ENSMUSG00000026482	ENSMUST00000111857	U14103_s_at
ENSMUSG00000075053	ENSMUST00000099736	u30839_s_at
ENSMUSG00000090088	ENSMUST00000162062	aa546654_s_at
ENSMUSG00000019848	ENSMUST00000019994	aa682104_rc_at
ENSMUSG00000019848	ENSMUST00000019994	AA210313_at
ENSMUSG00000019848	ENSMUST00000161803	aa682104_rc_at
ENSMUSG00000019848	ENSMUST00000161803	AA210313_at
ENSMUSG00000090892	ENSMUST00000168807	AF011424_s_at
ENSMUSG00000025190	ENSMUST00000026196	j02623_s_at
ENSMUSG00000025190	ENSMUST00000133325	j02623_s_at
ENSMUSG00000025190	ENSMUST00000132504	j02623_s_at
ENSMUSG00000003031	ENSMUST00000067327	AA274696_s_at
ENSMUSG00000003031	ENSMUST00000003115	AA274696_s_at
ENSMUSG00000003031	ENSMUST00000204807	AA274696_s_at
ENSMUSG00000006299	ENSMUST00000006462	aa020104_s_at
ENSMUSG00000006299	ENSMUST00000186833	aa020104_s_at
ENSMUSG00000006299	ENSMUST00000178235	aa020104_s_at
ENSMUSG00000006299	ENSMUST00000187046	aa020104_s_at
ENSMUSG00000006299	ENSMUST00000191258	aa020104_s_at
ENSMUSG00000025278	ENSMUST00000052678	c80099_rc_f_at
ENSMUSG00000045896	ENSMUST00000058383	aa615145_f_at
ENSMUSG00000021662	ENSMUST00000238746	U73199_s_at
ENSMUSG00000021662	ENSMUST00000109426	U73199_s_at
ENSMUSG00000021662	ENSMUST00000225884	U73199_s_at
ENSMUSG00000021662	ENSMUST00000225663	U73199_s_at
ENSMUSG00000033161	ENSMUST00000036493	aa105755_at
ENSMUSG00000020697	ENSMUST00000092849	u66058_s_at
ENSMUSG00000020697	ENSMUST00000092849	aa154376_s_at
ENSMUSG00000020697	ENSMUST00000173347	u66058_s_at
ENSMUSG00000020697	ENSMUST00000173727	u66058_s_at
ENSMUSG00000020697	ENSMUST00000173722	u66058_s_at
ENSMUSG00000020697	ENSMUST00000173722	aa154376_s_at
ENSMUSG00000020697	ENSMUST00000021039	u66058_s_at
ENSMUSG00000020697	ENSMUST00000021039	aa154376_s_at
ENSMUSG00000042286	ENSMUST00000160024	aa286479_s_at
ENSMUSG00000042286	ENSMUST00000159480	aa286479_s_at
ENSMUSG00000042286	ENSMUST00000162169	aa286479_s_at
ENSMUSG00000042286	ENSMUST00000036618	aa286479_s_at
ENSMUSG00000042286	ENSMUST00000159208	aa286479_s_at
ENSMUSG00000042286	ENSMUST00000161129	aa286479_s_at
ENSMUSG00000042286	ENSMUST00000160720	aa286479_s_at
ENSMUSG00000042286	ENSMUST00000161631	aa286479_s_at
ENSMUSG00000026932	ENSMUST00000114159	AA521958_at
ENSMUSG00000026932	ENSMUST00000028300	AA521958_at
ENSMUSG00000070844	ENSMUST00000233668	af011415_at
ENSMUSG00000070844	ENSMUST00000233668	AF011424_s_at
ENSMUSG00000070844	ENSMUST00000086282	af011415_at
ENSMUSG00000070844	ENSMUST00000086282	AF011424_s_at
ENSMUSG00000070844	ENSMUST00000146278	af011415_at
ENSMUSG00000070844	ENSMUST00000146278	AF011424_s_at
ENSMUSG00000070844	ENSMUST00000142934	af011415_at
ENSMUSG00000070844	ENSMUST00000142934	AF011424_s_at
ENSMUSG00000020802	ENSMUST00000082152	U20780_s_at
ENSMUSG00000020802	ENSMUST00000147851	U20780_s_at
ENSMUSG00000093918	ENSMUST00000189592	u36929_s_at
ENSMUSG00000093918	ENSMUST00000179508	u36929_s_at
ENSMUSG00000020863	ENSMUST00000166312	aa544755_s_at
ENSMUSG00000020863	ENSMUST00000132623	aa544755_s_at
ENSMUSG00000020863	ENSMUST00000107821	aa544755_s_at
ENSMUSG00000020863	ENSMUST00000021226	aa544755_s_at
ENSMUSG00000020863	ENSMUST00000107820	aa544755_s_at
ENSMUSG00000020863	ENSMUST00000138369	aa544755_s_at
ENSMUSG00000094511	ENSMUST00000186047	u36929_s_at
ENSMUSG00000094511	ENSMUST00000178531	u36929_s_at
ENSMUSG00000075376	ENSMUST00000112934	AA290183_f_at
ENSMUSG00000075376	ENSMUST00000125619	AA290183_f_at
ENSMUSG00000075376	ENSMUST00000100143	AA290183_f_at
ENSMUSG00000041560	ENSMUST00000044158	aa511120_g_at
ENSMUSG00000041560	ENSMUST00000197477	aa511120_g_at
ENSMUSG00000041560	ENSMUST00000197477	aa511120_at
ENSMUSG00000041560	ENSMUST00000198688	aa511120_g_at
ENSMUSG00000104737	ENSMUST00000197360	aa105755_at
ENSMUSG00000024446	ENSMUST00000077535	aa050051_s_at
ENSMUSG00000024446	ENSMUST00000173486	aa050051_s_at
ENSMUSG00000024446	ENSMUST00000025319	aa050051_s_at
ENSMUSG00000024446	ENSMUST00000173122	aa050051_s_at
ENSMUSG00000024446	ENSMUST00000172573	aa050051_s_at
ENSMUSG00000024446	ENSMUST00000174824	aa050051_s_at
ENSMUSG00000028926	ENSMUST00000115451	af033655_at
ENSMUSG00000028926	ENSMUST00000030763	af033655_at
ENSMUSG00000027176	ENSMUST00000028599	aa265357_f_at
ENSMUSG00000027176	ENSMUST00000131761	aa265357_f_at
ENSMUSG00000027176	ENSMUST00000126539	aa265357_f_at
ENSMUSG00000020076	ENSMUST00000218304	aa272436_s_at
ENSMUSG00000020076	ENSMUST00000020270	aa272436_s_at
ENSMUSG00000020076	ENSMUST00000218372	aa272436_s_at
ENSMUSG00000020076	ENSMUST00000218372	aa409913_at
ENSMUSG00000020076	ENSMUST00000218224	aa409913_at
ENSMUSG00000041231	ENSMUST00000102795	aa277168_s_at
ENSMUSG00000041231	ENSMUST00000151875	aa277168_s_at
ENSMUSG00000041231	ENSMUST00000129054	aa277168_s_at
ENSMUSG00000041231	ENSMUST00000136709	aa277168_s_at
ENSMUSG00000041231	ENSMUST00000156551	aa277168_s_at
ENSMUSG00000096177	ENSMUST00000177599	M20632_f_at
ENSMUSG00000042165	ENSMUST00000192538	aa271499_s_at
ENSMUSG00000042165	ENSMUST00000047300	aa271499_s_at
ENSMUSG00000034460	ENSMUST00000043208	d50418_s_at
ENSMUSG00000034460	ENSMUST00000175693	d50418_s_at
ENSMUSG00000024404	ENSMUST00000025270	aa186025_s_at
ENSMUSG00000024404	ENSMUST00000234148	aa186025_s_at
ENSMUSG00000024404	ENSMUST00000234931	aa408384_rc_s_at
ENSMUSG00000024404	ENSMUST00000235084	aa186025_s_at
ENSMUSG00000024404	ENSMUST00000235106	aa408384_rc_s_at
ENSMUSG00000024404	ENSMUST00000234762	aa186025_s_at
ENSMUSG00000024404	ENSMUST00000234006	aa186025_s_at
ENSMUSG00000039616	ENSMUST00000068006	C77687_rc_at
ENSMUSG00000037902	ENSMUST00000161620	d87967_s_at
ENSMUSG00000037902	ENSMUST00000103203	d87967_s_at
ENSMUSG00000037902	ENSMUST00000103202	d87967_s_at
ENSMUSG00000037902	ENSMUST00000049262	d87967_s_at
ENSMUSG00000037902	ENSMUST00000160952	d87967_s_at
ENSMUSG00000037902	ENSMUST00000160276	d87967_s_at
ENSMUSG00000037902	ENSMUST00000099113	d87967_s_at
ENSMUSG00000037902	ENSMUST00000179001	d87967_s_at
ENSMUSG00000020528	ENSMUST00000151966	c77827_rc_g_at
ENSMUSG00000020528	ENSMUST00000151966	c77827_rc_at
ENSMUSG00000020528	ENSMUST00000004955	c77827_rc_g_at
ENSMUSG00000020528	ENSMUST00000004955	c77827_rc_at
ENSMUSG00000020528	ENSMUST00000168115	c77827_rc_g_at
ENSMUSG00000020528	ENSMUST00000168115	c77827_rc_at
ENSMUSG00000057113	ENSMUST00000075641	M33212_s_at
ENSMUSG00000057113	ENSMUST00000093201	M33212_s_at
ENSMUSG00000057113	ENSMUST00000141881	M33212_s_at
ENSMUSG00000063133	ENSMUST00000078835	m18608_at
ENSMUSG00000038274	ENSMUST00000178310	l33715_f_at
ENSMUSG00000038274	ENSMUST00000237859	l33715_f_at
ENSMUSG00000038274	ENSMUST00000043074	l33715_f_at
ENSMUSG00000038274	ENSMUST00000236336	l33715_f_at
ENSMUSG00000038274	ENSMUST00000236021	l33715_f_at
ENSMUSG00000038274	ENSMUST00000236976	l33715_f_at
ENSMUSG00000038274	ENSMUST00000236217	l33715_f_at
ENSMUSG00000038274	ENSMUST00000237840	l33715_f_at
ENSMUSG00000038274	ENSMUST00000179142	l33715_f_at
ENSMUSG00000054309	ENSMUST00000067284	aa266888_s_at
ENSMUSG00000054309	ENSMUST00000221042	aa266888_s_at
ENSMUSG00000054309	ENSMUST00000220665	aa266888_s_at
ENSMUSG00000059042	ENSMUST00000081399	m17962_i_at
ENSMUSG00000059042	ENSMUST00000081399	m17962_f_at
ENSMUSG00000095948	ENSMUST00000190283	u36929_s_at
ENSMUSG00000095948	ENSMUST00000188091	u36929_s_at
ENSMUSG00000095948	ENSMUST00000180310	u36929_s_at
ENSMUSG00000112690	ENSMUST00000220144	aa048668_at
ENSMUSG00000093987	ENSMUST00000187277	u36929_s_at
ENSMUSG00000093987	ENSMUST00000169382	u36929_s_at
ENSMUSG00000032033	ENSMUST00000116615	L77900_s_at
ENSMUSG00000079033	ENSMUST00000163756	D50311_s_at
ENSMUSG00000079033	ENSMUST00000110146	D50311_s_at
ENSMUSG00000079033	ENSMUST00000110143	D50311_s_at
ENSMUSG00000023949	ENSMUST00000233588	M28821_s_at
ENSMUSG00000023949	ENSMUST00000113547	M28821_s_at
ENSMUSG00000076614	ENSMUST00000194304	J00475_V00785_at
ENSMUSG00000076614	ENSMUST00000194304	J00475_V00785_g_at
ENSMUSG00000076614	ENSMUST00000103420	J00475_V00785_g_at
ENSMUSG00000020700	ENSMUST00000002044	U43187_s_at
ENSMUSG00000020700	ENSMUST00000124449	U43187_s_at
ENSMUSG00000028700	ENSMUST00000120083	aa213318_s_at
ENSMUSG00000028700	ENSMUST00000136855	aa213318_s_at
ENSMUSG00000028700	ENSMUST00000121052	aa213318_s_at
ENSMUSG00000028700	ENSMUST00000106498	aa213318_s_at
ENSMUSG00000028700	ENSMUST00000106496	aa213318_s_at
ENSMUSG00000028700	ENSMUST00000133838	aa213318_s_at
ENSMUSG00000028700	ENSMUST00000155718	aa213318_s_at
ENSMUSG00000028700	ENSMUST00000151325	aa213318_s_at
ENSMUSG00000021629	ENSMUST00000067246	aa409020_rc_at
ENSMUSG00000021629	ENSMUST00000225086	aa409020_rc_at
ENSMUSG00000021629	ENSMUST00000225922	aa409020_rc_at
ENSMUSG00000021629	ENSMUST00000225129	aa409020_rc_at
ENSMUSG00000069516	ENSMUST00000092163	M21050_s_at
ENSMUSG00000021103	ENSMUST00000189644	U35249_s_at
ENSMUSG00000021103	ENSMUST00000021523	U35249_s_at
ENSMUSG00000037805	ENSMUST00000042334	U12403_f_at
ENSMUSG00000037805	ENSMUST00000233427	U12403_f_at
ENSMUSG00000037805	ENSMUST00000233937	U12403_f_at
ENSMUSG00000037805	ENSMUST00000233895	U12403_f_at
ENSMUSG00000037805	ENSMUST00000128758	U12403_f_at
ENSMUSG00000037805	ENSMUST00000233014	U12403_f_at
ENSMUSG00000037805	ENSMUST00000232920	U12403_f_at
ENSMUSG00000037805	ENSMUST00000129935	U12403_f_at
ENSMUSG00000037805	ENSMUST00000152665	U12403_f_at
ENSMUSG00000037805	ENSMUST00000233842	U12403_f_at
ENSMUSG00000037805	ENSMUST00000232867	U12403_f_at
ENSMUSG00000037805	ENSMUST00000233852	U12403_f_at
ENSMUSG00000037805	ENSMUST00000150103	U12403_f_at
ENSMUSG00000037805	ENSMUST00000232770	U12403_f_at
ENSMUSG00000037805	ENSMUST00000143443	U12403_f_at
ENSMUSG00000037805	ENSMUST00000141049	U12403_f_at
ENSMUSG00000069515	ENSMUST00000092162	M21050_s_at
ENSMUSG00000062352	ENSMUST00000232072	AJ001373_s_at
ENSMUSG00000062352	ENSMUST00000076260	AJ001373_s_at
ENSMUSG00000062352	ENSMUST00000173729	AJ001373_s_at
ENSMUSG00000062352	ENSMUST00000172834	AJ001373_s_at
ENSMUSG00000031077	ENSMUST00000033394	u50406_s_at
ENSMUSG00000001127	ENSMUST00000136451	m13071_s_at
ENSMUSG00000001127	ENSMUST00000001155	m13071_s_at
ENSMUSG00000001127	ENSMUST00000128250	m13071_s_at
ENSMUSG00000042784	ENSMUST00000041142	m65132_s_at
ENSMUSG00000042784	ENSMUST00000146844	m65132_s_at
ENSMUSG00000042784	ENSMUST00000139206	m65132_s_at
ENSMUSG00000028532	ENSMUST00000030257	aa611744_g_at
ENSMUSG00000028532	ENSMUST00000030257	aa611744_at
ENSMUSG00000028532	ENSMUST00000123475	aa611744_g_at
ENSMUSG00000028532	ENSMUST00000123475	aa611744_at
ENSMUSG00000028532	ENSMUST00000136430	aa611744_g_at
ENSMUSG00000028532	ENSMUST00000136430	aa611744_at
ENSMUSG00000026942	ENSMUST00000028311	L35303_s_at
ENSMUSG00000026942	ENSMUST00000151742	L35303_s_at
ENSMUSG00000026942	ENSMUST00000114234	L35303_s_at
ENSMUSG00000000579	ENSMUST00000092966	d18279_rc_at
ENSMUSG00000000579	ENSMUST00000092966	M25825_f_at
ENSMUSG00000000579	ENSMUST00000138598	d18279_rc_at
ENSMUSG00000000579	ENSMUST00000138598	M25825_f_at
ENSMUSG00000000579	ENSMUST00000124894	M25825_f_at
ENSMUSG00000048222	ENSMUST00000056732	aa267744_f_at
ENSMUSG00000004947	ENSMUST00000111142	aa426790_s_at
ENSMUSG00000004947	ENSMUST00000111145	aa426790_s_at
ENSMUSG00000004947	ENSMUST00000111144	aa426790_s_at
ENSMUSG00000004947	ENSMUST00000125827	aa426790_s_at
ENSMUSG00000004947	ENSMUST00000005072	aa426790_s_at
ENSMUSG00000004947	ENSMUST00000142041	aa426790_s_at
ENSMUSG00000076615	ENSMUST00000223179	d78343-2_at
ENSMUSG00000024924	ENSMUST00000164509	AA409042_rc_at
ENSMUSG00000024924	ENSMUST00000164509	u06670_s_at
ENSMUSG00000024924	ENSMUST00000172302	u06670_s_at
ENSMUSG00000024924	ENSMUST00000047645	u06670_s_at
ENSMUSG00000024924	ENSMUST00000167487	AA409042_rc_at
ENSMUSG00000024924	ENSMUST00000167487	u06670_s_at
ENSMUSG00000024924	ENSMUST00000025866	AA409042_rc_at
ENSMUSG00000024924	ENSMUST00000025866	u06670_s_at
ENSMUSG00000001918	ENSMUST00000108496	l42115_s_at
ENSMUSG00000001918	ENSMUST00000127401	l42115_s_at
ENSMUSG00000062825	ENSMUST00000071555	m21495_f_at
ENSMUSG00000062825	ENSMUST00000062147	m21495_f_at
ENSMUSG00000062825	ENSMUST00000131103	m21495_f_at
ENSMUSG00000062825	ENSMUST00000128055	m21495_f_at
ENSMUSG00000062825	ENSMUST00000141406	m21495_f_at
ENSMUSG00000062825	ENSMUST00000156343	m21495_f_at
ENSMUSG00000062825	ENSMUST00000144868	m21495_f_at
ENSMUSG00000062825	ENSMUST00000106215	m21495_f_at
ENSMUSG00000029309	ENSMUST00000031249	u64827_s_at
ENSMUSG00000028082	ENSMUST00000238443	d89677_s_at
ENSMUSG00000028082	ENSMUST00000238331	d89677_s_at
ENSMUSG00000028082	ENSMUST00000238222	d89677_s_at
