Gene stable ID	Transcript stable ID	AFFY MG U74C probe
ENSMUSG00000024778	ENSMUST00000235232	AFFX-MurFAS_at
ENSMUSG00000118504	ENSMUST00000239076	130531_at
ENSMUSG00000083106	ENSMUST00000121644	130041_f_at
ENSMUSG00000027942	ENSMUST00000159064	130531_at
ENSMUSG00000027942	ENSMUST00000160640	130531_at
ENSMUSG00000027942	ENSMUST00000159202	130531_at
ENSMUSG00000027942	ENSMUST00000029552	130531_at
ENSMUSG00000027942	ENSMUST00000162114	130531_at
ENSMUSG00000027942	ENSMUST00000162595	130531_at
ENSMUSG00000027942	ENSMUST00000068798	130531_at
ENSMUSG00000027942	ENSMUST00000161918	130531_at
ENSMUSG00000027942	ENSMUST00000161874	130531_at
ENSMUSG00000024231	ENSMUST00000025073	136193_i_at
ENSMUSG00000024231	ENSMUST00000025073	136194_f_at
ENSMUSG00000024231	ENSMUST00000080089	136193_i_at
ENSMUSG00000024231	ENSMUST00000080089	136194_f_at
ENSMUSG00000024231	ENSMUST00000162301	136193_i_at
ENSMUSG00000024231	ENSMUST00000162301	136194_f_at
ENSMUSG00000024231	ENSMUST00000159443	136193_i_at
ENSMUSG00000024231	ENSMUST00000159443	136194_f_at
ENSMUSG00000116640	ENSMUST00000231404	134064_at
ENSMUSG00000040177	ENSMUST00000059438	136686_at
ENSMUSG00000027272	ENSMUST00000028728	140675_s_at
ENSMUSG00000027272	ENSMUST00000153868	140675_s_at
ENSMUSG00000039224	ENSMUST00000045108	134016_f_at
ENSMUSG00000025036	ENSMUST00000237310	130673_at
ENSMUSG00000025036	ENSMUST00000026011	130673_at
ENSMUSG00000048070	ENSMUST00000123434	129166_at
ENSMUSG00000003309	ENSMUST00000213762	135578_at
ENSMUSG00000085926	ENSMUST00000138819	132802_at
ENSMUSG00000097558	ENSMUST00000181307	133666_at
ENSMUSG00000114785	ENSMUST00000223843	128852_at
ENSMUSG00000040760	ENSMUST00000036570	129436_at
ENSMUSG00000046808	ENSMUST00000156937	133730_at
ENSMUSG00000001496	ENSMUST00000178477	134379_r_at
ENSMUSG00000001496	ENSMUST00000001536	134379_r_at
ENSMUSG00000020636	ENSMUST00000110917	131272_at
ENSMUSG00000020636	ENSMUST00000020965	131272_at
ENSMUSG00000044453	ENSMUST00000052700	134691_at
ENSMUSG00000102959	ENSMUST00000192763	129034_at
ENSMUSG00000070407	ENSMUST00000094103	129086_at
ENSMUSG00000104917	ENSMUST00000200537	133981_at
ENSMUSG00000041695	ENSMUST00000042970	134778_at
ENSMUSG00000029419	ENSMUST00000114217	139232_at
ENSMUSG00000029419	ENSMUST00000191602	139232_at
ENSMUSG00000029419	ENSMUST00000188161	139232_at
ENSMUSG00000072618	ENSMUST00000100713	139139_at
ENSMUSG00000084041	ENSMUST00000118827	130041_f_at
ENSMUSG00000051098	ENSMUST00000057598	134226_r_at
ENSMUSG00000051098	ENSMUST00000057598	134225_i_at
ENSMUSG00000022751	ENSMUST00000023432	135689_at
ENSMUSG00000022751	ENSMUST00000231733	135689_at
ENSMUSG00000022751	ENSMUST00000231855	135689_at
ENSMUSG00000087150	ENSMUST00000131176	132397_at
ENSMUSG00000105867	ENSMUST00000197216	133131_at
ENSMUSG00000037855	ENSMUST00000064656	133146_at
ENSMUSG00000037855	ENSMUST00000132870	133146_at
ENSMUSG00000078131	ENSMUST00000104930	133996_at
ENSMUSG00000049809	ENSMUST00000062683	140427_at
ENSMUSG00000032714	ENSMUST00000040580	136429_f_at
ENSMUSG00000043279	ENSMUST00000054384	131166_at
ENSMUSG00000112417	ENSMUST00000219095	133503_at
ENSMUSG00000055943	ENSMUST00000069747	134182_at
ENSMUSG00000055943	ENSMUST00000069747	135772_at
ENSMUSG00000028207	ENSMUST00000103004	134116_at
ENSMUSG00000028207	ENSMUST00000038564	134116_at
ENSMUSG00000027285	ENSMUST00000028741	141084_at
ENSMUSG00000027285	ENSMUST00000124187	141084_at
ENSMUSG00000027285	ENSMUST00000110706	141084_at
ENSMUSG00000043671	ENSMUST00000051377	130840_at
ENSMUSG00000046556	ENSMUST00000057717	131366_f_at
ENSMUSG00000021179	ENSMUST00000021596	130739_at
ENSMUSG00000021179	ENSMUST00000223314	130739_at
ENSMUSG00000069670	ENSMUST00000191234	133143_at
ENSMUSG00000032908	ENSMUST00000036172	136288_at
ENSMUSG00000034371	ENSMUST00000236950	136565_at
ENSMUSG00000034371	ENSMUST00000236121	136565_at
ENSMUSG00000034371	ENSMUST00000236607	136565_at
ENSMUSG00000034371	ENSMUST00000037678	136565_at
ENSMUSG00000069476	ENSMUST00000074813	130664_r_at
ENSMUSG00000069476	ENSMUST00000178159	130664_r_at
ENSMUSG00000034687	ENSMUST00000036019	139485_at
ENSMUSG00000041674	ENSMUST00000143550	133744_at
ENSMUSG00000041674	ENSMUST00000142282	133744_at
ENSMUSG00000022974	ENSMUST00000150397	134422_r_at
ENSMUSG00000045318	ENSMUST00000049545	133145_at
ENSMUSG00000025318	ENSMUST00000167439	136250_at
ENSMUSG00000028886	ENSMUST00000081726	132685_g_at
ENSMUSG00000028886	ENSMUST00000020197	132685_g_at
ENSMUSG00000028886	ENSMUST00000180250	132685_g_at
ENSMUSG00000028886	ENSMUST00000079157	132685_g_at
ENSMUSG00000039826	ENSMUST00000156846	130740_at
ENSMUSG00000039826	ENSMUST00000048044	130740_at
ENSMUSG00000039826	ENSMUST00000176167	130740_at
ENSMUSG00000097702	ENSMUST00000181041	139145_at
ENSMUSG00000101133	ENSMUST00000190865	132410_at
ENSMUSG00000101133	ENSMUST00000190732	132410_at
ENSMUSG00000006362	ENSMUST00000127984	133322_s_at
ENSMUSG00000032411	ENSMUST00000165120	130977_at
ENSMUSG00000032411	ENSMUST00000034982	130977_at
ENSMUSG00000032411	ENSMUST00000188008	130977_at
ENSMUSG00000032411	ENSMUST00000188750	130977_at
ENSMUSG00000032411	ENSMUST00000185644	130977_at
ENSMUSG00000032411	ENSMUST00000179416	130977_at
ENSMUSG00000032411	ENSMUST00000189606	130977_at
ENSMUSG00000032411	ENSMUST00000179065	130977_at
ENSMUSG00000032411	ENSMUST00000165768	130977_at
ENSMUSG00000024299	ENSMUST00000173931	139528_r_at
ENSMUSG00000024299	ENSMUST00000087623	139528_r_at
ENSMUSG00000024299	ENSMUST00000173241	139528_r_at
ENSMUSG00000024299	ENSMUST00000234715	139528_r_at
ENSMUSG00000024299	ENSMUST00000174170	139528_r_at
ENSMUSG00000024299	ENSMUST00000173030	139528_r_at
ENSMUSG00000024299	ENSMUST00000234497	139528_r_at
ENSMUSG00000024299	ENSMUST00000173013	139528_r_at
ENSMUSG00000024299	ENSMUST00000172922	139528_r_at
ENSMUSG00000024299	ENSMUST00000174348	139528_r_at
ENSMUSG00000024299	ENSMUST00000234108	139528_r_at
ENSMUSG00000024299	ENSMUST00000173813	139528_r_at
ENSMUSG00000035131	ENSMUST00000074622	128831_at
ENSMUSG00000035131	ENSMUST00000128345	128831_at
ENSMUSG00000035131	ENSMUST00000166814	128831_at
ENSMUSG00000049939	ENSMUST00000062304	136244_at
ENSMUSG00000099964	ENSMUST00000185686	138114_at
ENSMUSG00000058260	ENSMUST00000058464	134373_at
ENSMUSG00000094840	ENSMUST00000196391	136084_at
ENSMUSG00000094840	ENSMUST00000179412	136084_at
ENSMUSG00000063232	ENSMUST00000120251	137551_at
ENSMUSG00000063232	ENSMUST00000074693	137551_at
ENSMUSG00000037400	ENSMUST00000200445	138544_at
ENSMUSG00000037400	ENSMUST00000196700	138544_at
ENSMUSG00000037400	ENSMUST00000029257	138544_at
ENSMUSG00000037400	ENSMUST00000199892	138544_at
ENSMUSG00000037400	ENSMUST00000198599	138544_at
ENSMUSG00000024989	ENSMUST00000236044	137093_at
ENSMUSG00000024989	ENSMUST00000096096	137093_at
ENSMUSG00000024989	ENSMUST00000169673	137093_at
ENSMUSG00000024989	ENSMUST00000237408	137093_at
ENSMUSG00000024989	ENSMUST00000116506	137093_at
ENSMUSG00000097039	ENSMUST00000182075	129254_at
ENSMUSG00000003604	ENSMUST00000003705	132805_at
ENSMUSG00000036893	ENSMUST00000207383	134238_at
ENSMUSG00000036893	ENSMUST00000152325	134238_at
ENSMUSG00000038074	ENSMUST00000154907	135223_at
ENSMUSG00000044734	ENSMUST00000221967	136436_at
ENSMUSG00000009470	ENSMUST00000109399	130424_at
ENSMUSG00000009470	ENSMUST00000109399	133701_at
ENSMUSG00000009470	ENSMUST00000109401	130424_at
ENSMUSG00000009470	ENSMUST00000109401	133701_at
ENSMUSG00000016520	ENSMUST00000016664	133369_at
ENSMUSG00000092564	ENSMUST00000172526	137603_f_at
ENSMUSG00000092564	ENSMUST00000174467	137603_f_at
ENSMUSG00000092090	ENSMUST00000164104	133132_at
ENSMUSG00000042492	ENSMUST00000120705	129427_at
ENSMUSG00000042492	ENSMUST00000205620	129427_at
ENSMUSG00000042492	ENSMUST00000153857	129427_at
ENSMUSG00000042492	ENSMUST00000124240	129427_at
ENSMUSG00000042492	ENSMUST00000137987	129427_at
ENSMUSG00000042492	ENSMUST00000147520	129427_at
ENSMUSG00000042492	ENSMUST00000138219	129427_at
ENSMUSG00000110215	ENSMUST00000210719	129054_i_at
ENSMUSG00000097715	ENSMUST00000223146	140840_at
ENSMUSG00000097715	ENSMUST00000221825	140840_at
ENSMUSG00000053024	ENSMUST00000189528	131702_at
ENSMUSG00000053024	ENSMUST00000188065	131702_at
ENSMUSG00000053024	ENSMUST00000086521	131702_at
ENSMUSG00000089901	ENSMUST00000160298	133370_at
ENSMUSG00000038152	ENSMUST00000038032	139497_at
ENSMUSG00000038152	ENSMUST00000189843	139497_at
ENSMUSG00000025963	ENSMUST00000114094	133876_i_at
ENSMUSG00000025963	ENSMUST00000114094	133877_f_at
ENSMUSG00000010021	ENSMUST00000084368	131317_at
ENSMUSG00000010021	ENSMUST00000138340	131317_at
ENSMUSG00000010021	ENSMUST00000134165	131317_at
ENSMUSG00000039686	ENSMUST00000154231	138113_at
ENSMUSG00000039686	ENSMUST00000133354	138113_at
ENSMUSG00000039686	ENSMUST00000131858	138113_at
ENSMUSG00000039686	ENSMUST00000149818	138113_at
ENSMUSG00000058328	ENSMUST00000078574	133850_at
ENSMUSG00000058328	ENSMUST00000114521	133850_at
ENSMUSG00000058328	ENSMUST00000114520	133850_at
ENSMUSG00000058328	ENSMUST00000179600	133850_at
ENSMUSG00000033282	ENSMUST00000047783	136226_at
ENSMUSG00000033282	ENSMUST00000047783	133928_at
ENSMUSG00000033282	ENSMUST00000139113	136226_at
ENSMUSG00000033282	ENSMUST00000139113	133928_at
ENSMUSG00000110076	ENSMUST00000210180	129054_i_at
ENSMUSG00000107096	ENSMUST00000201992	138150_at
ENSMUSG00000107096	ENSMUST00000201650	138150_at
ENSMUSG00000107096	ENSMUST00000202860	138150_at
ENSMUSG00000052403	ENSMUST00000155684	134201_at
ENSMUSG00000046215	ENSMUST00000057870	139250_at
ENSMUSG00000022659	ENSMUST00000023339	130182_at
ENSMUSG00000031506	ENSMUST00000049449	135612_at
ENSMUSG00000031506	ENSMUST00000167080	135612_at
ENSMUSG00000058402	ENSMUST00000145952	128783_at
ENSMUSG00000058402	ENSMUST00000057652	128783_at
ENSMUSG00000054720	ENSMUST00000067924	136149_at
ENSMUSG00000104781	ENSMUST00000200133	133353_at
ENSMUSG00000028218	ENSMUST00000126808	132808_at
ENSMUSG00000064061	ENSMUST00000147358	130413_at
ENSMUSG00000064061	ENSMUST00000121869	130413_at
ENSMUSG00000064061	ENSMUST00000139350	130413_at
ENSMUSG00000064061	ENSMUST00000114516	130413_at
ENSMUSG00000064061	ENSMUST00000123961	130413_at
ENSMUSG00000019810	ENSMUST00000121465	135313_at
ENSMUSG00000048371	ENSMUST00000059588	134198_at
ENSMUSG00000028519	ENSMUST00000106830	129225_at
ENSMUSG00000060913	ENSMUST00000195744	134330_at
ENSMUSG00000114220	ENSMUST00000225181	136127_at
ENSMUSG00000026940	ENSMUST00000129520	134128_at
ENSMUSG00000036403	ENSMUST00000130651	130125_at
ENSMUSG00000036403	ENSMUST00000121979	130125_at
ENSMUSG00000036403	ENSMUST00000049060	130125_at
ENSMUSG00000037815	ENSMUST00000236969	139537_at
ENSMUSG00000015087	ENSMUST00000146012	134128_at
ENSMUSG00000015087	ENSMUST00000140635	134128_at
ENSMUSG00000015087	ENSMUST00000140785	134128_at
ENSMUSG00000048528	ENSMUST00000054562	141010_at
ENSMUSG00000113429	ENSMUST00000220757	135802_at
ENSMUSG00000052337	ENSMUST00000167244	133126_at
ENSMUSG00000052337	ENSMUST00000167244	129319_f_at
ENSMUSG00000043157	ENSMUST00000055159	134631_at
ENSMUSG00000043157	ENSMUST00000055159	134632_at
ENSMUSG00000043157	ENSMUST00000224727	134631_at
ENSMUSG00000043157	ENSMUST00000224727	134632_at
ENSMUSG00000066406	ENSMUST00000207750	140419_at
ENSMUSG00000066406	ENSMUST00000166315	140419_at
ENSMUSG00000035829	ENSMUST00000040324	137090_at
ENSMUSG00000035829	ENSMUST00000189694	137090_at
ENSMUSG00000028890	ENSMUST00000106193	137989_s_at
ENSMUSG00000028890	ENSMUST00000138807	137989_s_at
ENSMUSG00000028890	ENSMUST00000147452	137989_s_at
ENSMUSG00000028890	ENSMUST00000147452	137990_r_at
ENSMUSG00000028890	ENSMUST00000175875	137989_s_at
ENSMUSG00000028890	ENSMUST00000175875	137990_r_at
ENSMUSG00000028890	ENSMUST00000030723	137989_s_at
ENSMUSG00000044452	ENSMUST00000061586	140768_at
ENSMUSG00000044452	ENSMUST00000206615	140768_at
ENSMUSG00000044452	ENSMUST00000187282	140768_at
ENSMUSG00000071862	ENSMUST00000091636	138071_at
ENSMUSG00000104394	ENSMUST00000193542	129283_at
ENSMUSG00000020545	ENSMUST00000222145	134552_f_at
ENSMUSG00000050189	ENSMUST00000057134	135654_at
ENSMUSG00000109536	ENSMUST00000208498	141101_at
ENSMUSG00000109536	ENSMUST00000208498	130598_at
ENSMUSG00000036377	ENSMUST00000238963	130957_f_at
ENSMUSG00000036377	ENSMUST00000121160	130957_f_at
ENSMUSG00000036377	ENSMUST00000120639	130957_f_at
ENSMUSG00000036377	ENSMUST00000163347	130957_f_at
ENSMUSG00000086108	ENSMUST00000146366	129864_at
ENSMUSG00000031922	ENSMUST00000034398	138562_at
ENSMUSG00000031922	ENSMUST00000148086	138562_at
ENSMUSG00000031922	ENSMUST00000124883	138562_at
ENSMUSG00000031922	ENSMUST00000150893	138562_at
ENSMUSG00000031922	ENSMUST00000151878	138562_at
ENSMUSG00000031922	ENSMUST00000147115	138562_at
ENSMUSG00000031922	ENSMUST00000131425	138562_at
ENSMUSG00000031922	ENSMUST00000134746	138562_at
ENSMUSG00000033623	ENSMUST00000046975	139044_at
ENSMUSG00000028059	ENSMUST00000177091	135415_at
ENSMUSG00000047710	ENSMUST00000051870	135441_at
ENSMUSG00000047710	ENSMUST00000128557	135441_at
ENSMUSG00000039989	ENSMUST00000026665	138110_at
ENSMUSG00000085909	ENSMUST00000155156	136087_at
ENSMUSG00000039158	ENSMUST00000035724	132150_at
ENSMUSG00000037752	ENSMUST00000045550	138121_at
ENSMUSG00000037752	ENSMUST00000045550	132110_s_at
ENSMUSG00000037752	ENSMUST00000150104	132110_s_at
ENSMUSG00000086363	ENSMUST00000145801	138990_at
ENSMUSG00000055963	ENSMUST00000183345	130804_at
ENSMUSG00000055963	ENSMUST00000156536	130804_at
ENSMUSG00000034488	ENSMUST00000081769	133116_at
ENSMUSG00000034488	ENSMUST00000081769	135743_at
ENSMUSG00000034488	ENSMUST00000043111	133116_at
ENSMUSG00000034488	ENSMUST00000043111	135743_at
ENSMUSG00000110618	ENSMUST00000212253	137590_at
ENSMUSG00000021373	ENSMUST00000021802	139234_at
ENSMUSG00000021373	ENSMUST00000119341	139234_at
ENSMUSG00000028948	ENSMUST00000131696	129269_at
ENSMUSG00000028948	ENSMUST00000084116	129269_at
ENSMUSG00000100009	ENSMUST00000191409	131703_at
ENSMUSG00000100009	ENSMUST00000190991	131703_at
ENSMUSG00000097595	ENSMUST00000209767	140948_at
ENSMUSG00000097595	ENSMUST00000211184	140948_at
ENSMUSG00000039563	ENSMUST00000149687	130659_at
ENSMUSG00000039563	ENSMUST00000149687	137327_f_at
ENSMUSG00000039563	ENSMUST00000122882	137326_i_at
ENSMUSG00000039563	ENSMUST00000122882	137327_f_at
ENSMUSG00000039563	ENSMUST00000122882	138117_at
ENSMUSG00000039563	ENSMUST00000044964	137326_i_at
ENSMUSG00000039563	ENSMUST00000044964	137327_f_at
ENSMUSG00000039563	ENSMUST00000044964	138117_at
ENSMUSG00000097438	ENSMUST00000181666	135329_at
ENSMUSG00000029196	ENSMUST00000031097	134206_f_at
ENSMUSG00000046245	ENSMUST00000058897	129293_at
ENSMUSG00000046245	ENSMUST00000130460	129293_at
ENSMUSG00000029138	ENSMUST00000202441	129237_at
ENSMUSG00000029138	ENSMUST00000031020	129237_at
ENSMUSG00000098682	ENSMUST00000228153	135721_at
ENSMUSG00000064280	ENSMUST00000115245	129089_at
ENSMUSG00000044912	ENSMUST00000221220	135696_f_at
ENSMUSG00000044912	ENSMUST00000110451	135696_f_at
ENSMUSG00000044912	ENSMUST00000238790	135696_f_at
ENSMUSG00000084878	ENSMUST00000135958	135345_f_at
ENSMUSG00000063632	ENSMUST00000079063	130532_at
ENSMUSG00000028099	ENSMUST00000029741	131197_at
ENSMUSG00000028099	ENSMUST00000154679	131197_at
ENSMUSG00000037709	ENSMUST00000089860	139041_at
ENSMUSG00000037709	ENSMUST00000173193	139041_at
ENSMUSG00000098037	ENSMUST00000182585	133265_at
ENSMUSG00000079112	ENSMUST00000110741	129400_at
ENSMUSG00000020070	ENSMUST00000143594	138994_f_at
ENSMUSG00000020070	ENSMUST00000131718	138994_f_at
ENSMUSG00000020070	ENSMUST00000122231	138994_f_at
ENSMUSG00000030849	ENSMUST00000120187	135404_at
ENSMUSG00000030849	ENSMUST00000153166	135404_at
ENSMUSG00000030849	ENSMUST00000117872	135404_at
ENSMUSG00000030849	ENSMUST00000122054	135404_at
ENSMUSG00000030849	ENSMUST00000208844	135404_at
ENSMUSG00000064202	ENSMUST00000175647	129395_at
ENSMUSG00000064202	ENSMUST00000025872	129395_at
ENSMUSG00000064202	ENSMUST00000162110	129395_at
ENSMUSG00000064202	ENSMUST00000159655	129395_at
ENSMUSG00000064202	ENSMUST00000164777	129395_at
ENSMUSG00000064202	ENSMUST00000160542	129395_at
ENSMUSG00000003662	ENSMUST00000003759	130959_at
ENSMUSG00000003662	ENSMUST00000143575	130959_at
ENSMUSG00000003662	ENSMUST00000174863	130959_at
ENSMUSG00000098024	ENSMUST00000182590	132550_at
ENSMUSG00000018486	ENSMUST00000018630	139191_at
ENSMUSG00000018486	ENSMUST00000018630	139189_at
ENSMUSG00000018486	ENSMUST00000018630	139190_g_at
ENSMUSG00000040969	ENSMUST00000147041	138773_r_at
ENSMUSG00000034796	ENSMUST00000134235	130733_f_at
ENSMUSG00000034796	ENSMUST00000037900	130733_f_at
ENSMUSG00000034796	ENSMUST00000131659	130733_f_at
ENSMUSG00000087057	ENSMUST00000130437	128805_at
ENSMUSG00000087057	ENSMUST00000147186	128805_at
ENSMUSG00000028655	ENSMUST00000152308	135540_at
ENSMUSG00000028655	ENSMUST00000030408	135540_at
ENSMUSG00000113895	ENSMUST00000221602	130339_at
ENSMUSG00000031824	ENSMUST00000034281	129100_at
ENSMUSG00000031824	ENSMUST00000108951	129100_at
ENSMUSG00000031824	ENSMUST00000108950	129100_at
ENSMUSG00000031824	ENSMUST00000144682	129100_at
ENSMUSG00000030584	ENSMUST00000108231	133859_at
ENSMUSG00000030584	ENSMUST00000049977	133859_at
ENSMUSG00000030584	ENSMUST00000108230	133859_at
ENSMUSG00000030584	ENSMUST00000138993	133859_at
ENSMUSG00000030584	ENSMUST00000065181	133859_at
ENSMUSG00000030584	ENSMUST00000154222	133859_at
ENSMUSG00000030584	ENSMUST00000142958	133859_at
ENSMUSG00000030584	ENSMUST00000128145	133859_at
ENSMUSG00000030584	ENSMUST00000207677	133859_at
ENSMUSG00000029878	ENSMUST00000221311	138207_f_at
ENSMUSG00000029878	ENSMUST00000072100	138207_f_at
ENSMUSG00000103329	ENSMUST00000195780	132782_r_at
ENSMUSG00000060487	ENSMUST00000100070	134042_at
ENSMUSG00000024576	ENSMUST00000163205	135338_s_at
ENSMUSG00000096971	ENSMUST00000228061	135660_at
ENSMUSG00000096971	ENSMUST00000181739	135660_at
ENSMUSG00000038827	ENSMUST00000045368	131194_at
ENSMUSG00000038827	ENSMUST00000045368	130572_at
ENSMUSG00000038827	ENSMUST00000045368	137550_at
ENSMUSG00000038827	ENSMUST00000131520	131194_at
ENSMUSG00000038827	ENSMUST00000131520	130572_at
ENSMUSG00000038827	ENSMUST00000131520	137550_at
ENSMUSG00000026669	ENSMUST00000102985	134809_at
ENSMUSG00000026669	ENSMUST00000150091	134809_at
ENSMUSG00000026669	ENSMUST00000125349	134809_at
ENSMUSG00000026669	ENSMUST00000139882	134809_at
ENSMUSG00000026669	ENSMUST00000151533	134809_at
ENSMUSG00000046321	ENSMUST00000084628	136659_at
ENSMUSG00000019787	ENSMUST00000095762	140519_at
ENSMUSG00000019787	ENSMUST00000217779	140519_at
ENSMUSG00000019787	ENSMUST00000219211	140519_at
ENSMUSG00000062376	ENSMUST00000074912	128689_at
ENSMUSG00000004500	ENSMUST00000038701	129186_at
ENSMUSG00000004500	ENSMUST00000124387	129186_at
ENSMUSG00000004500	ENSMUST00000128293	129186_at
ENSMUSG00000069237	ENSMUST00000099547	133906_at
ENSMUSG00000045441	ENSMUST00000051065	136186_at
ENSMUSG00000019868	ENSMUST00000154132	141157_at
ENSMUSG00000019868	ENSMUST00000020018	141157_at
ENSMUSG00000019868	ENSMUST00000156398	141157_at
ENSMUSG00000019868	ENSMUST00000149485	141157_at
ENSMUSG00000056004	ENSMUST00000155764	135782_at
ENSMUSG00000056004	ENSMUST00000069538	135782_at
ENSMUSG00000056004	ENSMUST00000115348	135782_at
ENSMUSG00000033594	ENSMUST00000211845	130474_at
ENSMUSG00000033594	ENSMUST00000211845	130473_at
ENSMUSG00000033594	ENSMUST00000166768	130474_at
ENSMUSG00000033594	ENSMUST00000166768	130473_at
ENSMUSG00000033594	ENSMUST00000098327	130474_at
ENSMUSG00000033594	ENSMUST00000212818	130474_at
ENSMUSG00000074274	ENSMUST00000098678	137358_at
ENSMUSG00000074274	ENSMUST00000186424	137358_at
ENSMUSG00000087138	ENSMUST00000123517	129955_at
ENSMUSG00000002871	ENSMUST00000055022	136130_at
ENSMUSG00000002871	ENSMUST00000138415	136130_at
ENSMUSG00000002871	ENSMUST00000204584	136130_at
ENSMUSG00000002871	ENSMUST00000141163	136130_at
ENSMUSG00000002871	ENSMUST00000204765	136130_at
ENSMUSG00000002871	ENSMUST00000135778	136130_at
ENSMUSG00000002871	ENSMUST00000153874	136130_at
ENSMUSG00000002871	ENSMUST00000203694	136130_at
ENSMUSG00000002871	ENSMUST00000203345	136130_at
ENSMUSG00000022305	ENSMUST00000022916	130530_at
ENSMUSG00000022305	ENSMUST00000110305	130530_at
ENSMUSG00000040405	ENSMUST00000081819	131402_at
ENSMUSG00000040405	ENSMUST00000109223	131402_at
ENSMUSG00000040405	ENSMUST00000047568	131402_at
ENSMUSG00000020961	ENSMUST00000052969	129274_at
ENSMUSG00000020961	ENSMUST00000111609	134159_at
ENSMUSG00000026683	ENSMUST00000192248	135371_at
ENSMUSG00000031748	ENSMUST00000125695	129518_r_at
ENSMUSG00000040717	ENSMUST00000035336	133830_at
ENSMUSG00000106357	ENSMUST00000200139	134725_at
ENSMUSG00000053063	ENSMUST00000065289	135501_at
ENSMUSG00000053063	ENSMUST00000133756	135501_at
ENSMUSG00000087155	ENSMUST00000147429	134498_f_at
ENSMUSG00000087155	ENSMUST00000147429	140503_f_at
ENSMUSG00000071671	ENSMUST00000096279	137581_f_at
ENSMUSG00000027015	ENSMUST00000028403	140417_at
ENSMUSG00000020268	ENSMUST00000144164	136452_at
ENSMUSG00000020268	ENSMUST00000141703	136452_at
ENSMUSG00000107008	ENSMUST00000200797	136882_f_at
ENSMUSG00000107008	ENSMUST00000202739	136882_f_at
ENSMUSG00000084883	ENSMUST00000222310	136174_at
ENSMUSG00000067297	ENSMUST00000087357	135536_r_at
ENSMUSG00000067297	ENSMUST00000087357	135535_i_at
ENSMUSG00000028744	ENSMUST00000139840	133873_at
ENSMUSG00000030523	ENSMUST00000085222	134215_at
ENSMUSG00000030523	ENSMUST00000206277	134215_at
ENSMUSG00000030523	ENSMUST00000206263	134215_at
ENSMUSG00000030523	ENSMUST00000206000	134215_at
ENSMUSG00000030523	ENSMUST00000205939	134215_at
ENSMUSG00000038013	ENSMUST00000037480	133509_at
ENSMUSG00000017734	ENSMUST00000109349	132053_at
ENSMUSG00000106847	ENSMUST00000202826	129063_s_at
