ID	ENSEMBL_ID	NAME	DESCRIPTION	SPECIES_ID
566744	ENSOCUG00000019606	SNORD90	Small nucleolar RNA SNORD90 [Source:RFAM;Acc:RF00579]	9986
566745	ENSOCUG00000019611	SNORD115	Small nucleolar RNA SNORD115 [Source:RFAM;Acc:RF00105]	9986
566746	ENSOCUG00000019613	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	9986
566747	ENSOCUG00000019617	SNORD48	Small nucleolar RNA SNORD48 [Source:RFAM;Acc:RF00282]	9986
566748	ENSOCUG00000019619	SNORA63	Small nucleolar RNA SNORA63 [Source:RFAM;Acc:RF00092]	9986
566749	ENSOCUG00000019620	SNORD57	Small nucleolar RNA SNORD57 [Source:RFAM;Acc:RF00274]	9986
566750	ENSOCUG00000019621	SNORA30	Small nucleolar RNA SNORA30/SNORA37 family [Source:RFAM;Acc:RF00415]	9986
566751	ENSOCUG00000019623	SNORD66	Small nucleolar RNA SNORD66 [Source:RFAM;Acc:RF00572]	9986
566752	ENSOCUG00000019625	SNORA21	Small nucleolar RNA SNORA21 [Source:RFAM;Acc:RF00412]	9986
566753	ENSOCUG00000019626	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	9986
566754	ENSOCUG00000019629	SNORA13	Small nucleolar RNA SNORA13 [Source:RFAM;Acc:RF00396]	9986
566755	ENSOCUG00000019633	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	9986
566756	ENSOCUG00000019635	SNORA75	Small nucleolar RNA SNORA75 [Source:RFAM;Acc:RF00072]	9986
566757	ENSOCUG00000019636	SNORD27	Small nucleolar RNA SNORD27 [Source:RFAM;Acc:RF00086]	9986
566758	ENSOCUG00000019639	SNORA30	Small nucleolar RNA SNORA30/SNORA37 family [Source:RFAM;Acc:RF00415]	9986
566759	ENSOCUG00000019641	U5	U5 spliceosomal RNA [Source:RFAM;Acc:RF00020]	9986
566760	ENSOCUG00000019642	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	9986
566761	ENSOCUG00000019643	SNORA51	Small nucleolar RNA SNORA51 [Source:RFAM;Acc:RF00432]	9986
566762	ENSOCUG00000019645	SNORA40	Small nucleolar RNA SNORA40 [Source:RFAM;Acc:RF00561]	9986
566763	ENSOCUG00000019646	SNORD30	Small nucleolar RNA SNORD30 [Source:RFAM;Acc:RF00088]	9986
566764	ENSOCUG00000019647	SNORA26	Small nucleolar RNA SNORA26 [Source:RFAM;Acc:RF00568]	9986
566765	ENSOCUG00000019648	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	9986
566766	ENSOCUG00000019649	SNORD115	Small nucleolar RNA SNORD115 [Source:RFAM;Acc:RF00105]	9986
566767	ENSOCUG00000019650	SNORA42	Small nucleolar RNA SNORA42/SNORA80 family [Source:RFAM;Acc:RF00406]	9986
566768	ENSOCUG00000019652	SNORA38	Small nucleolar RNA SNORA38 [Source:RFAM;Acc:RF00428]	9986
566769	ENSOCUG00000019656	SNORA74	Small nucleolar RNA SNORA74 [Source:RFAM;Acc:RF00090]	9986
566770	ENSOCUG00000019658	SNORD19	Small nucleolar RNA SNORD19 [Source:RFAM;Acc:RF00569]	9986
566771	ENSOCUG00000019660	7SK	7SK RNA [Source:RFAM;Acc:RF00100]	9986
566772	ENSOCUG00000019662	SNORA20	Small nucleolar RNA SNORA20 [Source:RFAM;Acc:RF00401]	9986
566773	ENSOCUG00000019663	7SK	7SK RNA [Source:RFAM;Acc:RF00100]	9986
566774	ENSOCUG00000019664	SNORA27	Small nucleolar RNA SNORA27 [Source:RFAM;Acc:RF00443]	9986
566775	ENSOCUG00000019667	SNORA15	Small nucleolar RNA SNORA15 [Source:RFAM;Acc:RF00398]	9986
566776	ENSOCUG00000019668	SNORA63	Small nucleolar RNA SNORA63 [Source:RFAM;Acc:RF00092]	9986
566777	ENSOCUG00000019671	SNORD42	Small nucleolar RNA SNORD42 [Source:RFAM;Acc:RF00150]	9986
566778	ENSOCUG00000019672	SNORA51	Small nucleolar RNA SNORA51 [Source:RFAM;Acc:RF00432]	9986
566779	ENSOCUG00000019676	7SK	7SK RNA [Source:RFAM;Acc:RF00100]	9986
566780	ENSOCUG00000019682	SNORA7	Small nucleolar RNA SNORA7 [Source:RFAM;Acc:RF00409]	9986
566781	ENSOCUG00000019685	SNORD103	Small nucleolar RNA SNORD103/SNORD85 [Source:RFAM;Acc:RF00188]	9986
566782	ENSOCUG00000019690	SNORD24	Small nucleolar RNA SNORD24 [Source:RFAM;Acc:RF00069]	9986
566783	ENSOCUG00000019691	SNORD113	Small nucleolar RNA SNORD113/SNORD114 family [Source:RFAM;Acc:RF00181]	9986
566784	ENSOCUG00000019692	SNORA63	Small nucleolar RNA SNORA63 [Source:RFAM;Acc:RF00092]	9986
566785	ENSOCUG00000019693	SNORA55	Small nucleolar RNA SNORA55 [Source:RFAM;Acc:RF00431]	9986
566786	ENSOCUG00000019695	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	9986
566787	ENSOCUG00000019696	SNORA70	Small nucleolar RNA SNORA70 [Source:RFAM;Acc:RF00156]	9986
566788	ENSOCUG00000019697	SNORA27	Small nucleolar RNA SNORA27 [Source:RFAM;Acc:RF00443]	9986
566789	ENSOCUG00000019698	SNORA1	Small nucleolar RNA SNORA1 [Source:RFAM;Acc:RF00408]	9986
566790	ENSOCUG00000019701	SNORA42	Small nucleolar RNA SNORA42/SNORA80 family [Source:RFAM;Acc:RF00406]	9986
566791	ENSOCUG00000019702	SNORD59	Small nucleolar RNA SNORD59 [Source:RFAM;Acc:RF00273]	9986
566792	ENSOCUG00000019704	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	9986
566793	ENSOCUG00000019708	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	9986
566794	ENSOCUG00000019709	SNORA30	Small nucleolar RNA SNORA30/SNORA37 family [Source:RFAM;Acc:RF00415]	9986
566795	ENSOCUG00000019713	7SK	7SK RNA [Source:RFAM;Acc:RF00100]	9986
566796	ENSOCUG00000019714	SNORD14	Small nucleolar RNA SNORD14 [Source:RFAM;Acc:RF00016]	9986
566797	ENSOCUG00000019715	SNORA54	Small nucleolar RNA SNORA54 [Source:RFAM;Acc:RF00430]	9986
566798	ENSOCUG00000019719	U1	U1 spliceosomal RNA [Source:RFAM;Acc:RF00003]	9986
566799	ENSOCUG00000019720	SNORA51	Small nucleolar RNA SNORA51 [Source:RFAM;Acc:RF00432]	9986
566800	ENSOCUG00000019722	SNORD69	Small nucleolar RNA SNORD69 [Source:RFAM;Acc:RF00574]	9986
566801	ENSOCUG00000019724	SNORD16	Small nucleolar RNA SNORD16 [Source:RFAM;Acc:RF00138]	9986
566802	ENSOCUG00000019725	SNORD61	Small nucleolar RNA SNORD61 [Source:RFAM;Acc:RF00270]	9986
566803	ENSOCUG00000019726	SNORD115	Small nucleolar RNA SNORD115 [Source:RFAM;Acc:RF00105]	9986
566804	ENSOCUG00000019728	SNORA51	Small nucleolar RNA SNORA51 [Source:RFAM;Acc:RF00432]	9986
566805	ENSOCUG00000019729	SNORA61	Small nucleolar RNA SNORA61 [Source:RFAM;Acc:RF00420]	9986
566806	ENSOCUG00000019730	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	9986
566807	ENSOCUG00000019731	U8	U8 small nucleolar RNA [Source:RFAM;Acc:RF00096]	9986
566808	ENSOCUG00000019732	SNORA13	Small nucleolar RNA SNORA13 [Source:RFAM;Acc:RF00396]	9986
566809	ENSOCUG00000019733	SNORD19	Small nucleolar RNA SNORD19 [Source:RFAM;Acc:RF00569]	9986
566810	ENSOCUG00000019735	U1	U1 spliceosomal RNA [Source:RFAM;Acc:RF00003]	9986
566811	ENSOCUG00000019737	SNORD38	Small nucleolar RNA SNORD38 [Source:RFAM;Acc:RF00212]	9986
566812	ENSOCUG00000019738	SNORD77	Small nucleolar RNA SNORD77 [Source:RFAM;Acc:RF00591]	9986
566813	ENSOCUG00000019739	SNORD87	Small nucleolar RNA SNORD87 [Source:RFAM;Acc:RF00439]	9986
566814	ENSOCUG00000019745	SNORA62	Small nucleolar RNA SNORA62/SNORA6 family [Source:RFAM;Acc:RF00091]	9986
566815	ENSOCUG00000019747	SNORD24	Small nucleolar RNA SNORD24 [Source:RFAM;Acc:RF00069]	9986
566816	ENSOCUG00000019749	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	9986
566817	ENSOCUG00000019752	SNORD29	Small nucleolar RNA SNORD29 [Source:RFAM;Acc:RF00070]	9986
566818	ENSOCUG00000019753	SNORD113	Small nucleolar RNA SNORD113/SNORD114 family [Source:RFAM;Acc:RF00181]	9986
566819	ENSOCUG00000019754	SNORA40	Small nucleolar RNA SNORA40 [Source:RFAM;Acc:RF00561]	9986
566820	ENSOCUG00000019755	SNORA29	Small nucleolar RNA SNORA29 [Source:RFAM;Acc:RF00429]	9986
566821	ENSOCUG00000019757	SNORA67	Small nucleolar RNA SNORA67 [Source:RFAM;Acc:RF00272]	9986
566822	ENSOCUG00000019759	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	9986
566823	ENSOCUG00000019761	SNORA3	Small nucleolar RNA SNORA3/SNORA45 family [Source:RFAM;Acc:RF00334]	9986
566824	ENSOCUG00000019762	SNORD86	Small nucleolar RNA SNORD86 [Source:RFAM;Acc:RF00594]	9986
566825	ENSOCUG00000019763	SNORD90	Small nucleolar RNA SNORD90 [Source:RFAM;Acc:RF00579]	9986
566826	ENSOCUG00000019764	U1	U1 spliceosomal RNA [Source:RFAM;Acc:RF00003]	9986
566827	ENSOCUG00000019765	SNORD28	Small nucleolar RNA SNORD28 [Source:RFAM;Acc:RF00085]	9986
566828	ENSOCUG00000019768	SNORD64	Small Nucleolar RNA SNORD64 [Source:RFAM;Acc:RF00570]	9986
566829	ENSOCUG00000019770	SNORD48	Small nucleolar RNA SNORD48 [Source:RFAM;Acc:RF00282]	9986
566830	ENSOCUG00000019771	SNORA41	Small nucleolar RNA SNORA41 [Source:RFAM;Acc:RF00403]	9986
566831	ENSOCUG00000019772	SNORD70	Small nucleolar RNA SNORD70 [Source:RFAM;Acc:RF00575]	9986
566832	ENSOCUG00000019782	SNORD115	Small nucleolar RNA SNORD115 [Source:RFAM;Acc:RF00105]	9986
566833	ENSOCUG00000019783	U11	U11 spliceosomal RNA [Source:RFAM;Acc:RF00548]	9986
566834	ENSOCUG00000019784	SNORA16	Small nucleolar RNA SNORA16B/SNORA16A family [Source:RFAM;Acc:RF00190]	9986
566835	ENSOCUG00000019785	SNORD16	Small nucleolar RNA SNORD16 [Source:RFAM;Acc:RF00138]	9986
566836	ENSOCUG00000019787	SNORD49	Small nucleolar RNA SNORD49 [Source:RFAM;Acc:RF00277]	9986
566837	ENSOCUG00000019789	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	9986
566838	ENSOCUG00000019791	SNORA30	Small nucleolar RNA SNORA30/SNORA37 family [Source:RFAM;Acc:RF00415]	9986
566839	ENSOCUG00000019793	SNORA63	Small nucleolar RNA SNORA63 [Source:RFAM;Acc:RF00092]	9986
566840	ENSOCUG00000019797	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	9986
566841	ENSOCUG00000019798	SNORD115	Small nucleolar RNA SNORD115 [Source:RFAM;Acc:RF00105]	9986
566842	ENSOCUG00000019800	SNORD26	Small nucleolar RNA SNORD26 [Source:RFAM;Acc:RF00087]	9986
566843	ENSOCUG00000019801	SNORA3	Small nucleolar RNA SNORA3/SNORA45 family [Source:RFAM;Acc:RF00334]	9986
566844	ENSOCUG00000019804	SNORD46	Small nucleolar RNA SNORD46 [Source:RFAM;Acc:RF00218]	9986
566845	ENSOCUG00000019805	SNORA51	Small nucleolar RNA SNORA51 [Source:RFAM;Acc:RF00432]	9986
566846	ENSOCUG00000019806	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	9986
566847	ENSOCUG00000019808	SNORD22	Small nucleolar RNA SNORD22 [Source:RFAM;Acc:RF00099]	9986
566848	ENSOCUG00000019810	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	9986
566849	ENSOCUG00000019811	SNORA26	Small nucleolar RNA SNORA26 [Source:RFAM;Acc:RF00568]	9986
566850	ENSOCUG00000019812	SNORD73	Small nucleolar RNA SNORD73 [Source:RFAM;Acc:RF00071]	9986
566851	ENSOCUG00000019816	SNORA51	Small nucleolar RNA SNORA51 [Source:RFAM;Acc:RF00432]	9986
566852	ENSOCUG00000019819	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	9986
566853	ENSOCUG00000019820	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	9986
566854	ENSOCUG00000019821	SNORA16	Small nucleolar RNA SNORA16B/SNORA16A family [Source:RFAM;Acc:RF00190]	9986
566855	ENSOCUG00000019822	SNORD115	Small nucleolar RNA SNORD115 [Source:RFAM;Acc:RF00105]	9986
566856	ENSOCUG00000019827	SNORA72	Small nucleolar RNA SNORA72 [Source:RFAM;Acc:RF00139]	9986
566857	ENSOCUG00000019830	SNORA12	Small nucleolar RNA SNORA12 [Source:RFAM;Acc:RF00586]	9986
566858	ENSOCUG00000019831	SNORD14	Small nucleolar RNA SNORD14 [Source:RFAM;Acc:RF00016]	9986
566859	ENSOCUG00000019832	SNORD65	Small nucleolar RNA SNORD65 [Source:RFAM;Acc:RF00571]	9986
566860	ENSOCUG00000019836	SNORD102	Small nucleolar RNA SNORD102 [Source:RFAM;Acc:RF00187]	9986
566861	ENSOCUG00000019837	SNORD89	Small nucleolar RNA SNORD89 [Source:RFAM;Acc:RF00578]	9986
566862	ENSOCUG00000019840	SNORD115	Small nucleolar RNA SNORD115 [Source:RFAM;Acc:RF00105]	9986
566863	ENSOCUG00000019842	SNORD14	Small nucleolar RNA SNORD14 [Source:RFAM;Acc:RF00016]	9986
566864	ENSOCUG00000019843	SNORA5	Small nucleolar RNA SNORA5 [Source:RFAM;Acc:RF00392]	9986
566865	ENSOCUG00000019844	SNORD56	Small nucleolar RNA SNORD56 [Source:RFAM;Acc:RF00275]	9986
566866	ENSOCUG00000019846	SNORA50	Small nucleolar RNA SNORA50 [Source:RFAM;Acc:RF00407]	9986
566867	ENSOCUG00000019848	SNORD115	Small nucleolar RNA SNORD115 [Source:RFAM;Acc:RF00105]	9986
566868	ENSOCUG00000019851	SNORA69	Small nucleolar RNA SNORA69 [Source:RFAM;Acc:RF00265]	9986
566869	ENSOCUG00000019855	SNORA40	Small nucleolar RNA SNORA40 [Source:RFAM;Acc:RF00561]	9986
566870	ENSOCUG00000019857	SNORA30	Small nucleolar RNA SNORA30/SNORA37 family [Source:RFAM;Acc:RF00415]	9986
566871	ENSOCUG00000019860	U1	U1 spliceosomal RNA [Source:RFAM;Acc:RF00003]	9986
566872	ENSOCUG00000019862	7SK	7SK RNA [Source:RFAM;Acc:RF00100]	9986
566873	ENSOCUG00000019863	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	9986
566874	ENSOCUG00000019864	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	9986
566875	ENSOCUG00000019865	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	9986
566876	ENSOCUG00000019866	SNORD115	Small nucleolar RNA SNORD115 [Source:RFAM;Acc:RF00105]	9986
566877	ENSOCUG00000019868	SNORA72	Small nucleolar RNA SNORA72 [Source:RFAM;Acc:RF00139]	9986
566878	ENSOCUG00000019869	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	9986
566879	ENSOCUG00000019877	U1	U1 spliceosomal RNA [Source:RFAM;Acc:RF00003]	9986
566880	ENSOCUG00000019878	SNORD59	Small nucleolar RNA SNORD59 [Source:RFAM;Acc:RF00273]	9986
566881	ENSOCUG00000019880	SNORD14	Small nucleolar RNA SNORD14 [Source:RFAM;Acc:RF00016]	9986
566882	ENSOCUG00000019881	SNORA62	Small nucleolar RNA SNORA62/SNORA6 family [Source:RFAM;Acc:RF00091]	9986
566883	ENSOCUG00000019884	SNORA51	Small nucleolar RNA SNORA51 [Source:RFAM;Acc:RF00432]	9986
566884	ENSOCUG00000019885	SNORA25	Small nucleolar RNA SNORA25 [Source:RFAM;Acc:RF00402]	9986
566885	ENSOCUG00000019886	SNORA5	Small nucleolar RNA SNORA5 [Source:RFAM;Acc:RF00392]	9986
566886	ENSOCUG00000019887	SNORD60	Small nucleolar RNA SNORD60 [Source:RFAM;Acc:RF00271]	9986
566887	ENSOCUG00000019888	U1	U1 spliceosomal RNA [Source:RFAM;Acc:RF00003]	9986
566888	ENSOCUG00000019890	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	9986
566889	ENSOCUG00000019891	SNORD115	Small nucleolar RNA SNORD115 [Source:RFAM;Acc:RF00105]	9986
566890	ENSOCUG00000019892	snoMBII-202	Small nucleolar RNA MBII-202 [Source:RFAM;Acc:RF00324]	9986
566891	ENSOCUG00000019893	SNORA32	Small nucleolar RNA SNORA32 [Source:RFAM;Acc:RF00421]	9986
566892	ENSOCUG00000019894	SNORA9	Small nucleolar RNA SNORA9 [Source:RFAM;Acc:RF00411]	9986
566893	ENSOCUG00000019895	SNORD115	Small nucleolar RNA SNORD115 [Source:RFAM;Acc:RF00105]	9986
566894	ENSOCUG00000019897	SNORD116	Small nucleolar RNA SNORD116 [Source:RFAM;Acc:RF00108]	9986
566895	ENSOCUG00000019898	SNORA8	Small nucleolar RNA SNORA8 [Source:RFAM;Acc:RF00393]	9986
566896	ENSOCUG00000019899	SNORA49	Small nucleolar RNA SNORA49 [Source:RFAM;Acc:RF00562]	9986
566897	ENSOCUG00000019901	SNORA14	Small nucleolar RNA SNORA14 [Source:RFAM;Acc:RF00397]	9986
566898	ENSOCUG00000019903	SNORD57	Small nucleolar RNA SNORD57 [Source:RFAM;Acc:RF00274]	9986
566899	ENSOCUG00000019907	SNORD29	Small nucleolar RNA SNORD29 [Source:RFAM;Acc:RF00070]	9986
566900	ENSOCUG00000019909	SNORD22	Small nucleolar RNA SNORD22 [Source:RFAM;Acc:RF00099]	9986
566901	ENSOCUG00000019911	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	9986
566902	ENSOCUG00000019912	SNORA19	Small nucleolar RNA SNORA19 [Source:RFAM;Acc:RF00413]	9986
566903	ENSOCUG00000019913	SNORD115	Small nucleolar RNA SNORD115 [Source:RFAM;Acc:RF00105]	9986
566904	ENSOCUG00000019915	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	9986
566905	ENSOCUG00000019916	U2	U2 spliceosomal RNA [Source:RFAM;Acc:RF00004]	9986
566906	ENSOCUG00000019917	SNORA40	Small nucleolar RNA SNORA40 [Source:RFAM;Acc:RF00561]	9986
566907	ENSOCUG00000019919	SNORD115	Small nucleolar RNA SNORD115 [Source:RFAM;Acc:RF00105]	9986
566908	ENSOCUG00000019923	SNORA68	Small nucleolar RNA SNORA68 [Source:RFAM;Acc:RF00263]	9986
566909	ENSOCUG00000019925	SNORA74	Small nucleolar RNA SNORA74 [Source:RFAM;Acc:RF00090]	9986
566910	ENSOCUG00000019926	SNORA25	Small nucleolar RNA SNORA25 [Source:RFAM;Acc:RF00402]	9986
566911	ENSOCUG00000019927	SNORA63	Small nucleolar RNA SNORA63 [Source:RFAM;Acc:RF00092]	9986
566912	ENSOCUG00000019929	SNORD12	Small nucleolar SNORD12/SNORD106 [Source:RFAM;Acc:RF00581]	9986
566913	ENSOCUG00000019930	U5	U5 spliceosomal RNA [Source:RFAM;Acc:RF00020]	9986
566914	ENSOCUG00000019931	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	9986
566915	ENSOCUG00000019932	SNORA62	Small nucleolar RNA SNORA62/SNORA6 family [Source:RFAM;Acc:RF00091]	9986
566916	ENSOCUG00000019934	SNORD115	Small nucleolar RNA SNORD115 [Source:RFAM;Acc:RF00105]	9986
566917	ENSOCUG00000019935	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	9986
566918	ENSOCUG00000019936	SNORD86	Small nucleolar RNA SNORD86 [Source:RFAM;Acc:RF00594]	9986
566919	ENSOCUG00000019943	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	9986
566920	ENSOCUG00000019944			9986
566921	ENSOCUG00000019949			9986
566922	ENSOCUG00000019952	HOXB7	homeobox B7 [Source:HGNC Symbol;Acc:HGNC:5118]	9986
566923	ENSOCUG00000019954			9986
566924	ENSOCUG00000019955			9986
566925	ENSOCUG00000019957			9986
566926	ENSOCUG00000019962			9986
566927	ENSOCUG00000019965			9986
566928	ENSOCUG00000019967			9986
566929	ENSOCUG00000019970			9986
566930	ENSOCUG00000019971			9986
566931	ENSOCUG00000019972			9986
566932	ENSOCUG00000019973			9986
566933	ENSOCUG00000019974			9986
566934	ENSOCUG00000019975			9986
566935	ENSOCUG00000019976			9986
566936	ENSOCUG00000019977			9986
566937	ENSOCUG00000019982			9986
566938	ENSOCUG00000019985			9986
566939	ENSOCUG00000019987			9986
566940	ENSOCUG00000019989			9986
566941	ENSOCUG00000019990			9986
566942	ENSOCUG00000019991			9986
566943	ENSOCUG00000019994			9986
566944	ENSOCUG00000019996			9986
566945	ENSOCUG00000019997			9986
566946	ENSOCUG00000020000			9986
566947	ENSOCUG00000020004			9986
566948	ENSOCUG00000020005			9986
566949	ENSOCUG00000020008			9986
566950	ENSOCUG00000020010			9986
566951	ENSOCUG00000020011			9986
566952	ENSOCUG00000020012			9986
566953	ENSOCUG00000020014			9986
566954	ENSOCUG00000020015			9986
566955	ENSOCUG00000020016			9986
566956	ENSOCUG00000020017			9986
566957	ENSOCUG00000020020			9986
566958	ENSOCUG00000020024			9986
566959	ENSOCUG00000020025	SNORA11	Small nucleolar RNA SNORA11 [Source:RFAM;Acc:RF00614]	9986
566960	ENSOCUG00000020026			9986
566961	ENSOCUG00000020027			9986
566962	ENSOCUG00000020028			9986
566963	ENSOCUG00000020030	U3	Small nucleolar RNA U3 [Source:RFAM;Acc:RF00012]	9986
566964	ENSOCUG00000020031			9986
566965	ENSOCUG00000020032	SNORD99	Small nucleolar RNA SNORD99 [Source:RFAM;Acc:RF00608]	9986
566966	ENSOCUG00000020035	SNORA2	Small nucleolar RNA SNORA2/SNORA34 family [Source:RFAM;Acc:RF00410]	9986
566967	ENSOCUG00000020036			9986
566968	ENSOCUG00000020037			9986
566969	ENSOCUG00000020038			9986
566970	ENSOCUG00000020040	SNORA26	Small nucleolar RNA SNORA26 [Source:RFAM;Acc:RF00568]	9986
566971	ENSOCUG00000020041	U4atac	U4atac minor spliceosomal RNA [Source:RFAM;Acc:RF00618]	9986
566972	ENSOCUG00000020044	SNORA42	Small nucleolar RNA SNORA42/SNORA80 family [Source:RFAM;Acc:RF00406]	9986
566973	ENSOCUG00000020048			9986
566974	ENSOCUG00000020049			9986
566975	ENSOCUG00000020050	U6atac	U6atac minor spliceosomal RNA [Source:RFAM;Acc:RF00619]	9986
566976	ENSOCUG00000020052	SNORA42	Small nucleolar RNA SNORA42/SNORA80 family [Source:RFAM;Acc:RF00406]	9986
566977	ENSOCUG00000020055			9986
566978	ENSOCUG00000020056			9986
566979	ENSOCUG00000020057	CPEB3_ribozyme	Mammalian CPEB3 ribozyme [Source:RFAM;Acc:RF00622]	9986
566980	ENSOCUG00000020058	SNORD100	Small nucleolar RNA SNORD100 [Source:RFAM;Acc:RF00609]	9986
566981	ENSOCUG00000020059			9986
566982	ENSOCUG00000020063	5_8S_rRNA	5.8S ribosomal RNA [Source:RFAM;Acc:RF00002]	9986
566983	ENSOCUG00000020065	SNORA2	Small nucleolar RNA SNORA2/SNORA34 family [Source:RFAM;Acc:RF00410]	9986
566984	ENSOCUG00000020066	SNORA81	Small nucleolar RNA SNORA81 [Source:RFAM;Acc:RF01241]	9986
566985	ENSOCUG00000020067	SNORA81	Small nucleolar RNA SNORA81 [Source:RFAM;Acc:RF01241]	9986
566986	ENSOCUG00000020068	SNORD110	Small nucleolar RNA SNORD110 [Source:RFAM;Acc:RF00610]	9986
566987	ENSOCUG00000020071	SNORD111	Small nucleolar RNA SNORD111 [Source:RFAM;Acc:RF00611]	9986
566988	ENSOCUG00000020072			9986
566989	ENSOCUG00000020074			9986
566990	ENSOCUG00000020076	SNORD75	Small nucleolar RNA SNORD75 [Source:RFAM;Acc:RF00612]	9986
566991	ENSOCUG00000020077			9986
566992	ENSOCUG00000020079			9986
566993	ENSOCUG00000020081	SNORA11	Small nucleolar RNA SNORA11 [Source:RFAM;Acc:RF00614]	9986
566994	ENSOCUG00000020083			9986
566995	ENSOCUG00000020084			9986
566996	ENSOCUG00000020085	SNORD94	Small nucleolar RNA SNORD94 [Source:RFAM;Acc:RF00613]	9986
566997	ENSOCUG00000020086			9986
566998	ENSOCUG00000020087	SNORA76	Small nucleolar RNA SNORA76 [Source:RFAM;Acc:RF00598]	9986
566999	ENSOCUG00000020089			9986
567000	ENSOCUG00000020090	U6atac	U6atac minor spliceosomal RNA [Source:RFAM;Acc:RF00619]	9986
567001	ENSOCUG00000020092			9986
567002	ENSOCUG00000020093			9986
567003	ENSOCUG00000020094			9986
567004	ENSOCUG00000020096	SNORA26	Small nucleolar RNA SNORA26 [Source:RFAM;Acc:RF00568]	9986
567005	ENSOCUG00000020098			9986
567006	ENSOCUG00000020100			9986
567007	ENSOCUG00000020103	SNORA79	Small nucleolar RNA SNORA79 [Source:RFAM;Acc:RF00600]	9986
567008	ENSOCUG00000020104			9986
567009	ENSOCUG00000020107	SNORD111	Small nucleolar RNA SNORD111 [Source:RFAM;Acc:RF00611]	9986
567010	ENSOCUG00000020108			9986
567011	ENSOCUG00000020109			9986
567012	ENSOCUG00000020113			9986
567013	ENSOCUG00000020115	U6atac	U6atac minor spliceosomal RNA [Source:RFAM;Acc:RF00619]	9986
567014	ENSOCUG00000020116	SNORA63	Small nucleolar RNA SNORA63 [Source:RFAM;Acc:RF00092]	9986
567015	ENSOCUG00000020117			9986
567016	ENSOCUG00000020120			9986
567017	ENSOCUG00000020123			9986
567018	ENSOCUG00000020124			9986
567019	ENSOCUG00000020125	U6atac	U6atac minor spliceosomal RNA [Source:RFAM;Acc:RF00619]	9986
567020	ENSOCUG00000020127			9986
567021	ENSOCUG00000020128	SNORA11	Small nucleolar RNA SNORA11 [Source:RFAM;Acc:RF00614]	9986
567022	ENSOCUG00000020130			9986
567023	ENSOCUG00000020131			9986
567024	ENSOCUG00000020132			9986
567025	ENSOCUG00000020133			9986
567026	ENSOCUG00000020134			9986
567027	ENSOCUG00000020136			9986
567028	ENSOCUG00000020140			9986
567029	ENSOCUG00000020142			9986
567030	ENSOCUG00000020143			9986
567031	ENSOCUG00000020144			9986
567032	ENSOCUG00000020146	U4atac	U4atac minor spliceosomal RNA [Source:RFAM;Acc:RF00618]	9986
567033	ENSOCUG00000020149			9986
567034	ENSOCUG00000020150			9986
567035	ENSOCUG00000020152			9986
567036	ENSOCUG00000020153			9986
567037	ENSOCUG00000020154			9986
567038	ENSOCUG00000020156			9986
567039	ENSOCUG00000020160	U6atac	U6atac minor spliceosomal RNA [Source:RFAM;Acc:RF00619]	9986
567040	ENSOCUG00000020161			9986
567041	ENSOCUG00000020162			9986
567042	ENSOCUG00000020167	SNORD88	Small nucleolar RNA SNORD88 [Source:RFAM;Acc:RF00604]	9986
567043	ENSOCUG00000020168	U3	Small nucleolar RNA U3 [Source:RFAM;Acc:RF00012]	9986
567044	ENSOCUG00000020170			9986
567045	ENSOCUG00000020172			9986
567046	ENSOCUG00000020175	SNORA11	Small nucleolar RNA SNORA11 [Source:RFAM;Acc:RF00614]	9986
